Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 3980: loss 0.8962, time 72.60ms, mfu 5.08%
iter 3990: loss 0.8766, time 72.59ms, mfu 5.09%
step 4000: train loss 0.7092, val loss 1.6373
iter 4000: loss 0.8600, time 8260.83ms, mfu 4.58%
iter 4010: loss 0.8794, time 72.79ms, mfu 4.64%
iter 4020: loss 0.8864, time 72.64ms, mfu 4.69%
iter 4030: loss 0.8827, time 72.62ms, mfu 4.73%
iter 4040: loss 0.8700, time 72.58ms, mfu 4.77%
iter 4050: loss 0.8669, time 72.55ms, mfu 4.81%
iter 4060: loss 0.8683, time 72.64ms, mfu 4.84%
iter 4070: loss 0.8609, time 72.73ms, mfu 4.87%
iter 4080: loss 0.8923, time 72.59ms, mfu 4.89%
iter 4090: loss 0.8522, time 72.63ms, mfu 4.92%
iter 4100: loss 0.8981, time 72.60ms, mfu 4.94%
iter 4110: loss 0.8704, time 72.59ms, mfu 4.96%
iter 4120: loss 0.8778, time 72.58ms, mfu 4.98%
iter 4130: loss 0.8648, time 72.73ms, mfu 4.99%
iter 4140: loss 0.8726, time 72.57ms, mfu 5.01%
iter 4150: loss 0.8670, time 72.56ms, mfu 5.02%
iter 4160: loss 0.8539, time 72.61ms, mfu 5.03%
iter 4170: loss 0.8611, time 72.72ms, mfu 5.04%
iter 4180: loss 0.8699, time 72.58ms, mfu 5.05%
iter 4190: loss 0.8689, time 72.73ms, mfu 5.06%
iter 4200: loss 0.8541, time 72.54ms, mfu 5.06%
iter 4210: loss 0.8762, time 72.72ms, mfu 5.07%
iter 4220: loss 0.8646, time 72.60ms, mfu 5.08%
iter 4230: loss 0.8810, time 72.61ms, mfu 5.08%
iter 4240: loss 0.8657, time 72.61ms, mfu 5.09%
step 4250: train loss 0.6794, val loss 1.6538
iter 4250: loss 0.8643, time 8246.05ms, mfu 4.58%
iter 4260: loss 0.8703, time 72.62ms, mfu 4.64%
iter 4270: loss 0.8680, time 72.76ms, mfu 4.69%
iter 4280: loss 0.8536, time 72.70ms, mfu 4.73%
iter 4290: loss 0.8326, time 72.63ms, mfu 4.77%
iter 4300: loss 0.8262, time 72.62ms, mfu 4.81%
iter 4310: loss 0.8522, time 72.58ms, mfu 4.84%
iter 4320: loss 0.8342, time 72.53ms, mfu 4.87%
iter 4330: loss 0.8606, time 72.61ms, mfu 4.90%
iter 4340: loss 0.8363, time 72.60ms, mfu 4.92%
iter 4350: loss 0.8378, time 72.56ms, mfu 4.94%
iter 4360: loss 0.8673, time 72.57ms, mfu 4.96%
iter 4370: loss 0.8518, time 72.60ms, mfu 4.98%
iter 4380: loss 0.8380, time 72.58ms, mfu 4.99%
iter 4390: loss 0.8668, time 72.86ms, mfu 5.01%
iter 4400: loss 0.8519, time 72.58ms, mfu 5.02%
iter 4410: loss 0.8714, time 72.69ms, mfu 5.03%
iter 4420: loss 0.8620, time 72.62ms, mfu 5.04%
iter 4430: loss 0.8552, time 72.60ms, mfu 5.05%
iter 4440: loss 0.8463, time 72.60ms, mfu 5.06%
iter 4450: loss 0.8509, time 72.66ms, mfu 5.06%
iter 4460: loss 0.8397, time 72.59ms, mfu 5.07%
iter 4470: loss 0.8511, time 72.60ms, mfu 5.08%
iter 4480: loss 0.8254, time 72.62ms, mfu 5.08%
iter 4490: loss 0.8420, time 72.67ms, mfu 5.09%
step 4500: train loss 0.6529, val loss 1.6830
iter 4500: loss 0.8570, time 8248.01ms, mfu 4.58%
iter 4510: loss 0.8460, time 72.62ms, mfu 4.64%
iter 4520: loss 0.8360, time 72.59ms, mfu 4.69%
iter 4530: loss 0.8418, time 72.63ms, mfu 4.73%
iter 4540: loss 0.8444, time 72.61ms, mfu 4.77%
iter 4550: loss 0.8729, time 72.57ms, mfu 4.81%
iter 4560: loss 0.8406, time 72.62ms, mfu 4.84%
iter 4570: loss 0.8469, time 72.62ms, mfu 4.87%
iter 4580: loss 0.8636, time 72.62ms, mfu 4.90%
iter 4590: loss 0.8539, time 72.63ms, mfu 4.92%
iter 4600: loss 0.8272, time 72.62ms, mfu 4.94%
iter 4610: loss 0.8680, time 72.63ms, mfu 4.96%
iter 4620: loss 0.8366, time 72.74ms, mfu 4.98%
iter 4630: loss 0.8283, time 72.75ms, mfu 4.99%
iter 4640: loss 0.8406, time 72.59ms, mfu 5.00%
iter 4650: loss 0.8655, time 72.58ms, mfu 5.02%
iter 4660: loss 0.8514, time 72.61ms, mfu 5.03%
iter 4670: loss 0.8410, time 72.57ms, mfu 5.04%
iter 4680: loss 0.8502, time 72.73ms, mfu 5.05%
iter 4690: loss 0.8389, time 72.65ms, mfu 5.06%
iter 4700: loss 0.8221, time 72.59ms, mfu 5.06%
iter 4710: loss 0.7897, time 72.61ms, mfu 5.07%
iter 4720: loss 0.8297, time 72.60ms, mfu 5.08%
iter 4730: loss 0.8221, time 72.59ms, mfu 5.08%
iter 4740: loss 0.8319, time 72.76ms, mfu 5.09%
step 4750: train loss 0.6366, val loss 1.6910
iter 4750: loss 0.7971, time 8252.78ms, mfu 4.58%
iter 4760: loss 0.8188, time 72.60ms, mfu 4.64%
iter 4770: loss 0.7995, time 72.56ms, mfu 4.69%
iter 4780: loss 0.8136, time 72.58ms, mfu 4.73%
iter 4790: loss 0.8462, time 72.59ms, mfu 4.77%
iter 4800: loss 0.8234, time 72.63ms, mfu 4.81%
iter 4810: loss 0.8362, time 72.64ms, mfu 4.84%
iter 4820: loss 0.8193, time 72.63ms, mfu 4.87%
iter 4830: loss 0.8232, time 72.61ms, mfu 4.90%
iter 4840: loss 0.8313, time 72.62ms, mfu 4.92%
iter 4850: loss 0.8258, time 72.64ms, mfu 4.94%
iter 4860: loss 0.8173, time 72.66ms, mfu 4.96%
iter 4870: loss 0.8038, time 72.58ms, mfu 4.98%
iter 4880: loss 0.8321, time 72.59ms, mfu 4.99%
iter 4890: loss 0.8062, time 72.59ms, mfu 5.01%
iter 4900: loss 0.8054, time 72.60ms, mfu 5.02%
iter 4910: loss 0.8319, time 72.59ms, mfu 5.03%
iter 4920: loss 0.8225, time 72.60ms, mfu 5.04%
iter 4930: loss 0.8119, time 72.84ms, mfu 5.05%
iter 4940: loss 0.7947, time 72.61ms, mfu 5.06%
iter 4950: loss 0.8239, time 72.61ms, mfu 5.06%
iter 4960: loss 0.8285, time 72.57ms, mfu 5.07%
iter 4970: loss 0.7826, time 72.61ms, mfu 5.08%
iter 4980: loss 0.8004, time 72.61ms, mfu 5.08%
iter 4990: loss 0.8249, time 72.58ms, mfu 5.09%
step 5000: train loss 0.6229, val loss 1.7092
iter 5000: loss 0.8157, time 8257.36ms, mfu 4.58%
