Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 32, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 3990: loss 0.4713, time 73.81ms, mfu 5.01%
step 4000: train loss 0.3361, val loss 2.2403
iter 4000: loss 0.4445, time 8387.91ms, mfu 4.51%
iter 4010: loss 0.4357, time 73.81ms, mfu 4.56%
iter 4020: loss 0.4548, time 73.83ms, mfu 4.61%
iter 4030: loss 0.4361, time 73.80ms, mfu 4.66%
iter 4040: loss 0.4520, time 73.83ms, mfu 4.69%
iter 4050: loss 0.4467, time 73.80ms, mfu 4.73%
iter 4060: loss 0.4384, time 73.81ms, mfu 4.76%
iter 4070: loss 0.4501, time 73.90ms, mfu 4.79%
iter 4080: loss 0.4322, time 73.82ms, mfu 4.82%
iter 4090: loss 0.4406, time 73.81ms, mfu 4.84%
iter 4100: loss 0.4225, time 73.86ms, mfu 4.86%
iter 4110: loss 0.4113, time 73.83ms, mfu 4.88%
iter 4120: loss 0.4334, time 73.85ms, mfu 4.89%
iter 4130: loss 0.4340, time 73.83ms, mfu 4.91%
iter 4140: loss 0.4173, time 73.84ms, mfu 4.92%
iter 4150: loss 0.4265, time 73.79ms, mfu 4.94%
iter 4160: loss 0.4129, time 73.84ms, mfu 4.95%
iter 4170: loss 0.4101, time 73.84ms, mfu 4.96%
iter 4180: loss 0.4181, time 73.80ms, mfu 4.97%
iter 4190: loss 0.4000, time 73.81ms, mfu 4.97%
iter 4200: loss 0.4283, time 73.82ms, mfu 4.98%
iter 4210: loss 0.4114, time 73.82ms, mfu 4.99%
iter 4220: loss 0.3980, time 73.80ms, mfu 4.99%
iter 4230: loss 0.4158, time 73.82ms, mfu 5.00%
iter 4240: loss 0.4225, time 73.82ms, mfu 5.00%
step 4250: train loss 0.3011, val loss 2.3178
iter 4250: loss 0.4093, time 8386.69ms, mfu 4.51%
iter 4260: loss 0.4251, time 73.83ms, mfu 4.56%
iter 4270: loss 0.4230, time 73.79ms, mfu 4.61%
iter 4280: loss 0.4041, time 73.83ms, mfu 4.65%
iter 4290: loss 0.4103, time 73.81ms, mfu 4.69%
iter 4300: loss 0.4147, time 73.82ms, mfu 4.73%
iter 4310: loss 0.3980, time 73.98ms, mfu 4.76%
iter 4320: loss 0.3869, time 73.79ms, mfu 4.79%
iter 4330: loss 0.4068, time 73.80ms, mfu 4.82%
iter 4340: loss 0.4087, time 73.82ms, mfu 4.84%
iter 4350: loss 0.3944, time 73.78ms, mfu 4.86%
iter 4360: loss 0.4056, time 73.81ms, mfu 4.88%
iter 4370: loss 0.4221, time 73.82ms, mfu 4.90%
iter 4380: loss 0.3977, time 73.79ms, mfu 4.91%
iter 4390: loss 0.4014, time 73.78ms, mfu 4.92%
iter 4400: loss 0.4032, time 73.82ms, mfu 4.94%
iter 4410: loss 0.3857, time 73.80ms, mfu 4.95%
iter 4420: loss 0.3763, time 73.79ms, mfu 4.96%
iter 4430: loss 0.4017, time 73.80ms, mfu 4.97%
iter 4440: loss 0.3967, time 73.84ms, mfu 4.98%
iter 4450: loss 0.4012, time 73.84ms, mfu 4.98%
iter 4460: loss 0.3749, time 73.82ms, mfu 4.99%
iter 4470: loss 0.3816, time 73.80ms, mfu 5.00%
iter 4480: loss 0.3791, time 73.78ms, mfu 5.00%
iter 4490: loss 0.3699, time 73.84ms, mfu 5.01%
step 4500: train loss 0.2740, val loss 2.3831
iter 4500: loss 0.3719, time 8382.12ms, mfu 4.51%
iter 4510: loss 0.3857, time 73.82ms, mfu 4.56%
iter 4520: loss 0.3919, time 73.87ms, mfu 4.61%
iter 4530: loss 0.3880, time 73.83ms, mfu 4.65%
iter 4540: loss 0.3872, time 73.82ms, mfu 4.69%
iter 4550: loss 0.3827, time 74.03ms, mfu 4.73%
iter 4560: loss 0.3919, time 73.82ms, mfu 4.76%
iter 4570: loss 0.3806, time 73.80ms, mfu 4.79%
iter 4580: loss 0.3709, time 73.82ms, mfu 4.81%
iter 4590: loss 0.3808, time 73.85ms, mfu 4.84%
iter 4600: loss 0.3771, time 73.82ms, mfu 4.86%
iter 4610: loss 0.3711, time 73.83ms, mfu 4.88%
iter 4620: loss 0.3950, time 73.78ms, mfu 4.89%
iter 4630: loss 0.3813, time 73.82ms, mfu 4.91%
iter 4640: loss 0.3792, time 73.80ms, mfu 4.92%
iter 4650: loss 0.3639, time 73.84ms, mfu 4.94%
iter 4660: loss 0.3659, time 73.82ms, mfu 4.95%
iter 4670: loss 0.3590, time 73.83ms, mfu 4.96%
iter 4680: loss 0.3804, time 73.80ms, mfu 4.97%
iter 4690: loss 0.3701, time 73.81ms, mfu 4.97%
iter 4700: loss 0.3671, time 73.79ms, mfu 4.98%
iter 4710: loss 0.3637, time 73.82ms, mfu 4.99%
iter 4720: loss 0.3609, time 73.80ms, mfu 4.99%
iter 4730: loss 0.3792, time 73.83ms, mfu 5.00%
iter 4740: loss 0.3640, time 73.81ms, mfu 5.00%
step 4750: train loss 0.2518, val loss 2.4484
iter 4750: loss 0.3715, time 8373.17ms, mfu 4.51%
iter 4760: loss 0.3503, time 73.79ms, mfu 4.56%
iter 4770: loss 0.3733, time 73.83ms, mfu 4.61%
iter 4780: loss 0.3590, time 73.79ms, mfu 4.66%
iter 4790: loss 0.3545, time 73.81ms, mfu 4.69%
iter 4800: loss 0.3566, time 73.83ms, mfu 4.73%
iter 4810: loss 0.3545, time 73.84ms, mfu 4.76%
iter 4820: loss 0.3599, time 73.81ms, mfu 4.79%
iter 4830: loss 0.3595, time 73.82ms, mfu 4.82%
iter 4840: loss 0.3615, time 73.80ms, mfu 4.84%
iter 4850: loss 0.3527, time 73.81ms, mfu 4.86%
iter 4860: loss 0.3575, time 73.83ms, mfu 4.88%
iter 4870: loss 0.3603, time 73.84ms, mfu 4.90%
iter 4880: loss 0.3576, time 73.83ms, mfu 4.91%
iter 4890: loss 0.3357, time 73.81ms, mfu 4.92%
iter 4900: loss 0.3499, time 73.79ms, mfu 4.94%
iter 4910: loss 0.3484, time 73.84ms, mfu 4.95%
iter 4920: loss 0.3604, time 73.81ms, mfu 4.96%
iter 4930: loss 0.3446, time 73.78ms, mfu 4.97%
iter 4940: loss 0.3654, time 73.81ms, mfu 4.98%
iter 4950: loss 0.3562, time 73.80ms, mfu 4.98%
iter 4960: loss 0.3577, time 73.80ms, mfu 4.99%
iter 4970: loss 0.3473, time 73.81ms, mfu 5.00%
iter 4980: loss 0.3548, time 73.80ms, mfu 5.00%
iter 4990: loss 0.3491, time 73.79ms, mfu 5.01%
step 5000: train loss 0.2380, val loss 2.4946
iter 5000: loss 0.3486, time 8386.17ms, mfu 4.51%
