Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.63M
num decayed parameter tensors: 38, with 10,726,272 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 3990: loss 0.5707, time 79.99ms, mfu 4.61%
step 4000: train loss 0.4708, val loss 2.0098
iter 4000: loss 0.5684, time 9122.78ms, mfu 4.16%
iter 4010: loss 0.5832, time 79.98ms, mfu 4.21%
iter 4020: loss 0.5703, time 79.98ms, mfu 4.25%
iter 4030: loss 0.5880, time 80.04ms, mfu 4.29%
iter 4040: loss 0.5743, time 80.00ms, mfu 4.33%
iter 4050: loss 0.5845, time 79.97ms, mfu 4.36%
iter 4060: loss 0.5852, time 79.98ms, mfu 4.39%
iter 4070: loss 0.5835, time 79.97ms, mfu 4.41%
iter 4080: loss 0.5687, time 79.98ms, mfu 4.44%
iter 4090: loss 0.5609, time 79.99ms, mfu 4.46%
iter 4100: loss 0.5722, time 79.98ms, mfu 4.48%
iter 4110: loss 0.5688, time 80.02ms, mfu 4.50%
iter 4120: loss 0.5854, time 80.05ms, mfu 4.51%
iter 4130: loss 0.5641, time 79.99ms, mfu 4.53%
iter 4140: loss 0.5612, time 79.97ms, mfu 4.54%
iter 4150: loss 0.5605, time 80.01ms, mfu 4.55%
iter 4160: loss 0.5380, time 79.98ms, mfu 4.56%
iter 4170: loss 0.5626, time 80.01ms, mfu 4.57%
iter 4180: loss 0.5602, time 80.00ms, mfu 4.58%
iter 4190: loss 0.5734, time 79.95ms, mfu 4.59%
iter 4200: loss 0.5729, time 79.94ms, mfu 4.59%
iter 4210: loss 0.5600, time 80.01ms, mfu 4.60%
iter 4220: loss 0.5365, time 79.99ms, mfu 4.60%
iter 4230: loss 0.5783, time 79.98ms, mfu 4.61%
iter 4240: loss 0.5488, time 80.12ms, mfu 4.61%
step 4250: train loss 0.4286, val loss 2.0724
iter 4250: loss 0.5517, time 9120.62ms, mfu 4.16%
iter 4260: loss 0.5406, time 79.99ms, mfu 4.21%
iter 4270: loss 0.5463, time 79.99ms, mfu 4.25%
iter 4280: loss 0.5429, time 79.97ms, mfu 4.29%
iter 4290: loss 0.5418, time 79.97ms, mfu 4.33%
iter 4300: loss 0.5479, time 79.99ms, mfu 4.36%
iter 4310: loss 0.5345, time 79.97ms, mfu 4.39%
iter 4320: loss 0.5201, time 79.99ms, mfu 4.42%
iter 4330: loss 0.5570, time 80.00ms, mfu 4.44%
iter 4340: loss 0.5382, time 79.99ms, mfu 4.46%
iter 4350: loss 0.5283, time 79.97ms, mfu 4.48%
iter 4360: loss 0.5364, time 79.98ms, mfu 4.50%
iter 4370: loss 0.5430, time 79.95ms, mfu 4.51%
iter 4380: loss 0.5432, time 80.06ms, mfu 4.53%
iter 4390: loss 0.5108, time 79.94ms, mfu 4.54%
iter 4400: loss 0.5215, time 79.97ms, mfu 4.55%
iter 4410: loss 0.5321, time 79.98ms, mfu 4.56%
iter 4420: loss 0.5115, time 79.99ms, mfu 4.57%
iter 4430: loss 0.5156, time 79.98ms, mfu 4.58%
iter 4440: loss 0.5169, time 79.97ms, mfu 4.59%
iter 4450: loss 0.5288, time 79.97ms, mfu 4.59%
iter 4460: loss 0.5011, time 79.99ms, mfu 4.60%
iter 4470: loss 0.5262, time 79.97ms, mfu 4.60%
iter 4480: loss 0.5065, time 79.98ms, mfu 4.61%
iter 4490: loss 0.5197, time 79.97ms, mfu 4.61%
step 4500: train loss 0.4007, val loss 2.1294
iter 4500: loss 0.5153, time 9122.80ms, mfu 4.16%
iter 4510: loss 0.5464, time 80.00ms, mfu 4.21%
iter 4520: loss 0.4985, time 80.00ms, mfu 4.25%
iter 4530: loss 0.5061, time 79.98ms, mfu 4.29%
iter 4540: loss 0.5026, time 79.95ms, mfu 4.33%
iter 4550: loss 0.4996, time 79.98ms, mfu 4.36%
iter 4560: loss 0.5119, time 80.00ms, mfu 4.39%
iter 4570: loss 0.5054, time 79.96ms, mfu 4.42%
iter 4580: loss 0.5213, time 79.98ms, mfu 4.44%
iter 4590: loss 0.5151, time 80.01ms, mfu 4.46%
iter 4600: loss 0.5028, time 80.01ms, mfu 4.48%
iter 4610: loss 0.5179, time 79.97ms, mfu 4.50%
iter 4620: loss 0.4987, time 79.97ms, mfu 4.51%
iter 4630: loss 0.5229, time 79.98ms, mfu 4.53%
iter 4640: loss 0.5269, time 80.00ms, mfu 4.54%
iter 4650: loss 0.5126, time 79.98ms, mfu 4.55%
iter 4660: loss 0.4900, time 79.99ms, mfu 4.56%
iter 4670: loss 0.4926, time 79.95ms, mfu 4.57%
iter 4680: loss 0.5186, time 79.97ms, mfu 4.58%
iter 4690: loss 0.4912, time 79.99ms, mfu 4.59%
iter 4700: loss 0.4932, time 79.98ms, mfu 4.59%
iter 4710: loss 0.5014, time 79.97ms, mfu 4.60%
iter 4720: loss 0.4892, time 80.01ms, mfu 4.60%
iter 4730: loss 0.5088, time 79.98ms, mfu 4.61%
iter 4740: loss 0.4963, time 79.98ms, mfu 4.61%
step 4750: train loss 0.3740, val loss 2.1759
iter 4750: loss 0.4996, time 9114.95ms, mfu 4.16%
iter 4760: loss 0.5035, time 80.00ms, mfu 4.21%
iter 4770: loss 0.4906, time 80.01ms, mfu 4.25%
iter 4780: loss 0.5035, time 79.96ms, mfu 4.29%
iter 4790: loss 0.4882, time 79.97ms, mfu 4.33%
iter 4800: loss 0.5048, time 79.96ms, mfu 4.36%
iter 4810: loss 0.5090, time 79.99ms, mfu 4.39%
iter 4820: loss 0.4652, time 79.96ms, mfu 4.42%
iter 4830: loss 0.4982, time 79.98ms, mfu 4.44%
iter 4840: loss 0.4878, time 79.99ms, mfu 4.46%
iter 4850: loss 0.4626, time 80.06ms, mfu 4.48%
iter 4860: loss 0.4670, time 79.99ms, mfu 4.50%
iter 4870: loss 0.4736, time 80.03ms, mfu 4.51%
iter 4880: loss 0.4739, time 79.95ms, mfu 4.53%
iter 4890: loss 0.4707, time 80.13ms, mfu 4.54%
iter 4900: loss 0.4784, time 80.00ms, mfu 4.55%
iter 4910: loss 0.4625, time 79.96ms, mfu 4.56%
iter 4920: loss 0.4766, time 79.99ms, mfu 4.57%
iter 4930: loss 0.4694, time 80.00ms, mfu 4.58%
iter 4940: loss 0.4906, time 79.98ms, mfu 4.59%
iter 4950: loss 0.4735, time 79.93ms, mfu 4.59%
iter 4960: loss 0.4635, time 80.00ms, mfu 4.60%
iter 4970: loss 0.4669, time 79.99ms, mfu 4.60%
iter 4980: loss 0.4785, time 80.12ms, mfu 4.61%
iter 4990: loss 0.4647, time 80.02ms, mfu 4.61%
step 5000: train loss 0.3595, val loss 2.2100
iter 5000: loss 0.4711, time 9112.97ms, mfu 4.16%
