Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BlockReGLU2'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.99M
num decayed parameter tensors: 32, with 30,382,080 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 13390: loss 4.2744, time 74.42ms, mfu 14.67%
iter 13400: loss 4.3145, time 74.45ms, mfu 14.67%
iter 13410: loss 4.4202, time 74.45ms, mfu 14.67%
iter 13420: loss 4.2863, time 74.45ms, mfu 14.67%
iter 13430: loss 4.4445, time 74.46ms, mfu 14.68%
iter 13440: loss 4.4139, time 74.40ms, mfu 14.68%
iter 13450: loss 4.3647, time 74.42ms, mfu 14.68%
iter 13460: loss 4.3809, time 74.46ms, mfu 14.68%
iter 13470: loss 4.5610, time 74.42ms, mfu 14.68%
iter 13480: loss 4.2256, time 74.43ms, mfu 14.68%
iter 13490: loss 4.1700, time 74.46ms, mfu 14.68%
iter 13500: loss 4.2584, time 74.55ms, mfu 14.68%
iter 13510: loss 4.4212, time 74.45ms, mfu 14.68%
iter 13520: loss 4.5652, time 74.45ms, mfu 14.68%
iter 13530: loss 4.3995, time 74.44ms, mfu 14.69%
iter 13540: loss 4.2981, time 74.46ms, mfu 14.69%
iter 13550: loss 4.5429, time 74.43ms, mfu 14.69%
iter 13560: loss 4.2784, time 74.50ms, mfu 14.69%
iter 13570: loss 4.3656, time 74.44ms, mfu 14.69%
iter 13580: loss 4.3590, time 74.50ms, mfu 14.69%
iter 13590: loss 4.5361, time 74.46ms, mfu 14.69%
iter 13600: loss 4.4329, time 74.42ms, mfu 14.69%
iter 13610: loss 4.4206, time 74.44ms, mfu 14.69%
iter 13620: loss 4.4161, time 74.49ms, mfu 14.69%
iter 13630: loss 4.2807, time 74.46ms, mfu 14.69%
iter 13640: loss 4.3688, time 74.53ms, mfu 14.69%
iter 13650: loss 4.3916, time 74.44ms, mfu 14.69%
iter 13660: loss 4.4383, time 74.38ms, mfu 14.69%
iter 13670: loss 4.5266, time 74.44ms, mfu 14.69%
iter 13680: loss 4.3694, time 74.45ms, mfu 14.69%
iter 13690: loss 4.3273, time 74.42ms, mfu 14.69%
iter 13700: loss 4.2085, time 74.42ms, mfu 14.69%
iter 13710: loss 4.2667, time 74.47ms, mfu 14.69%
iter 13720: loss 4.4827, time 74.39ms, mfu 14.69%
iter 13730: loss 4.3362, time 74.45ms, mfu 14.69%
iter 13740: loss 4.3249, time 74.42ms, mfu 14.69%
iter 13750: loss 4.3811, time 74.41ms, mfu 14.69%
iter 13760: loss 4.3334, time 74.39ms, mfu 14.69%
iter 13770: loss 4.2263, time 74.47ms, mfu 14.69%
iter 13780: loss 4.3120, time 74.41ms, mfu 14.69%
iter 13790: loss 4.1643, time 74.42ms, mfu 14.69%
iter 13800: loss 4.4036, time 74.41ms, mfu 14.69%
iter 13810: loss 4.3986, time 74.40ms, mfu 14.69%
iter 13820: loss 4.2056, time 74.49ms, mfu 14.69%
iter 13830: loss 4.1036, time 74.55ms, mfu 14.69%
iter 13840: loss 4.2309, time 74.46ms, mfu 14.69%
iter 13850: loss 4.5396, time 74.53ms, mfu 14.69%
iter 13860: loss 4.1689, time 74.54ms, mfu 14.69%
iter 13870: loss 4.4646, time 74.53ms, mfu 14.69%
iter 13880: loss 4.3040, time 74.44ms, mfu 14.69%
iter 13890: loss 4.3588, time 74.65ms, mfu 14.68%
iter 13900: loss 4.3109, time 74.58ms, mfu 14.68%
iter 13910: loss 4.1078, time 74.51ms, mfu 14.68%
iter 13920: loss 4.5760, time 74.52ms, mfu 14.68%
iter 13930: loss 4.3613, time 74.48ms, mfu 14.68%
iter 13940: loss 4.3631, time 74.50ms, mfu 14.68%
iter 13950: loss 4.2184, time 74.53ms, mfu 14.68%
iter 13960: loss 4.3233, time 74.53ms, mfu 14.68%
iter 13970: loss 4.4456, time 74.49ms, mfu 14.68%
iter 13980: loss 4.4110, time 74.49ms, mfu 14.68%
iter 13990: loss 4.2101, time 74.48ms, mfu 14.68%
0.11163838704427083
0.5588099161783854
0.5167465209960938
0.49542490641276044
0.41580963134765625
0.3993631998697917
step 14000: train loss 4.3632, val loss 4.3648
saving checkpoint to out-nano-gpt2-BlockReGLU2
iter 14000: loss 4.3675, time 17450.88ms, mfu 13.22%
iter 14010: loss 4.3778, time 74.51ms, mfu 13.36%
iter 14020: loss 4.5240, time 74.45ms, mfu 13.50%
iter 14030: loss 4.1856, time 74.56ms, mfu 13.61%
iter 14040: loss 4.3504, time 74.52ms, mfu 13.72%
iter 14050: loss 4.2508, time 74.58ms, mfu 13.82%
iter 14060: loss 4.2977, time 74.46ms, mfu 13.90%
iter 14070: loss 4.2006, time 74.56ms, mfu 13.98%
iter 14080: loss 4.3152, time 74.51ms, mfu 14.05%
iter 14090: loss 4.4338, time 74.48ms, mfu 14.11%
iter 14100: loss 4.4062, time 74.45ms, mfu 14.17%
iter 14110: loss 4.3381, time 74.49ms, mfu 14.22%
iter 14120: loss 4.3445, time 74.45ms, mfu 14.27%
iter 14130: loss 4.5627, time 74.55ms, mfu 14.31%
iter 14140: loss 4.2404, time 74.57ms, mfu 14.34%
iter 14150: loss 4.3336, time 74.52ms, mfu 14.38%
iter 14160: loss 4.4024, time 74.54ms, mfu 14.41%
iter 14170: loss 4.1211, time 74.46ms, mfu 14.44%
iter 14180: loss 4.2872, time 74.49ms, mfu 14.46%
iter 14190: loss 4.2371, time 74.48ms, mfu 14.48%
iter 14200: loss 4.6620, time 74.53ms, mfu 14.50%
iter 14210: loss 4.4787, time 74.57ms, mfu 14.52%
iter 14220: loss 4.5087, time 74.47ms, mfu 14.54%
iter 14230: loss 4.4919, time 74.53ms, mfu 14.55%
iter 14240: loss 4.3233, time 74.51ms, mfu 14.56%
iter 14250: loss 4.4654, time 74.43ms, mfu 14.58%
iter 14260: loss 4.3018, time 74.45ms, mfu 14.59%
iter 14270: loss 4.4048, time 74.52ms, mfu 14.60%
iter 14280: loss 4.4037, time 74.52ms, mfu 14.60%
iter 14290: loss 4.3597, time 71.88ms, mfu 14.67%
iter 14300: loss 4.4391, time 74.46ms, mfu 14.67%
iter 14310: loss 4.4475, time 74.57ms, mfu 14.67%
iter 14320: loss 4.3842, time 74.47ms, mfu 14.67%
iter 14330: loss 4.2209, time 74.49ms, mfu 14.67%
iter 14340: loss 4.3575, time 74.48ms, mfu 14.67%
iter 14350: loss 4.3634, time 74.47ms, mfu 14.67%
iter 14360: loss 4.4987, time 74.56ms, mfu 14.67%
iter 14370: loss 4.2778, time 74.49ms, mfu 14.67%
iter 14380: loss 4.4165, time 74.46ms, mfu 14.68%
iter 14390: loss 4.4668, time 74.51ms, mfu 14.68%
iter 14400: loss 4.3002, time 74.43ms, mfu 14.68%
iter 14410: loss 4.4226, time 74.50ms, mfu 14.68%
iter 14420: loss 4.3407, time 74.48ms, mfu 14.68%
iter 14430: loss 4.5945, time 74.53ms, mfu 14.68%
iter 14440: loss 4.2737, time 74.48ms, mfu 14.68%
iter 14450: loss 4.3021, time 74.55ms, mfu 14.68%
iter 14460: loss 4.2980, time 74.51ms, mfu 14.68%
iter 14470: loss 4.2620, time 74.48ms, mfu 14.68%
iter 14480: loss 4.3887, time 45.70ms, mfu 15.60%
iter 14490: loss 4.2894, time 74.47ms, mfu 15.51%
iter 14500: loss 4.2641, time 74.45ms, mfu 15.43%
iter 14510: loss 4.5196, time 74.53ms, mfu 15.35%
iter 14520: loss 4.4896, time 108.56ms, mfu 14.83%
iter 14530: loss 4.3593, time 74.53ms, mfu 14.81%
iter 14540: loss 4.5441, time 74.49ms, mfu 14.80%
iter 14550: loss 4.1793, time 76.54ms, mfu 14.75%
iter 14560: loss 4.1819, time 74.53ms, mfu 14.74%
iter 14570: loss 4.5567, time 74.48ms, mfu 14.73%
iter 14580: loss 4.2274, time 74.53ms, mfu 14.73%
iter 14590: loss 4.4918, time 87.73ms, mfu 14.50%
iter 14600: loss 4.3603, time 74.52ms, mfu 14.52%
iter 14610: loss 4.3265, time 73.96ms, mfu 14.55%
iter 14620: loss 4.3544, time 74.50ms, mfu 14.56%
iter 14630: loss 4.1747, time 74.50ms, mfu 14.57%
iter 14640: loss 4.1453, time 74.50ms, mfu 14.58%
iter 14650: loss 4.4443, time 63.83ms, mfu 14.84%
iter 14660: loss 4.3252, time 29.94ms, mfu 17.01%
iter 14670: loss 4.2627, time 74.49ms, mfu 16.78%
iter 14680: loss 4.2319, time 74.50ms, mfu 16.57%
iter 14690: loss 4.4150, time 74.50ms, mfu 16.38%
iter 14700: loss 4.3084, time 74.51ms, mfu 16.21%
iter 14710: loss 4.3730, time 60.58ms, mfu 16.39%
iter 14720: loss 4.3376, time 74.44ms, mfu 16.22%
iter 14730: loss 4.2891, time 74.48ms, mfu 16.07%
iter 14740: loss 4.4233, time 74.48ms, mfu 15.93%
iter 14750: loss 4.3826, time 74.48ms, mfu 15.81%
iter 14760: loss 4.4699, time 74.51ms, mfu 15.69%
iter 14770: loss 4.1765, time 74.50ms, mfu 15.59%
iter 14780: loss 4.4632, time 91.02ms, mfu 15.23%
iter 14790: loss 4.2011, time 74.44ms, mfu 15.18%
iter 14800: loss 4.4363, time 74.47ms, mfu 15.13%
iter 14810: loss 4.2641, time 74.45ms, mfu 15.09%
iter 14820: loss 4.2909, time 74.50ms, mfu 15.05%
iter 14830: loss 4.1455, time 74.50ms, mfu 15.01%
iter 14840: loss 4.3556, time 74.52ms, mfu 14.98%
iter 14850: loss 4.4087, time 74.48ms, mfu 14.95%
iter 14860: loss 4.3585, time 74.48ms, mfu 14.92%
iter 14870: loss 4.4160, time 74.53ms, mfu 14.90%
iter 14880: loss 4.4086, time 74.48ms, mfu 14.88%
iter 14890: loss 4.3412, time 74.52ms, mfu 14.86%
iter 14900: loss 4.5461, time 74.43ms, mfu 14.84%
iter 14910: loss 4.3169, time 74.48ms, mfu 14.82%
iter 14920: loss 4.2532, time 74.47ms, mfu 14.81%
iter 14930: loss 4.4313, time 74.53ms, mfu 14.80%
iter 14940: loss 4.3319, time 74.49ms, mfu 14.79%
iter 14950: loss 4.2049, time 74.45ms, mfu 14.78%
iter 14960: loss 4.5824, time 74.51ms, mfu 14.77%
iter 14970: loss 4.4470, time 74.50ms, mfu 14.76%
iter 14980: loss 4.2092, time 74.44ms, mfu 14.75%
iter 14990: loss 4.3608, time 74.48ms, mfu 14.74%
0.1024627685546875
0.5710372924804688
0.5354283650716146
0.5186284383138021
0.44254302978515625
0.4036763509114583
step 15000: train loss 4.3481, val loss 4.3668
iter 15000: loss 4.5330, time 17045.68ms, mfu 13.28%
iter 15010: loss 4.2881, time 74.54ms, mfu 13.42%
iter 15020: loss 4.1987, time 74.48ms, mfu 13.54%
iter 15030: loss 4.2904, time 74.58ms, mfu 13.66%
iter 15040: loss 4.1508, time 74.51ms, mfu 13.76%
iter 15050: loss 4.3530, time 74.49ms, mfu 13.85%
iter 15060: loss 4.2317, time 74.54ms, mfu 13.93%
iter 15070: loss 4.1988, time 74.56ms, mfu 14.01%
iter 15080: loss 4.3779, time 74.46ms, mfu 14.07%
iter 15090: loss 4.5123, time 74.53ms, mfu 14.13%
iter 15100: loss 4.3598, time 74.52ms, mfu 14.19%
iter 15110: loss 4.2815, time 74.47ms, mfu 14.24%
iter 15120: loss 4.3252, time 74.55ms, mfu 14.28%
iter 15130: loss 4.2585, time 74.51ms, mfu 14.32%
iter 15140: loss 4.0772, time 74.47ms, mfu 14.36%
iter 15150: loss 4.2571, time 74.49ms, mfu 14.39%
iter 15160: loss 4.2490, time 74.52ms, mfu 14.42%
iter 15170: loss 4.4324, time 74.49ms, mfu 14.45%
iter 15180: loss 4.4708, time 74.50ms, mfu 14.47%
iter 15190: loss 4.1891, time 74.52ms, mfu 14.49%
iter 15200: loss 4.3232, time 74.49ms, mfu 14.51%
iter 15210: loss 4.3997, time 74.54ms, mfu 14.52%
iter 15220: loss 4.1765, time 74.51ms, mfu 14.54%
iter 15230: loss 4.1632, time 74.54ms, mfu 14.55%
iter 15240: loss 4.4094, time 74.49ms, mfu 14.57%
iter 15250: loss 4.5966, time 74.50ms, mfu 14.58%
iter 15260: loss 4.5049, time 74.56ms, mfu 14.59%
iter 15270: loss 4.2523, time 74.56ms, mfu 14.60%
iter 15280: loss 4.4202, time 74.56ms, mfu 14.60%
iter 15290: loss 4.1186, time 74.48ms, mfu 14.61%
iter 15300: loss 4.2856, time 74.45ms, mfu 14.62%
iter 15310: loss 4.2674, time 74.49ms, mfu 14.63%
iter 15320: loss 4.3405, time 74.51ms, mfu 14.63%
iter 15330: loss 4.2277, time 74.49ms, mfu 14.64%
iter 15340: loss 4.2455, time 74.49ms, mfu 14.64%
iter 15350: loss 4.4086, time 74.53ms, mfu 14.64%
iter 15360: loss 4.2876, time 74.50ms, mfu 14.65%
iter 15370: loss 4.4277, time 74.54ms, mfu 14.65%
iter 15380: loss 4.4350, time 74.56ms, mfu 14.65%
iter 15390: loss 4.2656, time 74.52ms, mfu 14.65%
iter 15400: loss 4.2109, time 74.48ms, mfu 14.66%
iter 15410: loss 4.0840, time 74.53ms, mfu 14.66%
iter 15420: loss 4.3017, time 74.54ms, mfu 14.66%
iter 15430: loss 4.2769, time 74.50ms, mfu 14.66%
iter 15440: loss 4.3406, time 74.52ms, mfu 14.66%
iter 15450: loss 4.2643, time 74.55ms, mfu 14.66%
iter 15460: loss 4.3508, time 74.48ms, mfu 14.67%
iter 15470: loss 4.3642, time 74.48ms, mfu 14.67%
iter 15480: loss 4.3434, time 74.51ms, mfu 14.67%
iter 15490: loss 4.2771, time 74.47ms, mfu 14.67%
iter 15500: loss 4.3683, time 74.48ms, mfu 14.67%
iter 15510: loss 4.4339, time 74.47ms, mfu 14.67%
iter 15520: loss 4.3497, time 74.50ms, mfu 14.67%
iter 15530: loss 4.4215, time 74.48ms, mfu 14.68%
iter 15540: loss 4.4812, time 74.49ms, mfu 14.68%
iter 15550: loss 4.4053, time 74.52ms, mfu 14.68%
iter 15560: loss 4.2441, time 74.51ms, mfu 14.68%
iter 15570: loss 4.2521, time 74.47ms, mfu 14.68%
iter 15580: loss 4.2999, time 74.55ms, mfu 14.68%
iter 15590: loss 4.2853, time 74.46ms, mfu 14.68%
iter 15600: loss 4.2834, time 74.51ms, mfu 14.68%
iter 15610: loss 4.2093, time 74.47ms, mfu 14.68%
iter 15620: loss 4.2697, time 74.45ms, mfu 14.68%
iter 15630: loss 4.3234, time 74.49ms, mfu 14.68%
iter 15640: loss 4.3112, time 74.49ms, mfu 14.68%
iter 15650: loss 4.2865, time 74.47ms, mfu 14.68%
iter 15660: loss 4.4165, time 74.49ms, mfu 14.68%
iter 15670: loss 4.3723, time 74.53ms, mfu 14.68%
iter 15680: loss 4.3674, time 74.52ms, mfu 14.68%
iter 15690: loss 4.4736, time 74.50ms, mfu 14.68%
iter 15700: loss 4.3805, time 74.53ms, mfu 14.68%
iter 15710: loss 4.3525, time 74.46ms, mfu 14.68%
iter 15720: loss 4.2347, time 74.49ms, mfu 14.68%
iter 15730: loss 4.2606, time 74.53ms, mfu 14.68%
iter 15740: loss 4.2720, time 74.45ms, mfu 14.68%
iter 15750: loss 4.3945, time 74.49ms, mfu 14.68%
iter 15760: loss 4.3792, time 74.51ms, mfu 14.68%
iter 15770: loss 4.5281, time 74.52ms, mfu 14.68%
iter 15780: loss 4.2480, time 74.51ms, mfu 14.68%
iter 15790: loss 4.2850, time 74.52ms, mfu 14.68%
iter 15800: loss 4.4618, time 74.53ms, mfu 14.68%
iter 15810: loss 4.3516, time 74.48ms, mfu 14.68%
iter 15820: loss 4.0244, time 74.49ms, mfu 14.68%
iter 15830: loss 4.2433, time 74.52ms, mfu 14.68%
iter 15840: loss 4.4709, time 74.58ms, mfu 14.68%
iter 15850: loss 4.4710, time 74.52ms, mfu 14.68%
iter 15860: loss 4.2976, time 74.52ms, mfu 14.68%
iter 15870: loss 4.1540, time 74.49ms, mfu 14.68%
iter 15880: loss 4.2735, time 74.50ms, mfu 14.68%
iter 15890: loss 4.4333, time 74.38ms, mfu 14.68%
iter 15900: loss 4.2547, time 74.51ms, mfu 14.68%
iter 15910: loss 4.2088, time 74.46ms, mfu 14.68%
iter 15920: loss 4.4267, time 74.50ms, mfu 14.68%
iter 15930: loss 4.3156, time 74.52ms, mfu 14.68%
iter 15940: loss 4.1641, time 74.51ms, mfu 14.68%
iter 15950: loss 4.2210, time 74.54ms, mfu 14.68%
iter 15960: loss 4.3028, time 74.55ms, mfu 14.68%
iter 15970: loss 4.5090, time 74.47ms, mfu 14.68%
iter 15980: loss 4.3096, time 74.56ms, mfu 14.68%
iter 15990: loss 4.2524, time 74.39ms, mfu 14.68%
0.1006317138671875
0.5531667073567709
0.5312983194986979
0.516693115234375
0.4370676676432292
0.39583079020182294
step 16000: train loss 4.3261, val loss 4.3372
saving checkpoint to out-nano-gpt2-BlockReGLU2
iter 16000: loss 4.1564, time 17439.69ms, mfu 13.22%
iter 16010: loss 4.3804, time 74.56ms, mfu 13.36%
iter 16020: loss 4.2435, time 74.50ms, mfu 13.50%
iter 16030: loss 4.2984, time 74.52ms, mfu 13.61%
iter 16040: loss 4.2758, time 74.47ms, mfu 13.72%
iter 16050: loss 4.1663, time 74.47ms, mfu 13.82%
iter 16060: loss 4.4007, time 74.52ms, mfu 13.90%
iter 16070: loss 4.1245, time 74.52ms, mfu 13.98%
iter 16080: loss 4.6124, time 74.54ms, mfu 14.05%
iter 16090: loss 4.3285, time 74.44ms, mfu 14.11%
iter 16100: loss 4.5761, time 74.52ms, mfu 14.17%
iter 16110: loss 4.4060, time 74.46ms, mfu 14.22%
iter 16120: loss 4.3499, time 74.52ms, mfu 14.27%
iter 16130: loss 4.1359, time 74.52ms, mfu 14.31%
iter 16140: loss 4.1564, time 74.49ms, mfu 14.35%
iter 16150: loss 4.4475, time 74.55ms, mfu 14.38%
iter 16160: loss 4.1998, time 74.50ms, mfu 14.41%
iter 16170: loss 4.2883, time 74.43ms, mfu 14.44%
iter 16180: loss 4.2142, time 74.52ms, mfu 14.46%
iter 16190: loss 4.3738, time 74.45ms, mfu 14.48%
iter 16200: loss 4.4095, time 74.52ms, mfu 14.50%
iter 16210: loss 4.2453, time 74.48ms, mfu 14.52%
iter 16220: loss 4.2437, time 74.45ms, mfu 14.54%
iter 16230: loss 4.2248, time 74.53ms, mfu 14.55%
iter 16240: loss 4.5041, time 74.48ms, mfu 14.57%
iter 16250: loss 4.4764, time 74.52ms, mfu 14.58%
iter 16260: loss 4.2163, time 74.49ms, mfu 14.59%
iter 16270: loss 4.1751, time 74.46ms, mfu 14.60%
iter 16280: loss 4.3645, time 74.55ms, mfu 14.60%
iter 16290: loss 4.3635, time 74.55ms, mfu 14.61%
iter 16300: loss 4.4387, time 74.53ms, mfu 14.62%
iter 16310: loss 4.3244, time 74.56ms, mfu 14.62%
iter 16320: loss 4.1483, time 74.53ms, mfu 14.63%
iter 16330: loss 4.2710, time 74.52ms, mfu 14.63%
iter 16340: loss 4.3784, time 74.49ms, mfu 14.64%
iter 16350: loss 4.5004, time 74.55ms, mfu 14.64%
iter 16360: loss 4.3007, time 74.53ms, mfu 14.64%
iter 16370: loss 4.2702, time 74.53ms, mfu 14.65%
iter 16380: loss 4.4749, time 74.58ms, mfu 14.65%
iter 16390: loss 4.4259, time 74.49ms, mfu 14.65%
iter 16400: loss 4.3898, time 74.46ms, mfu 14.66%
iter 16410: loss 4.4380, time 74.52ms, mfu 14.66%
iter 16420: loss 4.1688, time 74.53ms, mfu 14.66%
iter 16430: loss 4.3539, time 74.50ms, mfu 14.66%
iter 16440: loss 4.3172, time 74.43ms, mfu 14.67%
iter 16450: loss 4.5109, time 74.51ms, mfu 14.67%
iter 16460: loss 4.4801, time 74.52ms, mfu 14.67%
iter 16470: loss 4.1974, time 74.56ms, mfu 14.67%
iter 16480: loss 4.1175, time 74.51ms, mfu 14.67%
iter 16490: loss 4.3717, time 74.49ms, mfu 14.67%
iter 16500: loss 4.4718, time 74.50ms, mfu 14.67%
iter 16510: loss 4.4140, time 74.53ms, mfu 14.67%
iter 16520: loss 4.4261, time 74.52ms, mfu 14.67%
iter 16530: loss 4.3304, time 74.47ms, mfu 14.67%
iter 16540: loss 4.2271, time 74.47ms, mfu 14.67%
iter 16550: loss 4.4075, time 74.55ms, mfu 14.67%
iter 16560: loss 4.1772, time 74.46ms, mfu 14.68%
iter 16570: loss 4.2709, time 74.49ms, mfu 14.68%
iter 16580: loss 4.2813, time 74.50ms, mfu 14.68%
iter 16590: loss 4.4768, time 74.50ms, mfu 14.68%
iter 16600: loss 4.2945, time 74.48ms, mfu 14.68%
iter 16610: loss 4.3897, time 74.52ms, mfu 14.68%
iter 16620: loss 4.2689, time 74.50ms, mfu 14.68%
iter 16630: loss 4.3694, time 74.49ms, mfu 14.68%
iter 16640: loss 4.3108, time 74.46ms, mfu 14.68%
iter 16650: loss 4.4982, time 74.59ms, mfu 14.68%
iter 16660: loss 4.3458, time 74.49ms, mfu 14.68%
iter 16670: loss 4.4272, time 74.47ms, mfu 14.68%
iter 16680: loss 4.3738, time 74.47ms, mfu 14.68%
iter 16690: loss 4.2234, time 74.54ms, mfu 14.68%
iter 16700: loss 4.5350, time 74.47ms, mfu 14.68%
iter 16710: loss 4.3002, time 74.55ms, mfu 14.68%
iter 16720: loss 4.3315, time 74.50ms, mfu 14.68%
iter 16730: loss 4.2506, time 74.50ms, mfu 14.68%
iter 16740: loss 4.2999, time 74.44ms, mfu 14.68%
iter 16750: loss 4.4617, time 74.46ms, mfu 14.68%
iter 16760: loss 4.2817, time 74.50ms, mfu 14.68%
iter 16770: loss 4.3581, time 74.53ms, mfu 14.68%
iter 16780: loss 4.2416, time 74.54ms, mfu 14.68%
iter 16790: loss 4.1925, time 74.46ms, mfu 14.68%
iter 16800: loss 4.4463, time 74.51ms, mfu 14.68%
iter 16810: loss 4.2660, time 74.50ms, mfu 14.68%
iter 16820: loss 4.1129, time 74.56ms, mfu 14.68%
iter 16830: loss 4.1564, time 74.52ms, mfu 14.68%
iter 16840: loss 4.1304, time 74.51ms, mfu 14.68%
iter 16850: loss 4.5047, time 53.81ms, mfu 15.24%
iter 16860: loss 4.3054, time 74.56ms, mfu 15.19%
iter 16870: loss 4.4910, time 74.53ms, mfu 15.13%
iter 16880: loss 4.1909, time 74.53ms, mfu 15.09%
iter 16890: loss 4.3510, time 74.46ms, mfu 15.05%
iter 16900: loss 4.4102, time 86.81ms, mfu 14.80%
iter 16910: loss 4.5463, time 74.50ms, mfu 14.79%
iter 16920: loss 4.4030, time 74.53ms, mfu 14.78%
iter 16930: loss 4.3596, time 74.56ms, mfu 14.77%
iter 16940: loss 4.4609, time 100.36ms, mfu 14.38%
iter 16950: loss 4.3061, time 74.55ms, mfu 14.41%
iter 16960: loss 4.3891, time 74.46ms, mfu 14.44%
iter 16970: loss 4.4694, time 74.52ms, mfu 14.46%
iter 16980: loss 4.1741, time 74.50ms, mfu 14.48%
iter 16990: loss 4.4434, time 74.57ms, mfu 14.50%
0.10459136962890625
0.5644149780273438
0.5232086181640625
0.5020370483398438
0.41086578369140625
0.38122812906901044
step 17000: train loss 4.3260, val loss 4.3247
saving checkpoint to out-nano-gpt2-BlockReGLU2
iter 17000: loss 4.4041, time 18342.73ms, mfu 13.06%
iter 17010: loss 4.3553, time 74.47ms, mfu 13.22%
iter 17020: loss 4.0866, time 74.57ms, mfu 13.37%
iter 17030: loss 4.3880, time 74.49ms, mfu 13.50%
iter 17040: loss 4.4546, time 74.59ms, mfu 13.61%
iter 17050: loss 4.2435, time 74.50ms, mfu 13.72%
iter 17060: loss 4.4297, time 74.48ms, mfu 13.82%
iter 17070: loss 4.1256, time 74.47ms, mfu 13.90%
iter 17080: loss 4.3352, time 74.49ms, mfu 13.98%
iter 17090: loss 4.2559, time 74.45ms, mfu 14.05%
iter 17100: loss 4.2541, time 74.50ms, mfu 14.12%
iter 17110: loss 4.2976, time 74.56ms, mfu 14.17%
iter 17120: loss 4.3288, time 74.53ms, mfu 14.22%
iter 17130: loss 4.3156, time 74.46ms, mfu 14.27%
iter 17140: loss 4.3619, time 74.52ms, mfu 14.31%
iter 17150: loss 4.4163, time 74.48ms, mfu 14.35%
iter 17160: loss 4.4373, time 74.49ms, mfu 14.38%
iter 17170: loss 4.0377, time 74.52ms, mfu 14.41%
iter 17180: loss 4.3445, time 74.49ms, mfu 14.44%
iter 17190: loss 4.1201, time 74.53ms, mfu 14.46%
iter 17200: loss 4.2669, time 74.49ms, mfu 14.48%
iter 17210: loss 4.3148, time 74.53ms, mfu 14.50%
iter 17220: loss 4.4033, time 74.49ms, mfu 14.52%
iter 17230: loss 4.2615, time 74.51ms, mfu 14.54%
iter 17240: loss 4.2323, time 74.51ms, mfu 14.55%
iter 17250: loss 4.3861, time 74.49ms, mfu 14.56%
iter 17260: loss 4.3842, time 74.51ms, mfu 14.58%
iter 17270: loss 4.4851, time 74.56ms, mfu 14.58%
iter 17280: loss 4.1253, time 74.49ms, mfu 14.59%
iter 17290: loss 4.3948, time 74.52ms, mfu 14.60%
iter 17300: loss 4.3152, time 74.54ms, mfu 14.61%
iter 17310: loss 4.3339, time 74.54ms, mfu 14.62%
iter 17320: loss 4.3037, time 74.47ms, mfu 14.62%
iter 17330: loss 4.2836, time 74.47ms, mfu 14.63%
iter 17340: loss 4.4677, time 74.52ms, mfu 14.63%
iter 17350: loss 4.1921, time 74.50ms, mfu 14.64%
iter 17360: loss 4.4151, time 74.52ms, mfu 14.64%
iter 17370: loss 4.2843, time 74.51ms, mfu 14.65%
iter 17380: loss 4.2532, time 74.53ms, mfu 14.65%
iter 17390: loss 4.1798, time 74.51ms, mfu 14.65%
iter 17400: loss 4.2835, time 74.50ms, mfu 14.65%
iter 17410: loss 4.2494, time 74.49ms, mfu 14.66%
iter 17420: loss 4.2615, time 74.45ms, mfu 14.66%
iter 17430: loss 4.1333, time 74.46ms, mfu 14.66%
iter 17440: loss 4.3207, time 74.50ms, mfu 14.67%
iter 17450: loss 4.1536, time 74.47ms, mfu 14.67%
iter 17460: loss 4.3400, time 74.55ms, mfu 14.67%
iter 17470: loss 4.3805, time 74.47ms, mfu 14.67%
iter 17480: loss 4.2612, time 74.49ms, mfu 14.67%
iter 17490: loss 4.3733, time 74.56ms, mfu 14.67%
iter 17500: loss 4.1873, time 74.50ms, mfu 14.67%
iter 17510: loss 4.4670, time 74.48ms, mfu 14.67%
iter 17520: loss 4.3536, time 74.54ms, mfu 14.67%
iter 17530: loss 4.2025, time 74.52ms, mfu 14.67%
iter 17540: loss 4.2272, time 74.53ms, mfu 14.67%
iter 17550: loss 4.2936, time 74.56ms, mfu 14.67%
