Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-SwiGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

# max_iters = 1e5
max_iters = 1e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.94M
num decayed parameter tensors: 32, with 30,326,784 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 10350: loss 4.2760, time 74.32ms, mfu 14.65%
iter 10360: loss 4.1911, time 74.28ms, mfu 14.66%
iter 10370: loss 4.2743, time 74.29ms, mfu 14.66%
iter 10380: loss 4.2123, time 74.30ms, mfu 14.67%
iter 10390: loss 4.1940, time 74.27ms, mfu 14.67%
iter 10400: loss 4.1549, time 74.30ms, mfu 14.67%
iter 10410: loss 4.2961, time 74.35ms, mfu 14.67%
iter 10420: loss 4.2499, time 74.34ms, mfu 14.68%
iter 10430: loss 4.1464, time 74.29ms, mfu 14.68%
iter 10440: loss 4.2960, time 74.32ms, mfu 14.68%
iter 10450: loss 4.2091, time 74.28ms, mfu 14.68%
iter 10460: loss 4.2249, time 74.33ms, mfu 14.68%
iter 10470: loss 3.9657, time 74.31ms, mfu 14.68%
iter 10480: loss 4.1757, time 74.26ms, mfu 14.69%
iter 10490: loss 4.1120, time 74.31ms, mfu 14.69%
iter 10500: loss 4.1626, time 74.30ms, mfu 14.69%
iter 10510: loss 4.1976, time 74.32ms, mfu 14.69%
iter 10520: loss 3.8940, time 74.25ms, mfu 14.69%
iter 10530: loss 4.2345, time 74.33ms, mfu 14.69%
iter 10540: loss 4.1693, time 74.33ms, mfu 14.69%
iter 10550: loss 4.2067, time 74.25ms, mfu 14.69%
iter 10560: loss 4.3013, time 74.30ms, mfu 14.69%
iter 10570: loss 4.1740, time 74.27ms, mfu 14.69%
iter 10580: loss 4.4110, time 74.31ms, mfu 14.69%
iter 10590: loss 4.1459, time 74.32ms, mfu 14.69%
iter 10600: loss 4.1644, time 74.27ms, mfu 14.69%
iter 10610: loss 4.1937, time 74.32ms, mfu 14.69%
iter 10620: loss 4.2064, time 74.31ms, mfu 14.69%
iter 10630: loss 4.2329, time 74.29ms, mfu 14.69%
iter 10640: loss 4.2151, time 74.30ms, mfu 14.69%
iter 10650: loss 4.2351, time 74.30ms, mfu 14.69%
iter 10660: loss 4.0841, time 74.32ms, mfu 14.69%
iter 10670: loss 4.2233, time 74.31ms, mfu 14.69%
iter 10680: loss 4.1476, time 74.31ms, mfu 14.69%
iter 10690: loss 4.0653, time 74.32ms, mfu 14.69%
iter 10700: loss 4.1575, time 74.35ms, mfu 14.69%
iter 10710: loss 4.2278, time 74.31ms, mfu 14.69%
iter 10720: loss 4.2402, time 74.26ms, mfu 14.69%
iter 10730: loss 4.1215, time 74.25ms, mfu 14.70%
iter 10740: loss 4.0819, time 74.31ms, mfu 14.70%
iter 10750: loss 4.1352, time 74.28ms, mfu 14.70%
iter 10760: loss 4.0467, time 74.32ms, mfu 14.70%
iter 10770: loss 4.3975, time 74.29ms, mfu 14.70%
iter 10780: loss 4.1918, time 74.31ms, mfu 14.70%
iter 10790: loss 4.1749, time 74.34ms, mfu 14.70%
iter 10800: loss 4.0676, time 74.26ms, mfu 14.70%
iter 10810: loss 4.0838, time 74.29ms, mfu 14.70%
iter 10820: loss 4.2515, time 74.27ms, mfu 14.70%
iter 10830: loss 4.1459, time 74.34ms, mfu 14.70%
iter 10840: loss 4.1073, time 74.26ms, mfu 14.70%
iter 10850: loss 4.0906, time 74.26ms, mfu 14.70%
iter 10860: loss 4.2549, time 74.27ms, mfu 14.70%
iter 10870: loss 4.0348, time 74.32ms, mfu 14.70%
iter 10880: loss 3.9276, time 74.29ms, mfu 14.70%
iter 10890: loss 4.1853, time 74.29ms, mfu 14.70%
iter 10900: loss 4.1485, time 74.27ms, mfu 14.70%
iter 10910: loss 4.2388, time 74.32ms, mfu 14.70%
iter 10920: loss 4.1328, time 74.26ms, mfu 14.70%
iter 10930: loss 4.0600, time 74.29ms, mfu 14.70%
iter 10940: loss 4.1723, time 74.28ms, mfu 14.70%
iter 10950: loss 4.2797, time 74.31ms, mfu 14.70%
iter 10960: loss 4.2008, time 74.29ms, mfu 14.70%
iter 10970: loss 4.2668, time 74.31ms, mfu 14.70%
iter 10980: loss 4.1447, time 74.27ms, mfu 14.70%
iter 10990: loss 4.1863, time 74.25ms, mfu 14.70%
step 11000: train loss 4.1764, val loss 4.1956
saving checkpoint to out-nano-gpt2-SwiGLU
iter 11000: loss 4.2912, time 17542.96ms, mfu 13.24%
iter 11010: loss 4.3301, time 74.30ms, mfu 13.38%
iter 11020: loss 4.2126, time 74.29ms, mfu 13.51%
iter 11030: loss 4.3085, time 74.32ms, mfu 13.63%
iter 11040: loss 4.1675, time 74.37ms, mfu 13.74%
iter 11050: loss 3.9458, time 74.30ms, mfu 13.83%
iter 11060: loss 4.1698, time 74.37ms, mfu 13.92%
iter 11070: loss 4.1379, time 74.38ms, mfu 13.99%
iter 11080: loss 4.3112, time 74.33ms, mfu 14.06%
iter 11090: loss 4.2209, time 74.36ms, mfu 14.13%
iter 11100: loss 4.2178, time 74.22ms, mfu 14.18%
iter 11110: loss 4.2506, time 74.34ms, mfu 14.23%
iter 11120: loss 4.1276, time 74.30ms, mfu 14.28%
iter 11130: loss 4.1848, time 74.34ms, mfu 14.32%
iter 11140: loss 4.2063, time 74.35ms, mfu 14.36%
iter 11150: loss 4.1871, time 74.34ms, mfu 14.39%
iter 11160: loss 4.2137, time 74.24ms, mfu 14.42%
iter 11170: loss 4.2059, time 74.29ms, mfu 14.45%
iter 11180: loss 4.1842, time 74.28ms, mfu 14.48%
iter 11190: loss 4.1768, time 74.31ms, mfu 14.50%
iter 11200: loss 4.0339, time 74.31ms, mfu 14.52%
iter 11210: loss 4.2502, time 74.29ms, mfu 14.54%
iter 11220: loss 4.2710, time 74.38ms, mfu 14.55%
iter 11230: loss 4.1522, time 74.27ms, mfu 14.57%
iter 11240: loss 4.1424, time 74.29ms, mfu 14.58%
iter 11250: loss 4.0675, time 74.33ms, mfu 14.59%
iter 11260: loss 4.2253, time 74.31ms, mfu 14.60%
iter 11270: loss 4.2811, time 74.34ms, mfu 14.61%
iter 11280: loss 4.2644, time 74.32ms, mfu 14.62%
iter 11290: loss 4.1965, time 74.30ms, mfu 14.63%
iter 11300: loss 4.0450, time 74.33ms, mfu 14.63%
iter 11310: loss 4.3205, time 74.33ms, mfu 14.64%
iter 11320: loss 4.0636, time 74.31ms, mfu 14.64%
iter 11330: loss 4.1827, time 74.29ms, mfu 14.65%
iter 11340: loss 4.1460, time 74.34ms, mfu 14.65%
iter 11350: loss 4.2898, time 74.38ms, mfu 14.66%
iter 11360: loss 4.3380, time 74.34ms, mfu 14.66%
iter 11370: loss 4.1544, time 74.29ms, mfu 14.66%
iter 11380: loss 4.3411, time 74.35ms, mfu 14.67%
iter 11390: loss 4.0475, time 74.32ms, mfu 14.67%
iter 11400: loss 4.2569, time 74.33ms, mfu 14.67%
iter 11410: loss 4.1166, time 74.31ms, mfu 14.67%
iter 11420: loss 4.1670, time 74.30ms, mfu 14.68%
iter 11430: loss 4.1790, time 74.31ms, mfu 14.68%
iter 11440: loss 4.2235, time 74.34ms, mfu 14.68%
iter 11450: loss 4.1251, time 74.24ms, mfu 14.68%
iter 11460: loss 4.2436, time 74.36ms, mfu 14.68%
iter 11470: loss 4.0551, time 74.29ms, mfu 14.68%
iter 11480: loss 4.2452, time 74.30ms, mfu 14.68%
iter 11490: loss 4.2528, time 74.28ms, mfu 14.69%
iter 11500: loss 4.2442, time 74.26ms, mfu 14.69%
iter 11510: loss 4.1415, time 74.30ms, mfu 14.69%
iter 11520: loss 4.2276, time 74.27ms, mfu 14.69%
iter 11530: loss 4.2448, time 74.27ms, mfu 14.69%
iter 11540: loss 4.4080, time 74.29ms, mfu 14.69%
iter 11550: loss 4.0349, time 74.30ms, mfu 14.69%
iter 11560: loss 4.1901, time 74.30ms, mfu 14.69%
iter 11570: loss 4.1055, time 74.26ms, mfu 14.69%
iter 11580: loss 4.0674, time 74.28ms, mfu 14.70%
iter 11590: loss 4.3502, time 74.34ms, mfu 14.69%
iter 11600: loss 4.1980, time 74.31ms, mfu 14.69%
iter 11610: loss 4.1115, time 74.35ms, mfu 14.69%
iter 11620: loss 4.1074, time 74.30ms, mfu 14.69%
iter 11630: loss 4.3146, time 74.24ms, mfu 14.70%
iter 11640: loss 4.2254, time 74.30ms, mfu 14.70%
iter 11650: loss 3.9287, time 74.32ms, mfu 14.70%
iter 11660: loss 4.0515, time 74.30ms, mfu 14.70%
iter 11670: loss 4.0987, time 74.36ms, mfu 14.69%
iter 11680: loss 4.0911, time 74.32ms, mfu 14.69%
iter 11690: loss 4.2143, time 74.35ms, mfu 14.69%
iter 11700: loss 4.1461, time 74.32ms, mfu 14.69%
iter 11710: loss 4.3462, time 74.32ms, mfu 14.69%
iter 11720: loss 4.2196, time 74.32ms, mfu 14.69%
iter 11730: loss 4.4266, time 74.30ms, mfu 14.69%
iter 11740: loss 4.3029, time 74.27ms, mfu 14.69%
iter 11750: loss 4.2291, time 74.29ms, mfu 14.70%
iter 11760: loss 4.1053, time 74.31ms, mfu 14.69%
iter 11770: loss 4.0714, time 74.31ms, mfu 14.69%
iter 11780: loss 3.9485, time 74.29ms, mfu 14.70%
iter 11790: loss 4.0188, time 74.28ms, mfu 14.70%
iter 11800: loss 4.2560, time 74.31ms, mfu 14.70%
iter 11810: loss 4.1315, time 74.28ms, mfu 14.70%
iter 11820: loss 4.1271, time 74.39ms, mfu 14.69%
iter 11830: loss 4.2137, time 74.33ms, mfu 14.69%
iter 11840: loss 4.1784, time 74.30ms, mfu 14.69%
iter 11850: loss 4.1498, time 74.27ms, mfu 14.70%
iter 11860: loss 4.0935, time 74.31ms, mfu 14.70%
iter 11870: loss 4.1862, time 74.32ms, mfu 14.70%
iter 11880: loss 4.1263, time 74.31ms, mfu 14.70%
iter 11890: loss 4.1835, time 74.34ms, mfu 14.69%
iter 11900: loss 4.3247, time 74.36ms, mfu 14.69%
iter 11910: loss 4.2062, time 74.35ms, mfu 14.69%
iter 11920: loss 4.1040, time 74.28ms, mfu 14.69%
iter 11930: loss 4.1280, time 74.27ms, mfu 14.69%
iter 11940: loss 4.1560, time 74.34ms, mfu 14.69%
iter 11950: loss 4.1253, time 74.30ms, mfu 14.69%
iter 11960: loss 4.2521, time 74.33ms, mfu 14.69%
iter 11970: loss 4.3013, time 74.27ms, mfu 14.69%
iter 11980: loss 4.3039, time 74.34ms, mfu 14.69%
iter 11990: loss 4.0562, time 74.31ms, mfu 14.69%
step 12000: train loss 4.1702, val loss 4.1784
saving checkpoint to out-nano-gpt2-SwiGLU
iter 12000: loss 4.0730, time 17537.44ms, mfu 13.23%
iter 12010: loss 4.1884, time 74.27ms, mfu 13.38%
iter 12020: loss 4.1300, time 74.35ms, mfu 13.51%
iter 12030: loss 4.2502, time 74.35ms, mfu 13.63%
iter 12040: loss 3.8548, time 74.30ms, mfu 13.73%
iter 12050: loss 4.2081, time 74.32ms, mfu 13.83%
iter 12060: loss 4.1622, time 74.32ms, mfu 13.92%
iter 12070: loss 4.2275, time 74.35ms, mfu 13.99%
iter 12080: loss 4.2652, time 74.32ms, mfu 14.06%
iter 12090: loss 4.0962, time 74.27ms, mfu 14.13%
iter 12100: loss 4.1456, time 74.33ms, mfu 14.18%
iter 12110: loss 4.1142, time 74.34ms, mfu 14.23%
iter 12120: loss 4.1352, time 74.29ms, mfu 14.28%
iter 12130: loss 4.1203, time 74.31ms, mfu 14.32%
iter 12140: loss 4.1880, time 74.34ms, mfu 14.36%
iter 12150: loss 4.1149, time 74.33ms, mfu 14.39%
iter 12160: loss 4.2637, time 74.42ms, mfu 14.42%
iter 12170: loss 4.0089, time 74.37ms, mfu 14.45%
iter 12180: loss 3.9390, time 74.37ms, mfu 14.47%
iter 12190: loss 4.1135, time 74.33ms, mfu 14.49%
iter 12200: loss 4.0895, time 74.37ms, mfu 14.51%
iter 12210: loss 4.0658, time 74.36ms, mfu 14.53%
iter 12220: loss 4.1557, time 74.32ms, mfu 14.54%
iter 12230: loss 4.2320, time 74.25ms, mfu 14.56%
iter 12240: loss 4.2829, time 74.30ms, mfu 14.57%
iter 12250: loss 4.1270, time 74.24ms, mfu 14.59%
iter 12260: loss 4.1012, time 74.33ms, mfu 14.60%
iter 12270: loss 4.1050, time 74.33ms, mfu 14.61%
iter 12280: loss 4.1521, time 74.30ms, mfu 14.62%
iter 12290: loss 4.2129, time 74.29ms, mfu 14.62%
iter 12300: loss 4.1825, time 74.32ms, mfu 14.63%
iter 12310: loss 4.2769, time 74.32ms, mfu 14.64%
iter 12320: loss 4.1421, time 74.32ms, mfu 14.64%
iter 12330: loss 4.2064, time 74.34ms, mfu 14.65%
iter 12340: loss 4.1859, time 74.36ms, mfu 14.65%
iter 12350: loss 4.1656, time 74.29ms, mfu 14.66%
iter 12360: loss 4.1707, time 74.31ms, mfu 14.66%
iter 12370: loss 4.1101, time 74.25ms, mfu 14.66%
iter 12380: loss 4.2085, time 74.27ms, mfu 14.67%
iter 12390: loss 4.2434, time 74.30ms, mfu 14.67%
iter 12400: loss 3.8291, time 74.34ms, mfu 14.67%
iter 12410: loss 4.0530, time 74.23ms, mfu 14.68%
iter 12420: loss 4.0749, time 74.27ms, mfu 14.68%
iter 12430: loss 4.1561, time 74.35ms, mfu 14.68%
iter 12440: loss 4.2788, time 74.31ms, mfu 14.68%
iter 12450: loss 4.1974, time 74.28ms, mfu 14.68%
iter 12460: loss 4.2532, time 74.30ms, mfu 14.69%
iter 12470: loss 4.1804, time 74.29ms, mfu 14.69%
iter 12480: loss 4.2157, time 74.33ms, mfu 14.69%
iter 12490: loss 4.0462, time 74.29ms, mfu 14.69%
iter 12500: loss 4.2548, time 74.27ms, mfu 14.69%
iter 12510: loss 4.2386, time 74.27ms, mfu 14.69%
iter 12520: loss 4.1156, time 74.22ms, mfu 14.69%
iter 12530: loss 4.1048, time 74.28ms, mfu 14.69%
iter 12540: loss 4.1300, time 74.28ms, mfu 14.69%
iter 12550: loss 4.1539, time 74.33ms, mfu 14.69%
iter 12560: loss 3.8629, time 74.28ms, mfu 14.69%
iter 12570: loss 4.2213, time 74.33ms, mfu 14.69%
iter 12580: loss 3.9878, time 74.27ms, mfu 14.70%
iter 12590: loss 4.2359, time 74.27ms, mfu 14.70%
iter 12600: loss 4.2254, time 74.30ms, mfu 14.70%
iter 12610: loss 4.2729, time 74.29ms, mfu 14.70%
iter 12620: loss 4.2087, time 74.31ms, mfu 14.70%
iter 12630: loss 4.2133, time 74.30ms, mfu 14.70%
iter 12640: loss 4.0529, time 74.36ms, mfu 14.70%
iter 12650: loss 4.2234, time 74.28ms, mfu 14.70%
iter 12660: loss 4.1136, time 74.38ms, mfu 14.69%
iter 12670: loss 4.2556, time 74.33ms, mfu 14.69%
iter 12680: loss 4.3238, time 74.35ms, mfu 14.69%
iter 12690: loss 4.2841, time 74.32ms, mfu 14.69%
iter 12700: loss 4.0651, time 74.34ms, mfu 14.69%
iter 12710: loss 4.2512, time 74.33ms, mfu 14.69%
iter 12720: loss 4.1848, time 74.27ms, mfu 14.69%
iter 12730: loss 4.4460, time 74.24ms, mfu 14.70%
iter 12740: loss 4.2490, time 74.28ms, mfu 14.70%
iter 12750: loss 4.1992, time 74.36ms, mfu 14.69%
iter 12760: loss 4.1083, time 74.28ms, mfu 14.70%
iter 12770: loss 4.1997, time 74.33ms, mfu 14.69%
iter 12780: loss 4.2209, time 74.26ms, mfu 14.70%
iter 12790: loss 4.0763, time 74.35ms, mfu 14.69%
iter 12800: loss 4.1743, time 74.31ms, mfu 14.69%
iter 12810: loss 4.2974, time 74.31ms, mfu 14.69%
iter 12820: loss 4.0887, time 74.32ms, mfu 14.69%
iter 12830: loss 4.2183, time 74.31ms, mfu 14.69%
iter 12840: loss 4.2169, time 74.34ms, mfu 14.69%
iter 12850: loss 3.9283, time 74.28ms, mfu 14.69%
iter 12860: loss 4.2402, time 74.37ms, mfu 14.69%
iter 12870: loss 4.0134, time 74.30ms, mfu 14.69%
iter 12880: loss 4.1765, time 74.28ms, mfu 14.69%
iter 12890: loss 4.2937, time 74.34ms, mfu 14.69%
iter 12900: loss 4.2040, time 74.27ms, mfu 14.69%
iter 12910: loss 4.0803, time 74.29ms, mfu 14.70%
iter 12920: loss 4.1297, time 74.32ms, mfu 14.70%
iter 12930: loss 4.2524, time 74.35ms, mfu 14.69%
iter 12940: loss 4.1482, time 74.32ms, mfu 14.69%
iter 12950: loss 4.1794, time 74.33ms, mfu 14.69%
iter 12960: loss 3.9091, time 74.33ms, mfu 14.69%
iter 12970: loss 4.1553, time 74.32ms, mfu 14.69%
iter 12980: loss 4.2431, time 74.28ms, mfu 14.69%
iter 12990: loss 4.2594, time 74.29ms, mfu 14.69%
step 13000: train loss 4.1566, val loss 4.1537
saving checkpoint to out-nano-gpt2-SwiGLU
iter 13000: loss 4.2021, time 17555.32ms, mfu 13.23%
iter 13010: loss 4.1191, time 74.38ms, mfu 13.38%
iter 13020: loss 4.0460, time 74.34ms, mfu 13.51%
iter 13030: loss 4.0674, time 74.40ms, mfu 13.62%
iter 13040: loss 4.2087, time 74.32ms, mfu 13.73%
iter 13050: loss 4.3294, time 74.39ms, mfu 13.83%
iter 13060: loss 4.0044, time 74.27ms, mfu 13.91%
iter 13070: loss 4.1323, time 74.37ms, mfu 13.99%
iter 13080: loss 4.1506, time 74.33ms, mfu 14.06%
iter 13090: loss 4.1296, time 74.37ms, mfu 14.12%
iter 13100: loss 4.2881, time 74.30ms, mfu 14.18%
iter 13110: loss 4.2661, time 74.32ms, mfu 14.23%
iter 13120: loss 4.1993, time 74.23ms, mfu 14.28%
iter 13130: loss 4.1811, time 74.38ms, mfu 14.32%
iter 13140: loss 4.3479, time 74.29ms, mfu 14.36%
iter 13150: loss 4.2064, time 74.36ms, mfu 14.39%
iter 13160: loss 4.2832, time 74.33ms, mfu 14.42%
iter 13170: loss 4.3412, time 74.35ms, mfu 14.45%
iter 13180: loss 4.0005, time 74.38ms, mfu 14.47%
iter 13190: loss 4.1648, time 74.37ms, mfu 14.49%
iter 13200: loss 4.0956, time 74.31ms, mfu 14.51%
iter 13210: loss 4.1596, time 74.36ms, mfu 14.53%
iter 13220: loss 4.2011, time 74.33ms, mfu 14.55%
iter 13230: loss 4.1651, time 74.40ms, mfu 14.56%
iter 13240: loss 4.2126, time 74.29ms, mfu 14.57%
iter 13250: loss 4.3366, time 74.31ms, mfu 14.58%
iter 13260: loss 4.0907, time 74.31ms, mfu 14.60%
iter 13270: loss 4.0800, time 74.30ms, mfu 14.61%
iter 13280: loss 4.3803, time 74.32ms, mfu 14.61%
iter 13290: loss 4.2455, time 74.35ms, mfu 14.62%
iter 13300: loss 4.0054, time 74.33ms, mfu 14.63%
iter 13310: loss 4.1557, time 74.33ms, mfu 14.63%
iter 13320: loss 4.1963, time 74.30ms, mfu 14.64%
iter 13330: loss 4.2727, time 74.37ms, mfu 14.65%
iter 13340: loss 4.1154, time 74.31ms, mfu 14.65%
iter 13350: loss 4.2031, time 74.34ms, mfu 14.65%
iter 13360: loss 3.8290, time 74.34ms, mfu 14.66%
iter 13370: loss 4.3554, time 74.34ms, mfu 14.66%
iter 13380: loss 4.2249, time 74.32ms, mfu 14.66%
iter 13390: loss 4.1024, time 74.29ms, mfu 14.67%
iter 13400: loss 4.3786, time 74.30ms, mfu 14.67%
iter 13410: loss 4.2314, time 74.32ms, mfu 14.67%
iter 13420: loss 4.2586, time 74.30ms, mfu 14.68%
iter 13430: loss 4.0877, time 74.33ms, mfu 14.68%
iter 13440: loss 4.0433, time 74.32ms, mfu 14.68%
iter 13450: loss 4.0484, time 74.29ms, mfu 14.68%
iter 13460: loss 4.1374, time 74.33ms, mfu 14.68%
iter 13470: loss 4.1246, time 74.32ms, mfu 14.68%
iter 13480: loss 4.0422, time 74.31ms, mfu 14.68%
iter 13490: loss 4.1346, time 74.31ms, mfu 14.68%
iter 13500: loss 4.1463, time 74.31ms, mfu 14.69%
iter 13510: loss 4.0719, time 74.34ms, mfu 14.69%
iter 13520: loss 4.0715, time 74.37ms, mfu 14.69%
iter 13530: loss 4.0476, time 74.28ms, mfu 14.69%
iter 13540: loss 4.2962, time 74.28ms, mfu 14.69%
iter 13550: loss 4.2834, time 74.35ms, mfu 14.69%
iter 13560: loss 4.3754, time 74.30ms, mfu 14.69%
iter 13570: loss 4.1207, time 74.35ms, mfu 14.69%
iter 13580: loss 4.0458, time 74.30ms, mfu 14.69%
iter 13590: loss 4.0069, time 74.30ms, mfu 14.69%
iter 13600: loss 4.1584, time 74.35ms, mfu 14.69%
iter 13610: loss 3.8765, time 74.31ms, mfu 14.69%
iter 13620: loss 4.2135, time 74.26ms, mfu 14.69%
iter 13630: loss 4.0630, time 74.26ms, mfu 14.69%
iter 13640: loss 4.2870, time 74.30ms, mfu 14.69%
iter 13650: loss 4.2817, time 74.25ms, mfu 14.69%
iter 13660: loss 4.1243, time 74.31ms, mfu 14.69%
iter 13670: loss 4.1212, time 74.38ms, mfu 14.69%
iter 13680: loss 4.0809, time 74.33ms, mfu 14.69%
iter 13690: loss 4.2135, time 74.32ms, mfu 14.69%
iter 13700: loss 4.3995, time 74.31ms, mfu 14.69%
iter 13710: loss 4.0152, time 74.37ms, mfu 14.69%
iter 13720: loss 4.0440, time 74.35ms, mfu 14.69%
iter 13730: loss 4.2442, time 74.32ms, mfu 14.69%
iter 13740: loss 4.2530, time 74.29ms, mfu 14.69%
iter 13750: loss 4.0555, time 74.32ms, mfu 14.69%
iter 13760: loss 3.9156, time 74.35ms, mfu 14.69%
iter 13770: loss 4.1574, time 74.29ms, mfu 14.69%
iter 13780: loss 4.0681, time 74.37ms, mfu 14.69%
iter 13790: loss 4.1637, time 74.29ms, mfu 14.69%
iter 13800: loss 4.1583, time 74.33ms, mfu 14.69%
iter 13810: loss 4.0143, time 74.33ms, mfu 14.69%
iter 13820: loss 4.1534, time 74.31ms, mfu 14.69%
iter 13830: loss 4.1355, time 74.29ms, mfu 14.69%
iter 13840: loss 4.1975, time 74.35ms, mfu 14.69%
iter 13850: loss 4.3572, time 74.32ms, mfu 14.69%
iter 13860: loss 4.1345, time 74.33ms, mfu 14.69%
iter 13870: loss 4.1600, time 74.31ms, mfu 14.69%
iter 13880: loss 4.2120, time 74.30ms, mfu 14.69%
iter 13890: loss 4.1628, time 74.29ms, mfu 14.69%
iter 13900: loss 3.9773, time 74.32ms, mfu 14.69%
iter 13910: loss 4.0424, time 74.30ms, mfu 14.69%
iter 13920: loss 4.2854, time 74.29ms, mfu 14.69%
iter 13930: loss 4.1345, time 74.34ms, mfu 14.69%
iter 13940: loss 4.2693, time 74.35ms, mfu 14.69%
iter 13950: loss 4.0613, time 74.34ms, mfu 14.69%
iter 13960: loss 4.1625, time 74.29ms, mfu 14.69%
iter 13970: loss 4.1202, time 74.35ms, mfu 14.69%
iter 13980: loss 4.0796, time 74.34ms, mfu 14.69%
iter 13990: loss 4.1361, time 74.29ms, mfu 14.69%
step 14000: train loss 4.1416, val loss 4.1488
saving checkpoint to out-nano-gpt2-SwiGLU
iter 14000: loss 4.0567, time 17557.43ms, mfu 13.23%
iter 14010: loss 4.2103, time 74.37ms, mfu 13.38%
iter 14020: loss 4.0255, time 74.42ms, mfu 13.50%
iter 14030: loss 4.2018, time 74.43ms, mfu 13.62%
iter 14040: loss 4.1812, time 74.39ms, mfu 13.73%
iter 14050: loss 4.2430, time 74.41ms, mfu 13.82%
iter 14060: loss 4.1092, time 74.40ms, mfu 13.91%
iter 14070: loss 4.1449, time 74.38ms, mfu 13.98%
iter 14080: loss 4.0514, time 74.35ms, mfu 14.06%
iter 14090: loss 4.0458, time 74.38ms, mfu 14.12%
iter 14100: loss 4.0729, time 74.12ms, mfu 14.18%
iter 14110: loss 4.0534, time 74.39ms, mfu 14.23%
iter 14120: loss 4.0299, time 74.40ms, mfu 14.27%
iter 14130: loss 3.9893, time 74.37ms, mfu 14.31%
iter 14140: loss 4.1716, time 74.41ms, mfu 14.35%
iter 14150: loss 4.1311, time 74.42ms, mfu 14.38%
iter 14160: loss 4.0958, time 74.34ms, mfu 14.41%
iter 14170: loss 4.0148, time 74.37ms, mfu 14.44%
iter 14180: loss 4.0588, time 74.35ms, mfu 14.47%
iter 14190: loss 4.0703, time 74.42ms, mfu 14.49%
iter 14200: loss 4.1149, time 74.35ms, mfu 14.51%
iter 14210: loss 4.0018, time 74.36ms, mfu 14.52%
iter 14220: loss 4.2559, time 74.38ms, mfu 14.54%
iter 14230: loss 4.1754, time 74.39ms, mfu 14.55%
iter 14240: loss 4.1469, time 74.41ms, mfu 14.57%
iter 14250: loss 4.0881, time 74.38ms, mfu 14.58%
iter 14260: loss 4.1796, time 74.44ms, mfu 14.59%
iter 14270: loss 3.9456, time 74.41ms, mfu 14.60%
iter 14280: loss 4.0672, time 74.40ms, mfu 14.60%
iter 14290: loss 4.2103, time 74.41ms, mfu 14.61%
iter 14300: loss 4.0918, time 74.42ms, mfu 14.62%
iter 14310: loss 4.2274, time 74.40ms, mfu 14.62%
iter 14320: loss 4.1172, time 74.34ms, mfu 14.63%
iter 14330: loss 4.1746, time 74.41ms, mfu 14.63%
iter 14340: loss 4.1650, time 74.48ms, mfu 14.64%
iter 14350: loss 4.0605, time 74.42ms, mfu 14.64%
iter 14360: loss 4.1881, time 74.38ms, mfu 14.64%
iter 14370: loss 4.3225, time 74.41ms, mfu 14.65%
iter 14380: loss 4.0360, time 74.41ms, mfu 14.65%
iter 14390: loss 3.9418, time 74.48ms, mfu 14.65%
iter 14400: loss 4.3083, time 74.40ms, mfu 14.65%
iter 14410: loss 4.1495, time 74.40ms, mfu 14.66%
iter 14420: loss 3.9421, time 74.39ms, mfu 14.66%
iter 14430: loss 4.0035, time 74.45ms, mfu 14.66%
iter 14440: loss 4.0693, time 74.34ms, mfu 14.66%
iter 14450: loss 4.1505, time 74.43ms, mfu 14.66%
iter 14460: loss 4.1532, time 74.40ms, mfu 14.66%
iter 14470: loss 4.0942, time 74.39ms, mfu 14.67%
iter 14480: loss 4.1057, time 74.37ms, mfu 14.67%
iter 14490: loss 4.1681, time 74.43ms, mfu 14.67%
iter 14500: loss 4.1351, time 74.35ms, mfu 14.67%
iter 14510: loss 3.9759, time 74.36ms, mfu 14.67%
iter 14520: loss 4.1087, time 74.40ms, mfu 14.67%
iter 14530: loss 4.1667, time 74.39ms, mfu 14.67%
iter 14540: loss 4.1269, time 74.36ms, mfu 14.67%
iter 14550: loss 4.2424, time 74.37ms, mfu 14.67%
iter 14560: loss 4.0833, time 74.43ms, mfu 14.67%
iter 14570: loss 4.2154, time 74.37ms, mfu 14.68%
