Overriding config with ./config/train_nano_gpt2.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-nano-gpt2-ReGLU'
eval_interval = 500 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'owt'
wandb_run_name = 'nano-gpt2'

dataset = 'openwebtext'
gradient_accumulation_steps = 2
batch_size = 8
block_size = 1024 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 1e5
lr_decay_iters = 1e5 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 29.94M
num decayed parameter tensors: 32, with 30,326,784 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 11720: loss 4.2623, time 256.20ms, mfu 4.23%
iter 11730: loss 4.2224, time 255.88ms, mfu 4.24%
iter 11740: loss 4.2889, time 255.57ms, mfu 4.24%
iter 11750: loss 4.2400, time 255.47ms, mfu 4.24%
iter 11760: loss 4.2958, time 254.97ms, mfu 4.25%
iter 11770: loss 4.4030, time 256.19ms, mfu 4.25%
iter 11780: loss 3.8446, time 254.98ms, mfu 4.25%
iter 11790: loss 4.1948, time 256.54ms, mfu 4.25%
iter 11800: loss 3.8565, time 255.72ms, mfu 4.25%
iter 11810: loss 4.4836, time 255.77ms, mfu 4.26%
iter 11820: loss 4.0401, time 256.09ms, mfu 4.26%
iter 11830: loss 4.2670, time 255.26ms, mfu 4.26%
iter 11840: loss 4.1116, time 255.02ms, mfu 4.26%
iter 11850: loss 4.2485, time 255.88ms, mfu 4.26%
iter 11860: loss 4.2370, time 255.44ms, mfu 4.26%
iter 11870: loss 4.0843, time 256.36ms, mfu 4.26%
iter 11880: loss 3.9456, time 255.54ms, mfu 4.26%
iter 11890: loss 4.0077, time 255.42ms, mfu 4.26%
iter 11900: loss 3.5955, time 254.85ms, mfu 4.27%
iter 11910: loss 4.3579, time 255.80ms, mfu 4.27%
iter 11920: loss 3.4749, time 255.77ms, mfu 4.27%
iter 11930: loss 4.2258, time 255.88ms, mfu 4.27%
iter 11940: loss 4.2916, time 256.18ms, mfu 4.27%
iter 11950: loss 4.2708, time 254.95ms, mfu 4.27%
iter 11960: loss 4.0659, time 255.16ms, mfu 4.27%
iter 11970: loss 3.8498, time 255.01ms, mfu 4.27%
iter 11980: loss 4.2242, time 255.98ms, mfu 4.27%
iter 11990: loss 4.1187, time 255.78ms, mfu 4.27%
step 12000: train loss 4.1926, val loss 4.1839
saving checkpoint to out-nano-gpt2-ReGLU
iter 12000: loss 4.3496, time 10943.52ms, mfu 3.85%
iter 12010: loss 4.2125, time 255.48ms, mfu 3.90%
iter 12020: loss 4.4034, time 256.03ms, mfu 3.93%
iter 12030: loss 3.8933, time 255.21ms, mfu 3.97%
iter 12040: loss 4.3942, time 255.57ms, mfu 4.00%
iter 12050: loss 4.2802, time 255.00ms, mfu 4.03%
iter 12060: loss 4.3475, time 256.13ms, mfu 4.05%
iter 12070: loss 4.2526, time 255.80ms, mfu 4.07%
iter 12080: loss 4.2631, time 256.05ms, mfu 4.09%
iter 12090: loss 4.0273, time 256.25ms, mfu 4.11%
iter 12100: loss 3.7509, time 256.86ms, mfu 4.12%
iter 12110: loss 4.2948, time 255.54ms, mfu 4.14%
iter 12120: loss 4.2718, time 255.36ms, mfu 4.15%
iter 12130: loss 4.2139, time 255.28ms, mfu 4.16%
iter 12140: loss 4.2801, time 255.34ms, mfu 4.18%
iter 12150: loss 4.2655, time 255.07ms, mfu 4.19%
iter 12160: loss 3.9369, time 255.33ms, mfu 4.19%
iter 12170: loss 4.0614, time 254.99ms, mfu 4.20%
iter 12180: loss 3.9995, time 255.69ms, mfu 4.21%
iter 12190: loss 4.1647, time 255.75ms, mfu 4.22%
iter 12200: loss 4.3245, time 255.85ms, mfu 4.22%
iter 12210: loss 4.2831, time 256.81ms, mfu 4.22%
iter 12220: loss 4.2409, time 255.06ms, mfu 4.23%
iter 12230: loss 3.9828, time 255.37ms, mfu 4.23%
iter 12240: loss 4.1270, time 255.17ms, mfu 4.24%
iter 12250: loss 4.0514, time 255.68ms, mfu 4.24%
iter 12260: loss 4.4463, time 255.30ms, mfu 4.25%
iter 12270: loss 4.0040, time 255.68ms, mfu 4.25%
iter 12280: loss 4.2981, time 255.70ms, mfu 4.25%
iter 12290: loss 4.1222, time 255.00ms, mfu 4.25%
iter 12300: loss 4.3695, time 255.52ms, mfu 4.26%
iter 12310: loss 4.3378, time 255.60ms, mfu 4.26%
iter 12320: loss 3.9458, time 255.84ms, mfu 4.26%
iter 12330: loss 4.2245, time 256.61ms, mfu 4.26%
iter 12340: loss 4.4789, time 255.24ms, mfu 4.26%
iter 12350: loss 4.3801, time 255.55ms, mfu 4.26%
iter 12360: loss 3.9458, time 255.14ms, mfu 4.26%
iter 12370: loss 4.2123, time 254.94ms, mfu 4.27%
iter 12380: loss 4.2533, time 255.85ms, mfu 4.27%
iter 12390: loss 3.9259, time 255.61ms, mfu 4.27%
iter 12400: loss 4.3598, time 256.41ms, mfu 4.27%
iter 12410: loss 4.1056, time 255.27ms, mfu 4.27%
iter 12420: loss 4.1091, time 255.94ms, mfu 4.27%
iter 12430: loss 4.2455, time 255.20ms, mfu 4.27%
iter 12440: loss 4.2874, time 256.05ms, mfu 4.27%
iter 12450: loss 4.1795, time 255.73ms, mfu 4.27%
iter 12460: loss 3.9406, time 255.59ms, mfu 4.27%
iter 12470: loss 4.2826, time 255.81ms, mfu 4.27%
iter 12480: loss 4.2387, time 254.87ms, mfu 4.27%
iter 12490: loss 4.0655, time 254.98ms, mfu 4.27%
step 12500: train loss 4.1841, val loss 4.1988
iter 12500: loss 4.2276, time 10560.09ms, mfu 3.85%
iter 12510: loss 4.1988, time 256.14ms, mfu 3.90%
iter 12520: loss 4.0566, time 255.43ms, mfu 3.93%
iter 12530: loss 4.3858, time 256.12ms, mfu 3.97%
iter 12540: loss 4.2330, time 255.49ms, mfu 4.00%
iter 12550: loss 4.2630, time 256.28ms, mfu 4.02%
iter 12560: loss 4.2411, time 256.16ms, mfu 4.05%
iter 12570: loss 4.2755, time 255.67ms, mfu 4.07%
iter 12580: loss 4.2307, time 255.22ms, mfu 4.09%
iter 12590: loss 4.0860, time 255.35ms, mfu 4.11%
iter 12600: loss 4.0879, time 254.97ms, mfu 4.13%
iter 12610: loss 3.9535, time 256.01ms, mfu 4.14%
iter 12620: loss 4.1371, time 255.57ms, mfu 4.15%
iter 12630: loss 4.3322, time 255.87ms, mfu 4.17%
iter 12640: loss 4.2674, time 256.32ms, mfu 4.17%
iter 12650: loss 4.1778, time 255.74ms, mfu 4.18%
iter 12660: loss 4.4632, time 255.66ms, mfu 4.19%
iter 12670: loss 4.2440, time 255.25ms, mfu 4.20%
iter 12680: loss 4.0086, time 255.85ms, mfu 4.21%
iter 12690: loss 4.1333, time 255.38ms, mfu 4.21%
iter 12700: loss 3.9686, time 256.00ms, mfu 4.22%
iter 12710: loss 4.2302, time 256.12ms, mfu 4.22%
iter 12720: loss 4.0179, time 255.23ms, mfu 4.23%
iter 12730: loss 4.1835, time 255.34ms, mfu 4.23%
iter 12740: loss 4.2658, time 254.79ms, mfu 4.24%
iter 12750: loss 4.1033, time 256.05ms, mfu 4.24%
iter 12760: loss 4.3968, time 256.13ms, mfu 4.24%
iter 12770: loss 4.0887, time 255.39ms, mfu 4.25%
iter 12780: loss 4.1972, time 256.22ms, mfu 4.25%
iter 12790: loss 4.1652, time 255.51ms, mfu 4.25%
iter 12800: loss 3.9962, time 255.40ms, mfu 4.25%
iter 12810: loss 4.2547, time 256.00ms, mfu 4.25%
iter 12820: loss 4.0541, time 256.37ms, mfu 4.26%
iter 12830: loss 4.3303, time 255.81ms, mfu 4.26%
iter 12840: loss 4.4058, time 255.44ms, mfu 4.26%
iter 12850: loss 4.1192, time 255.55ms, mfu 4.26%
iter 12860: loss 4.2777, time 255.67ms, mfu 4.26%
iter 12870: loss 4.4125, time 255.47ms, mfu 4.26%
iter 12880: loss 4.0867, time 255.19ms, mfu 4.26%
iter 12890: loss 4.1921, time 255.36ms, mfu 4.27%
iter 12900: loss 4.2277, time 255.65ms, mfu 4.27%
iter 12910: loss 4.1034, time 255.79ms, mfu 4.27%
iter 12920: loss 4.4587, time 255.42ms, mfu 4.27%
iter 12930: loss 4.0142, time 256.20ms, mfu 4.27%
iter 12940: loss 4.3275, time 255.36ms, mfu 4.27%
iter 12950: loss 4.1856, time 255.18ms, mfu 4.27%
iter 12960: loss 3.9714, time 255.83ms, mfu 4.27%
iter 12970: loss 4.0916, time 255.21ms, mfu 4.27%
iter 12980: loss 4.1871, time 256.01ms, mfu 4.27%
iter 12990: loss 4.2187, time 255.45ms, mfu 4.27%
step 13000: train loss 4.1732, val loss 4.1739
saving checkpoint to out-nano-gpt2-ReGLU
iter 13000: loss 3.9946, time 10908.92ms, mfu 3.85%
iter 13010: loss 4.0678, time 255.35ms, mfu 3.90%
iter 13020: loss 4.1171, time 255.94ms, mfu 3.93%
iter 13030: loss 4.2476, time 256.18ms, mfu 3.97%
iter 13040: loss 4.2118, time 255.57ms, mfu 4.00%
iter 13050: loss 4.1951, time 255.76ms, mfu 4.02%
iter 13060: loss 4.4929, time 255.11ms, mfu 4.05%
iter 13070: loss 3.9515, time 255.69ms, mfu 4.07%
iter 13080: loss 4.3242, time 255.87ms, mfu 4.09%
iter 13090: loss 4.3506, time 256.20ms, mfu 4.11%
iter 13100: loss 4.2039, time 255.83ms, mfu 4.12%
iter 13110: loss 4.2655, time 255.25ms, mfu 4.14%
iter 13120: loss 4.3590, time 255.48ms, mfu 4.15%
iter 13130: loss 4.4662, time 255.42ms, mfu 4.17%
iter 13140: loss 4.0159, time 255.43ms, mfu 4.18%
iter 13150: loss 3.9354, time 255.00ms, mfu 4.19%
iter 13160: loss 4.1652, time 255.11ms, mfu 4.20%
iter 13170: loss 3.9883, time 255.50ms, mfu 4.20%
iter 13180: loss 4.0161, time 255.80ms, mfu 4.21%
iter 13190: loss 4.0501, time 256.40ms, mfu 4.22%
iter 13200: loss 4.2120, time 255.74ms, mfu 4.22%
iter 13210: loss 4.1947, time 255.42ms, mfu 4.23%
iter 13220: loss 4.2318, time 255.63ms, mfu 4.23%
iter 13230: loss 4.2663, time 255.35ms, mfu 4.24%
iter 13240: loss 4.1359, time 255.90ms, mfu 4.24%
iter 13250: loss 4.1805, time 255.63ms, mfu 4.24%
iter 13260: loss 4.2189, time 255.79ms, mfu 4.24%
iter 13270: loss 4.3134, time 255.26ms, mfu 4.25%
iter 13280: loss 4.0099, time 254.94ms, mfu 4.25%
iter 13290: loss 4.1251, time 254.80ms, mfu 4.25%
iter 13300: loss 4.1700, time 255.92ms, mfu 4.26%
iter 13310: loss 3.9273, time 255.65ms, mfu 4.26%
iter 13320: loss 4.1409, time 255.33ms, mfu 4.26%
iter 13330: loss 4.0213, time 255.99ms, mfu 4.26%
iter 13340: loss 4.2563, time 254.81ms, mfu 4.26%
iter 13350: loss 4.0344, time 255.60ms, mfu 4.26%
iter 13360: loss 4.1266, time 255.83ms, mfu 4.26%
iter 13370: loss 4.1155, time 255.76ms, mfu 4.26%
iter 13380: loss 4.0887, time 256.00ms, mfu 4.26%
iter 13390: loss 4.2440, time 256.29ms, mfu 4.26%
iter 13400: loss 4.0936, time 255.29ms, mfu 4.27%
iter 13410: loss 3.9407, time 256.36ms, mfu 4.26%
iter 13420: loss 4.2379, time 255.40ms, mfu 4.27%
iter 13430: loss 4.1923, time 255.42ms, mfu 4.27%
iter 13440: loss 4.2739, time 255.24ms, mfu 4.27%
iter 13450: loss 4.2407, time 255.06ms, mfu 4.27%
iter 13460: loss 4.1688, time 255.00ms, mfu 4.27%
iter 13470: loss 4.2783, time 256.04ms, mfu 4.27%
iter 13480: loss 4.2225, time 255.40ms, mfu 4.27%
iter 13490: loss 4.1868, time 255.32ms, mfu 4.27%
step 13500: train loss 4.1690, val loss 4.1661
saving checkpoint to out-nano-gpt2-ReGLU
iter 13500: loss 4.5005, time 10899.02ms, mfu 3.85%
iter 13510: loss 3.9789, time 255.18ms, mfu 3.90%
iter 13520: loss 4.2367, time 255.54ms, mfu 3.93%
iter 13530: loss 3.9613, time 255.73ms, mfu 3.97%
iter 13540: loss 4.2600, time 255.72ms, mfu 4.00%
iter 13550: loss 4.1700, time 255.68ms, mfu 4.03%
iter 13560: loss 4.1793, time 255.92ms, mfu 4.05%
iter 13570: loss 4.2466, time 255.64ms, mfu 4.07%
iter 13580: loss 4.1851, time 256.07ms, mfu 4.09%
iter 13590: loss 4.2326, time 255.45ms, mfu 4.11%
iter 13600: loss 4.0339, time 255.09ms, mfu 4.13%
iter 13610: loss 4.1971, time 255.50ms, mfu 4.14%
iter 13620: loss 3.9733, time 255.88ms, mfu 4.15%
iter 13630: loss 4.1858, time 255.57ms, mfu 4.17%
iter 13640: loss 4.0910, time 255.63ms, mfu 4.18%
iter 13650: loss 4.1009, time 256.02ms, mfu 4.19%
iter 13660: loss 4.2306, time 255.17ms, mfu 4.19%
iter 13670: loss 4.4867, time 255.46ms, mfu 4.20%
iter 13680: loss 4.0563, time 254.89ms, mfu 4.21%
iter 13690: loss 4.1801, time 255.40ms, mfu 4.22%
iter 13700: loss 4.1967, time 255.55ms, mfu 4.22%
iter 13710: loss 4.0755, time 255.31ms, mfu 4.23%
iter 13720: loss 4.3400, time 255.45ms, mfu 4.23%
iter 13730: loss 4.0455, time 255.42ms, mfu 4.24%
iter 13740: loss 4.2320, time 255.30ms, mfu 4.24%
iter 13750: loss 4.3365, time 255.26ms, mfu 4.24%
iter 13760: loss 4.1165, time 255.38ms, mfu 4.25%
iter 13770: loss 4.3448, time 256.41ms, mfu 4.25%
iter 13780: loss 4.1558, time 255.58ms, mfu 4.25%
iter 13790: loss 4.0652, time 255.42ms, mfu 4.25%
iter 13800: loss 3.9856, time 254.97ms, mfu 4.26%
iter 13810: loss 3.9424, time 255.31ms, mfu 4.26%
iter 13820: loss 4.3416, time 254.99ms, mfu 4.26%
iter 13830: loss 4.0914, time 255.28ms, mfu 4.26%
iter 13840: loss 4.1136, time 257.01ms, mfu 4.26%
iter 13850: loss 4.3261, time 255.08ms, mfu 4.26%
iter 13860: loss 4.0538, time 256.16ms, mfu 4.26%
iter 13870: loss 4.3253, time 255.08ms, mfu 4.26%
iter 13880: loss 3.9766, time 255.05ms, mfu 4.27%
iter 13890: loss 4.2849, time 255.12ms, mfu 4.27%
iter 13900: loss 4.2055, time 256.08ms, mfu 4.27%
iter 13910: loss 4.0591, time 255.92ms, mfu 4.27%
iter 13920: loss 3.9492, time 255.60ms, mfu 4.27%
iter 13930: loss 4.3499, time 255.44ms, mfu 4.27%
iter 13940: loss 4.2714, time 254.93ms, mfu 4.27%
iter 13950: loss 4.1572, time 255.18ms, mfu 4.27%
iter 13960: loss 4.2046, time 255.20ms, mfu 4.27%
iter 13970: loss 4.2827, time 256.18ms, mfu 4.27%
iter 13980: loss 4.2870, time 255.92ms, mfu 4.27%
iter 13990: loss 4.2468, time 255.65ms, mfu 4.27%
step 14000: train loss 4.1548, val loss 4.1665
iter 14000: loss 4.1688, time 10554.97ms, mfu 3.85%
iter 14010: loss 4.1864, time 254.90ms, mfu 3.90%
iter 14020: loss 4.0303, time 255.24ms, mfu 3.94%
iter 14030: loss 4.1149, time 256.35ms, mfu 3.97%
iter 14040: loss 4.1321, time 255.56ms, mfu 4.00%
iter 14050: loss 4.2025, time 255.27ms, mfu 4.03%
iter 14060: loss 4.2822, time 254.97ms, mfu 4.05%
iter 14070: loss 4.3247, time 255.20ms, mfu 4.07%
iter 14080: loss 4.4077, time 255.45ms, mfu 4.09%
iter 14090: loss 4.1178, time 255.37ms, mfu 4.11%
iter 14100: loss 4.2964, time 255.35ms, mfu 4.13%
iter 14110: loss 3.8818, time 255.44ms, mfu 4.14%
iter 14120: loss 4.3366, time 255.54ms, mfu 4.16%
iter 14130: loss 4.2209, time 254.85ms, mfu 4.17%
iter 14140: loss 4.1086, time 256.82ms, mfu 4.18%
iter 14150: loss 4.1228, time 255.82ms, mfu 4.19%
iter 14160: loss 4.1850, time 256.31ms, mfu 4.19%
iter 14170: loss 4.1257, time 256.21ms, mfu 4.20%
iter 14180: loss 4.3133, time 255.57ms, mfu 4.21%
iter 14190: loss 4.2496, time 255.69ms, mfu 4.21%
iter 14200: loss 4.1401, time 254.81ms, mfu 4.22%
iter 14210: loss 4.0826, time 255.55ms, mfu 4.23%
iter 14220: loss 4.0809, time 256.31ms, mfu 4.23%
iter 14230: loss 4.2343, time 255.28ms, mfu 4.23%
iter 14240: loss 4.1843, time 255.35ms, mfu 4.24%
iter 14250: loss 4.2534, time 255.16ms, mfu 4.24%
iter 14260: loss 4.0580, time 254.90ms, mfu 4.25%
iter 14270: loss 4.1702, time 255.06ms, mfu 4.25%
iter 14280: loss 4.1673, time 256.14ms, mfu 4.25%
iter 14290: loss 4.2230, time 256.01ms, mfu 4.25%
iter 14300: loss 3.8942, time 255.12ms, mfu 4.26%
iter 14310: loss 4.3145, time 255.58ms, mfu 4.26%
iter 14320: loss 4.0940, time 254.90ms, mfu 4.26%
iter 14330: loss 4.1681, time 257.48ms, mfu 4.26%
iter 14340: loss 4.2644, time 255.63ms, mfu 4.26%
iter 14350: loss 4.1066, time 255.79ms, mfu 4.26%
iter 14360: loss 4.3218, time 255.55ms, mfu 4.26%
iter 14370: loss 4.1910, time 256.30ms, mfu 4.26%
iter 14380: loss 3.9602, time 255.81ms, mfu 4.26%
iter 14390: loss 4.1944, time 255.23ms, mfu 4.26%
iter 14400: loss 4.0557, time 255.36ms, mfu 4.27%
iter 14410: loss 4.1836, time 255.11ms, mfu 4.27%
iter 14420: loss 3.6486, time 255.60ms, mfu 4.27%
iter 14430: loss 4.0939, time 255.63ms, mfu 4.27%
iter 14440: loss 4.0919, time 255.63ms, mfu 4.27%
iter 14450: loss 4.1272, time 255.49ms, mfu 4.27%
iter 14460: loss 4.2305, time 255.35ms, mfu 4.27%
iter 14470: loss 4.1804, time 256.19ms, mfu 4.27%
iter 14480: loss 4.1134, time 256.16ms, mfu 4.27%
iter 14490: loss 4.2347, time 255.80ms, mfu 4.27%
step 14500: train loss 4.1532, val loss 4.1432
saving checkpoint to out-nano-gpt2-ReGLU
iter 14500: loss 4.2219, time 10907.98ms, mfu 3.85%
iter 14510: loss 4.0553, time 255.59ms, mfu 3.89%
iter 14520: loss 4.3988, time 255.98ms, mfu 3.93%
iter 14530: loss 4.2402, time 255.94ms, mfu 3.96%
iter 14540: loss 4.0923, time 255.43ms, mfu 4.00%
iter 14550: loss 4.1758, time 255.22ms, mfu 4.02%
iter 14560: loss 4.0628, time 254.96ms, mfu 4.05%
iter 14570: loss 4.1078, time 256.20ms, mfu 4.07%
iter 14580: loss 3.9379, time 255.89ms, mfu 4.09%
iter 14590: loss 4.1859, time 255.89ms, mfu 4.11%
iter 14600: loss 4.0490, time 256.11ms, mfu 4.12%
iter 14610: loss 4.2569, time 255.75ms, mfu 4.14%
iter 14620: loss 3.9246, time 255.02ms, mfu 4.15%
iter 14630: loss 4.0909, time 255.55ms, mfu 4.16%
iter 14640: loss 4.2366, time 255.49ms, mfu 4.18%
iter 14650: loss 4.3336, time 256.70ms, mfu 4.18%
iter 14660: loss 4.3956, time 255.41ms, mfu 4.19%
iter 14670: loss 3.9959, time 255.41ms, mfu 4.20%
iter 14680: loss 4.0020, time 255.02ms, mfu 4.21%
iter 14690: loss 4.1705, time 255.59ms, mfu 4.22%
iter 14700: loss 4.2624, time 255.29ms, mfu 4.22%
iter 14710: loss 4.0572, time 255.35ms, mfu 4.23%
iter 14720: loss 4.3904, time 256.23ms, mfu 4.23%
iter 14730: loss 4.0503, time 254.93ms, mfu 4.24%
iter 14740: loss 4.3840, time 255.13ms, mfu 4.24%
iter 14750: loss 4.2535, time 254.93ms, mfu 4.24%
iter 14760: loss 4.0903, time 255.46ms, mfu 4.25%
iter 14770: loss 4.0088, time 256.32ms, mfu 4.25%
iter 14780: loss 4.2281, time 255.51ms, mfu 4.25%
iter 14790: loss 4.5244, time 255.65ms, mfu 4.25%
iter 14800: loss 4.1313, time 255.80ms, mfu 4.25%
iter 14810: loss 4.1938, time 255.58ms, mfu 4.26%
iter 14820: loss 4.1205, time 255.77ms, mfu 4.26%
iter 14830: loss 4.2652, time 256.00ms, mfu 4.26%
iter 14840: loss 3.9875, time 256.36ms, mfu 4.26%
iter 14850: loss 4.2846, time 255.60ms, mfu 4.26%
iter 14860: loss 3.6758, time 256.19ms, mfu 4.26%
iter 14870: loss 4.2570, time 255.26ms, mfu 4.26%
iter 14880: loss 4.0558, time 255.00ms, mfu 4.26%
iter 14890: loss 4.0324, time 254.95ms, mfu 4.27%
iter 14900: loss 4.0215, time 256.46ms, mfu 4.27%
iter 14910: loss 4.3609, time 256.42ms, mfu 4.26%
iter 14920: loss 4.0414, time 255.27ms, mfu 4.27%
iter 14930: loss 4.0895, time 255.76ms, mfu 4.27%
iter 14940: loss 3.9348, time 255.00ms, mfu 4.27%
iter 14950: loss 4.0088, time 256.07ms, mfu 4.27%
iter 14960: loss 4.2608, time 255.38ms, mfu 4.27%
iter 14970: loss 4.1845, time 256.02ms, mfu 4.27%
iter 14980: loss 4.0202, time 256.34ms, mfu 4.27%
iter 14990: loss 3.8761, time 256.11ms, mfu 4.27%
step 15000: train loss 4.1395, val loss 4.1740
iter 15000: loss 4.1524, time 10556.24ms, mfu 3.85%
iter 15010: loss 3.8245, time 255.18ms, mfu 3.89%
iter 15020: loss 4.1815, time 255.21ms, mfu 3.93%
iter 15030: loss 4.2002, time 255.77ms, mfu 3.97%
iter 15040: loss 4.0340, time 256.32ms, mfu 4.00%
iter 15050: loss 4.4610, time 255.97ms, mfu 4.02%
iter 15060: loss 4.3129, time 255.33ms, mfu 4.05%
iter 15070: loss 4.2751, time 255.38ms, mfu 4.07%
iter 15080: loss 4.1529, time 255.31ms, mfu 4.09%
iter 15090: loss 4.0514, time 256.00ms, mfu 4.11%
iter 15100: loss 4.2556, time 256.05ms, mfu 4.12%
iter 15110: loss 4.1166, time 255.44ms, mfu 4.14%
iter 15120: loss 4.1297, time 256.23ms, mfu 4.15%
iter 15130: loss 4.2488, time 254.91ms, mfu 4.16%
iter 15140: loss 4.3136, time 256.35ms, mfu 4.17%
iter 15150: loss 4.0544, time 255.50ms, mfu 4.18%
iter 15160: loss 4.2683, time 256.34ms, mfu 4.19%
iter 15170: loss 4.1157, time 256.23ms, mfu 4.20%
iter 15180: loss 4.0221, time 255.12ms, mfu 4.21%
iter 15190: loss 3.9743, time 255.30ms, mfu 4.21%
iter 15200: loss 4.0827, time 255.81ms, mfu 4.22%
iter 15210: loss 4.2080, time 255.40ms, mfu 4.22%
iter 15220: loss 4.0880, time 256.63ms, mfu 4.23%
iter 15230: loss 4.2506, time 255.57ms, mfu 4.23%
iter 15240: loss 4.2195, time 256.08ms, mfu 4.24%
iter 15250: loss 4.1638, time 255.26ms, mfu 4.24%
iter 15260: loss 4.0984, time 255.27ms, mfu 4.24%
iter 15270: loss 3.9026, time 255.96ms, mfu 4.25%
iter 15280: loss 4.2260, time 255.85ms, mfu 4.25%
iter 15290: loss 4.0663, time 255.46ms, mfu 4.25%
iter 15300: loss 4.4206, time 256.26ms, mfu 4.25%
iter 15310: loss 4.0696, time 255.56ms, mfu 4.25%
iter 15320: loss 4.2053, time 255.22ms, mfu 4.26%
iter 15330: loss 4.1330, time 255.57ms, mfu 4.26%
iter 15340: loss 4.3495, time 255.38ms, mfu 4.26%
iter 15350: loss 4.1549, time 255.71ms, mfu 4.26%
iter 15360: loss 4.3722, time 256.26ms, mfu 4.26%
iter 15370: loss 4.1186, time 255.25ms, mfu 4.26%
iter 15380: loss 4.1462, time 255.45ms, mfu 4.26%
iter 15390: loss 4.2051, time 254.94ms, mfu 4.27%
iter 15400: loss 3.6095, time 254.89ms, mfu 4.27%
iter 15410: loss 4.1081, time 255.70ms, mfu 4.27%
iter 15420: loss 4.0466, time 255.55ms, mfu 4.27%
iter 15430: loss 4.3041, time 256.05ms, mfu 4.27%
iter 15440: loss 4.1380, time 255.22ms, mfu 4.27%
iter 15450: loss 4.1344, time 255.74ms, mfu 4.27%
iter 15460: loss 4.0320, time 255.48ms, mfu 4.27%
iter 15470: loss 4.1915, time 256.07ms, mfu 4.27%
iter 15480: loss 4.2266, time 255.98ms, mfu 4.27%
iter 15490: loss 4.2464, time 255.42ms, mfu 4.27%
step 15500: train loss 4.1675, val loss 4.1668
iter 15500: loss 3.9922, time 10559.67ms, mfu 3.85%
iter 15510: loss 4.2746, time 255.52ms, mfu 3.89%
iter 15520: loss 4.1919, time 255.21ms, mfu 3.93%
iter 15530: loss 4.1722, time 255.19ms, mfu 3.97%
iter 15540: loss 4.1634, time 255.17ms, mfu 4.00%
iter 15550: loss 4.1956, time 255.07ms, mfu 4.03%
iter 15560: loss 4.3757, time 256.07ms, mfu 4.05%
iter 15570: loss 4.1511, time 255.31ms, mfu 4.07%
iter 15580: loss 4.3622, time 255.38ms, mfu 4.09%
iter 15590: loss 4.1178, time 255.10ms, mfu 4.11%
iter 15600: loss 4.2459, time 255.34ms, mfu 4.13%
iter 15610: loss 4.0901, time 255.44ms, mfu 4.14%
iter 15620: loss 4.2077, time 255.62ms, mfu 4.16%
iter 15630: loss 4.2586, time 256.61ms, mfu 4.17%
iter 15640: loss 4.1173, time 255.49ms, mfu 4.18%
iter 15650: loss 4.1855, time 255.34ms, mfu 4.19%
iter 15660: loss 4.3182, time 255.44ms, mfu 4.20%
iter 15670: loss 4.0597, time 255.33ms, mfu 4.20%
iter 15680: loss 4.1234, time 255.75ms, mfu 4.21%
iter 15690: loss 4.4856, time 255.39ms, mfu 4.22%
iter 15700: loss 4.0536, time 255.47ms, mfu 4.22%
iter 15710: loss 4.1074, time 255.30ms, mfu 4.23%
iter 15720: loss 4.1627, time 255.49ms, mfu 4.23%
iter 15730: loss 4.0901, time 255.14ms, mfu 4.24%
iter 15740: loss 4.4959, time 255.31ms, mfu 4.24%
iter 15750: loss 4.0332, time 256.12ms, mfu 4.24%
iter 15760: loss 4.0525, time 255.75ms, mfu 4.25%
iter 15770: loss 4.0909, time 255.44ms, mfu 4.25%
iter 15780: loss 4.3334, time 254.88ms, mfu 4.25%
iter 15790: loss 4.5009, time 255.18ms, mfu 4.26%
iter 15800: loss 4.2772, time 255.87ms, mfu 4.26%
iter 15810: loss 4.2334, time 255.45ms, mfu 4.26%
iter 15820: loss 3.9918, time 256.67ms, mfu 4.26%
iter 15830: loss 4.3316, time 255.50ms, mfu 4.26%
iter 15840: loss 4.1596, time 255.49ms, mfu 4.26%
iter 15850: loss 3.8366, time 254.89ms, mfu 4.26%
iter 15860: loss 4.0979, time 255.75ms, mfu 4.26%
iter 15870: loss 4.0742, time 256.02ms, mfu 4.26%
iter 15880: loss 4.1031, time 255.42ms, mfu 4.27%
iter 15890: loss 4.3162, time 255.38ms, mfu 4.27%
iter 15900: loss 4.4800, time 255.80ms, mfu 4.27%
iter 15910: loss 4.3179, time 255.49ms, mfu 4.27%
iter 15920: loss 4.1466, time 255.40ms, mfu 4.27%
iter 15930: loss 4.3491, time 255.28ms, mfu 4.27%
