Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BiLinReGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.94M
num decayed parameter tensors: 38, with 30,326,784 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 10830: loss 4.0823, time 74.57ms, mfu 14.65%
iter 10840: loss 4.1552, time 74.58ms, mfu 14.65%
iter 10850: loss 4.1590, time 74.59ms, mfu 14.65%
iter 10860: loss 4.0539, time 74.59ms, mfu 14.65%
iter 10870: loss 4.1131, time 74.61ms, mfu 14.65%
iter 10880: loss 4.1762, time 74.56ms, mfu 14.65%
iter 10890: loss 4.3078, time 74.58ms, mfu 14.65%
iter 10900: loss 3.9622, time 74.68ms, mfu 14.65%
iter 10910: loss 4.2096, time 74.60ms, mfu 14.65%
iter 10920: loss 4.0337, time 74.40ms, mfu 14.66%
iter 10930: loss 4.1438, time 74.63ms, mfu 14.65%
iter 10940: loss 4.0838, time 74.56ms, mfu 14.66%
iter 10950: loss 4.2877, time 74.51ms, mfu 14.66%
iter 10960: loss 4.2023, time 74.56ms, mfu 14.66%
iter 10970: loss 4.0776, time 74.58ms, mfu 14.66%
iter 10980: loss 4.0582, time 74.69ms, mfu 14.66%
iter 10990: loss 4.2441, time 74.66ms, mfu 14.65%
0.092132568359375
0.4557304382324219
0.5401039123535156
0.4717063903808594
0.41925048828125
0.4095115661621094
step 11000: train loss 4.1502, val loss 4.1583
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU
iter 11000: loss 4.3172, time 17584.63ms, mfu 13.19%
iter 11010: loss 4.2002, time 74.66ms, mfu 13.34%
iter 11020: loss 4.0856, time 74.67ms, mfu 13.47%
iter 11030: loss 4.2094, time 74.64ms, mfu 13.59%
iter 11040: loss 3.9162, time 74.70ms, mfu 13.69%
iter 11050: loss 4.1217, time 74.12ms, mfu 13.80%
iter 11060: loss 4.1394, time 74.70ms, mfu 13.88%
iter 11070: loss 4.0104, time 74.73ms, mfu 13.96%
iter 11080: loss 4.1092, time 74.69ms, mfu 14.02%
iter 11090: loss 4.1591, time 74.70ms, mfu 14.08%
iter 11100: loss 4.2825, time 74.68ms, mfu 14.14%
iter 11110: loss 4.2150, time 74.65ms, mfu 14.19%
iter 11120: loss 4.2519, time 74.67ms, mfu 14.24%
iter 11130: loss 4.0946, time 74.69ms, mfu 14.28%
iter 11140: loss 4.2074, time 74.69ms, mfu 14.31%
iter 11150: loss 4.1299, time 74.68ms, mfu 14.34%
iter 11160: loss 4.2684, time 74.70ms, mfu 14.37%
iter 11170: loss 4.1447, time 74.65ms, mfu 14.40%
iter 11180: loss 4.0758, time 74.70ms, mfu 14.42%
iter 11190: loss 4.2439, time 74.70ms, mfu 14.44%
iter 11200: loss 4.0925, time 74.69ms, mfu 14.46%
iter 11210: loss 4.3210, time 74.74ms, mfu 14.48%
iter 11220: loss 4.1461, time 74.64ms, mfu 14.50%
iter 11230: loss 4.1713, time 74.72ms, mfu 14.51%
iter 11240: loss 4.2024, time 74.64ms, mfu 14.52%
iter 11250: loss 4.2299, time 74.63ms, mfu 14.54%
iter 11260: loss 4.2218, time 74.67ms, mfu 14.55%
iter 11270: loss 4.0086, time 74.69ms, mfu 14.55%
iter 11280: loss 4.2312, time 74.71ms, mfu 14.56%
iter 11290: loss 4.1146, time 74.70ms, mfu 14.57%
iter 11300: loss 4.2134, time 74.71ms, mfu 14.58%
iter 11310: loss 4.3265, time 74.69ms, mfu 14.58%
iter 11320: loss 4.1212, time 74.73ms, mfu 14.59%
iter 11330: loss 4.2427, time 74.66ms, mfu 14.59%
iter 11340: loss 4.1136, time 74.66ms, mfu 14.60%
iter 11350: loss 4.0101, time 74.69ms, mfu 14.60%
iter 11360: loss 4.0656, time 74.71ms, mfu 14.60%
iter 11370: loss 4.2671, time 74.64ms, mfu 14.61%
iter 11380: loss 4.3169, time 74.65ms, mfu 14.61%
iter 11390: loss 4.2539, time 74.66ms, mfu 14.61%
iter 11400: loss 4.1305, time 74.72ms, mfu 14.62%
iter 11410: loss 4.1404, time 74.69ms, mfu 14.62%
iter 11420: loss 4.1880, time 74.71ms, mfu 14.62%
iter 11430: loss 4.2671, time 74.73ms, mfu 14.62%
iter 11440: loss 4.1609, time 74.68ms, mfu 14.62%
iter 11450: loss 4.1153, time 74.72ms, mfu 14.62%
iter 11460: loss 4.2799, time 74.58ms, mfu 14.63%
iter 11470: loss 4.2160, time 74.45ms, mfu 14.63%
iter 11480: loss 3.9972, time 74.56ms, mfu 14.63%
iter 11490: loss 4.1669, time 74.78ms, mfu 14.63%
iter 11500: loss 4.1461, time 74.68ms, mfu 14.63%
iter 11510: loss 4.1154, time 74.56ms, mfu 14.64%
iter 11520: loss 4.2553, time 74.48ms, mfu 14.64%
iter 11530: loss 4.3342, time 74.70ms, mfu 14.64%
iter 11540: loss 4.1201, time 74.50ms, mfu 14.64%
iter 11550: loss 4.1501, time 74.64ms, mfu 14.64%
iter 11560: loss 4.0808, time 74.32ms, mfu 14.65%
iter 11570: loss 4.4154, time 74.55ms, mfu 14.65%
iter 11580: loss 4.1637, time 74.45ms, mfu 14.65%
iter 11590: loss 4.4549, time 74.61ms, mfu 14.65%
iter 11600: loss 4.2117, time 74.55ms, mfu 14.65%
iter 11610: loss 4.2767, time 74.67ms, mfu 14.65%
iter 11620: loss 4.1188, time 74.63ms, mfu 14.65%
iter 11630: loss 4.3543, time 74.57ms, mfu 14.65%
iter 11640: loss 4.2232, time 74.62ms, mfu 14.65%
iter 11650: loss 4.2892, time 74.66ms, mfu 14.65%
iter 11660: loss 4.1740, time 74.60ms, mfu 14.65%
iter 11670: loss 4.0899, time 74.63ms, mfu 14.65%
iter 11680: loss 4.2034, time 74.73ms, mfu 14.65%
iter 11690: loss 4.1693, time 74.57ms, mfu 14.65%
iter 11700: loss 4.0632, time 74.58ms, mfu 14.65%
iter 11710: loss 4.2097, time 74.74ms, mfu 14.65%
iter 11720: loss 4.2063, time 74.61ms, mfu 14.65%
iter 11730: loss 4.0546, time 74.61ms, mfu 14.65%
iter 11740: loss 4.1836, time 74.42ms, mfu 14.65%
iter 11750: loss 4.2549, time 74.55ms, mfu 14.65%
iter 11760: loss 4.1022, time 74.61ms, mfu 14.65%
iter 11770: loss 4.1561, time 74.60ms, mfu 14.65%
iter 11780: loss 4.1608, time 74.61ms, mfu 14.65%
iter 11790: loss 4.0517, time 74.60ms, mfu 14.65%
iter 11800: loss 4.0366, time 74.60ms, mfu 14.65%
iter 11810: loss 4.3377, time 74.70ms, mfu 14.65%
iter 11820: loss 4.0300, time 74.58ms, mfu 14.65%
iter 11830: loss 4.1564, time 74.57ms, mfu 14.65%
iter 11840: loss 4.1473, time 74.66ms, mfu 14.65%
iter 11850: loss 4.0974, time 74.59ms, mfu 14.65%
iter 11860: loss 4.1418, time 74.59ms, mfu 14.65%
iter 11870: loss 4.2053, time 74.63ms, mfu 14.65%
iter 11880: loss 4.0958, time 74.64ms, mfu 14.65%
iter 11890: loss 4.2063, time 74.55ms, mfu 14.65%
iter 11900: loss 4.2204, time 74.64ms, mfu 14.65%
iter 11910: loss 4.2690, time 74.61ms, mfu 14.65%
iter 11920: loss 4.3236, time 74.63ms, mfu 14.65%
iter 11930: loss 4.1502, time 74.63ms, mfu 14.65%
iter 11940: loss 4.0870, time 74.63ms, mfu 14.65%
iter 11950: loss 4.1846, time 74.65ms, mfu 14.65%
iter 11960: loss 4.0810, time 74.63ms, mfu 14.65%
iter 11970: loss 4.2497, time 74.66ms, mfu 14.65%
iter 11980: loss 4.1735, time 74.65ms, mfu 14.65%
iter 11990: loss 4.1370, time 74.61ms, mfu 14.65%
0.0928497314453125
0.4943695068359375
0.5544662475585938
0.4570655822753906
0.4226417541503906
0.4127769470214844
step 12000: train loss 4.1344, val loss 4.1489
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU
iter 12000: loss 4.1782, time 17593.78ms, mfu 13.19%
iter 12010: loss 4.1820, time 74.59ms, mfu 13.34%
iter 12020: loss 3.9161, time 74.60ms, mfu 13.47%
iter 12030: loss 4.1345, time 74.70ms, mfu 13.58%
iter 12040: loss 4.2414, time 74.67ms, mfu 13.69%
iter 12050: loss 3.8739, time 74.84ms, mfu 13.78%
iter 12060: loss 4.1162, time 74.48ms, mfu 13.87%
iter 12070: loss 4.2030, time 74.65ms, mfu 13.95%
iter 12080: loss 4.1279, time 74.57ms, mfu 14.02%
iter 12090: loss 4.2727, time 74.70ms, mfu 14.08%
iter 12100: loss 3.9666, time 74.74ms, mfu 14.14%
iter 12110: loss 4.1286, time 74.68ms, mfu 14.19%
iter 12120: loss 4.0901, time 74.70ms, mfu 14.23%
iter 12130: loss 4.0206, time 74.71ms, mfu 14.27%
iter 12140: loss 4.0836, time 74.62ms, mfu 14.31%
iter 12150: loss 4.1597, time 74.65ms, mfu 14.34%
iter 12160: loss 4.1215, time 74.66ms, mfu 14.37%
iter 12170: loss 4.2856, time 74.67ms, mfu 14.40%
iter 12180: loss 3.8676, time 74.71ms, mfu 14.42%
iter 12190: loss 3.9081, time 74.59ms, mfu 14.45%
iter 12200: loss 4.2960, time 74.61ms, mfu 14.47%
iter 12210: loss 4.1652, time 74.66ms, mfu 14.48%
iter 12220: loss 3.8376, time 74.69ms, mfu 14.50%
iter 12230: loss 4.0849, time 74.67ms, mfu 14.51%
iter 12240: loss 4.0807, time 74.68ms, mfu 14.53%
iter 12250: loss 4.1267, time 74.70ms, mfu 14.54%
iter 12260: loss 4.2201, time 74.73ms, mfu 14.55%
iter 12270: loss 3.8696, time 74.71ms, mfu 14.55%
iter 12280: loss 4.1147, time 74.64ms, mfu 14.56%
iter 12290: loss 4.0076, time 74.67ms, mfu 14.57%
iter 12300: loss 4.2103, time 74.70ms, mfu 14.58%
iter 12310: loss 4.0349, time 74.68ms, mfu 14.58%
iter 12320: loss 4.0942, time 74.66ms, mfu 14.59%
iter 12330: loss 4.1615, time 74.68ms, mfu 14.59%
iter 12340: loss 4.1518, time 74.66ms, mfu 14.60%
iter 12350: loss 4.2193, time 74.62ms, mfu 14.60%
iter 12360: loss 4.1028, time 74.69ms, mfu 14.61%
iter 12370: loss 4.1962, time 74.67ms, mfu 14.61%
iter 12380: loss 4.0146, time 74.69ms, mfu 14.61%
iter 12390: loss 4.1941, time 75.18ms, mfu 14.61%
iter 12400: loss 4.0337, time 74.66ms, mfu 14.61%
iter 12410: loss 4.3701, time 74.71ms, mfu 14.61%
iter 12420: loss 4.2753, time 74.46ms, mfu 14.62%
iter 12430: loss 4.2541, time 74.69ms, mfu 14.62%
iter 12440: loss 4.0804, time 74.63ms, mfu 14.62%
iter 12450: loss 4.0997, time 74.66ms, mfu 14.62%
iter 12460: loss 4.1645, time 74.68ms, mfu 14.63%
iter 12470: loss 4.2632, time 74.67ms, mfu 14.63%
iter 12480: loss 4.1061, time 74.70ms, mfu 14.63%
iter 12490: loss 4.2870, time 74.69ms, mfu 14.63%
iter 12500: loss 3.9931, time 74.61ms, mfu 14.63%
iter 12510: loss 4.0503, time 74.65ms, mfu 14.63%
iter 12520: loss 4.0710, time 74.67ms, mfu 14.63%
iter 12530: loss 4.1835, time 74.71ms, mfu 14.63%
iter 12540: loss 4.0427, time 74.70ms, mfu 14.63%
iter 12550: loss 3.9758, time 74.70ms, mfu 14.63%
iter 12560: loss 4.1211, time 74.65ms, mfu 14.63%
iter 12570: loss 3.9977, time 74.66ms, mfu 14.63%
iter 12580: loss 4.1180, time 74.68ms, mfu 14.63%
iter 12590: loss 4.3270, time 74.63ms, mfu 14.64%
iter 12600: loss 4.2032, time 74.66ms, mfu 14.64%
iter 12610: loss 4.1256, time 74.64ms, mfu 14.64%
iter 12620: loss 3.9429, time 74.68ms, mfu 14.64%
iter 12630: loss 4.1829, time 74.69ms, mfu 14.64%
iter 12640: loss 4.1142, time 74.70ms, mfu 14.64%
iter 12650: loss 4.1218, time 74.72ms, mfu 14.64%
iter 12660: loss 4.1781, time 74.68ms, mfu 14.64%
iter 12670: loss 4.1215, time 74.66ms, mfu 14.64%
iter 12680: loss 3.9741, time 74.75ms, mfu 14.64%
iter 12690: loss 4.1191, time 74.69ms, mfu 14.64%
iter 12700: loss 4.2752, time 74.65ms, mfu 14.64%
iter 12710: loss 4.2608, time 74.67ms, mfu 14.64%
iter 12720: loss 4.2574, time 74.77ms, mfu 14.64%
iter 12730: loss 4.1067, time 74.70ms, mfu 14.63%
iter 12740: loss 4.1507, time 75.24ms, mfu 14.62%
iter 12750: loss 3.8942, time 74.69ms, mfu 14.63%
iter 12760: loss 4.1657, time 74.72ms, mfu 14.63%
iter 12770: loss 4.1185, time 74.70ms, mfu 14.63%
iter 12780: loss 4.0885, time 74.75ms, mfu 14.63%
iter 12790: loss 4.1620, time 74.72ms, mfu 14.63%
iter 12800: loss 4.1119, time 74.71ms, mfu 14.63%
iter 12810: loss 4.0502, time 74.61ms, mfu 14.63%
iter 12820: loss 3.9979, time 74.61ms, mfu 14.63%
iter 12830: loss 4.0824, time 74.68ms, mfu 14.63%
iter 12840: loss 4.0178, time 74.62ms, mfu 14.63%
iter 12850: loss 4.0359, time 74.65ms, mfu 14.63%
iter 12860: loss 4.1929, time 74.62ms, mfu 14.64%
iter 12870: loss 4.0459, time 74.51ms, mfu 14.64%
iter 12880: loss 4.2083, time 74.59ms, mfu 14.64%
iter 12890: loss 4.3069, time 74.72ms, mfu 14.64%
iter 12900: loss 3.9160, time 74.73ms, mfu 14.64%
iter 12910: loss 4.0321, time 74.69ms, mfu 14.64%
iter 12920: loss 4.2259, time 74.68ms, mfu 14.64%
iter 12930: loss 4.1898, time 74.50ms, mfu 14.64%
iter 12940: loss 4.2822, time 74.80ms, mfu 14.64%
iter 12950: loss 4.1919, time 74.70ms, mfu 14.64%
iter 12960: loss 4.1604, time 74.70ms, mfu 14.64%
iter 12970: loss 4.0899, time 74.76ms, mfu 14.64%
iter 12980: loss 4.1651, time 74.70ms, mfu 14.64%
iter 12990: loss 4.0413, time 74.71ms, mfu 14.64%
0.08400344848632812
0.4361724853515625
0.4898262023925781
0.42566680908203125
0.3884162902832031
0.3663177490234375
step 13000: train loss 4.1172, val loss 4.1281
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU
iter 13000: loss 4.0355, time 17610.87ms, mfu 13.18%
iter 13010: loss 4.2133, time 74.73ms, mfu 13.32%
iter 13020: loss 4.0844, time 74.83ms, mfu 13.45%
iter 13030: loss 4.2169, time 74.65ms, mfu 13.57%
iter 13040: loss 3.9851, time 74.72ms, mfu 13.68%
iter 13050: loss 4.4611, time 74.48ms, mfu 13.78%
iter 13060: loss 3.9871, time 74.67ms, mfu 13.86%
iter 13070: loss 4.1775, time 74.69ms, mfu 13.94%
iter 13080: loss 4.0874, time 74.77ms, mfu 14.01%
iter 13090: loss 4.3223, time 74.73ms, mfu 14.07%
iter 13100: loss 4.2016, time 74.71ms, mfu 14.13%
iter 13110: loss 4.0832, time 74.72ms, mfu 14.18%
iter 13120: loss 4.2333, time 74.65ms, mfu 14.22%
iter 13130: loss 4.0912, time 74.69ms, mfu 14.26%
iter 13140: loss 4.1310, time 74.63ms, mfu 14.30%
iter 13150: loss 4.0299, time 74.63ms, mfu 14.34%
iter 13160: loss 4.2542, time 74.73ms, mfu 14.37%
iter 13170: loss 3.9975, time 74.64ms, mfu 14.39%
iter 13180: loss 4.0628, time 74.69ms, mfu 14.42%
iter 13190: loss 4.2840, time 74.73ms, mfu 14.44%
iter 13200: loss 4.1023, time 74.68ms, mfu 14.46%
iter 13210: loss 4.0675, time 74.67ms, mfu 14.48%
iter 13220: loss 4.1386, time 74.70ms, mfu 14.49%
iter 13230: loss 4.2249, time 74.72ms, mfu 14.51%
iter 13240: loss 4.1641, time 74.61ms, mfu 14.52%
iter 13250: loss 4.0611, time 74.74ms, mfu 14.53%
iter 13260: loss 4.1336, time 74.86ms, mfu 14.54%
iter 13270: loss 4.2323, time 74.67ms, mfu 14.55%
iter 13280: loss 4.0420, time 74.69ms, mfu 14.56%
iter 13290: loss 4.2192, time 74.70ms, mfu 14.56%
iter 13300: loss 4.0743, time 74.75ms, mfu 14.57%
iter 13310: loss 4.0927, time 74.51ms, mfu 14.58%
iter 13320: loss 4.1285, time 74.74ms, mfu 14.59%
iter 13330: loss 4.1997, time 74.61ms, mfu 14.59%
iter 13340: loss 4.1202, time 74.62ms, mfu 14.60%
iter 13350: loss 4.0228, time 74.65ms, mfu 14.60%
iter 13360: loss 3.9642, time 74.82ms, mfu 14.60%
iter 13370: loss 4.0502, time 74.78ms, mfu 14.60%
iter 13380: loss 4.0596, time 74.76ms, mfu 14.61%
iter 13390: loss 4.0521, time 74.67ms, mfu 14.61%
iter 13400: loss 4.2428, time 74.66ms, mfu 14.61%
iter 13410: loss 4.0642, time 75.07ms, mfu 14.61%
iter 13420: loss 4.0175, time 74.64ms, mfu 14.61%
iter 13430: loss 4.1453, time 74.76ms, mfu 14.61%
iter 13440: loss 4.1910, time 74.67ms, mfu 14.62%
iter 13450: loss 4.3302, time 74.62ms, mfu 14.62%
iter 13460: loss 4.2913, time 74.81ms, mfu 14.62%
iter 13470: loss 3.9448, time 74.68ms, mfu 14.62%
iter 13480: loss 4.2634, time 75.97ms, mfu 14.60%
iter 13490: loss 4.1457, time 74.77ms, mfu 14.60%
iter 13500: loss 4.1066, time 74.69ms, mfu 14.60%
iter 13510: loss 4.0088, time 74.79ms, mfu 14.60%
iter 13520: loss 4.1625, time 74.51ms, mfu 14.61%
iter 13530: loss 4.1159, time 74.81ms, mfu 14.61%
iter 13540: loss 4.0710, time 74.98ms, mfu 14.61%
iter 13550: loss 3.9717, time 74.86ms, mfu 14.61%
iter 13560: loss 4.2254, time 74.66ms, mfu 14.61%
iter 13570: loss 4.1831, time 74.75ms, mfu 14.61%
iter 13580: loss 3.9925, time 74.63ms, mfu 14.62%
iter 13590: loss 4.1651, time 74.69ms, mfu 14.62%
iter 13600: loss 4.0039, time 74.54ms, mfu 14.62%
iter 13610: loss 4.0322, time 74.64ms, mfu 14.62%
iter 13620: loss 4.2451, time 74.69ms, mfu 14.63%
iter 13630: loss 4.1319, time 74.67ms, mfu 14.63%
iter 13640: loss 4.0771, time 74.66ms, mfu 14.63%
iter 13650: loss 4.1149, time 74.69ms, mfu 14.63%
iter 13660: loss 4.1171, time 74.65ms, mfu 14.63%
iter 13670: loss 4.1929, time 74.67ms, mfu 14.63%
iter 13680: loss 4.2292, time 74.63ms, mfu 14.63%
iter 13690: loss 4.2303, time 74.73ms, mfu 14.63%
iter 13700: loss 3.9498, time 74.88ms, mfu 14.63%
iter 13710: loss 4.0657, time 74.61ms, mfu 14.63%
iter 13720: loss 4.1065, time 74.72ms, mfu 14.63%
iter 13730: loss 4.0108, time 74.77ms, mfu 14.63%
iter 13740: loss 3.9747, time 74.83ms, mfu 14.63%
iter 13750: loss 4.1901, time 74.76ms, mfu 14.63%
iter 13760: loss 3.8756, time 74.74ms, mfu 14.63%
iter 13770: loss 3.9247, time 74.63ms, mfu 14.63%
iter 13780: loss 4.0827, time 74.65ms, mfu 14.63%
iter 13790: loss 4.1651, time 74.75ms, mfu 14.63%
iter 13800: loss 4.0567, time 74.65ms, mfu 14.63%
iter 13810: loss 4.2161, time 74.75ms, mfu 14.63%
iter 13820: loss 4.1158, time 74.73ms, mfu 14.63%
iter 13830: loss 4.0512, time 74.42ms, mfu 14.64%
iter 13840: loss 4.0822, time 74.68ms, mfu 14.64%
iter 13850: loss 4.0054, time 74.67ms, mfu 14.64%
iter 13860: loss 4.2067, time 74.74ms, mfu 14.64%
iter 13870: loss 4.0469, time 74.66ms, mfu 14.64%
iter 13880: loss 4.0509, time 74.72ms, mfu 14.64%
iter 13890: loss 4.0392, time 74.71ms, mfu 14.64%
iter 13900: loss 4.2381, time 74.73ms, mfu 14.63%
iter 13910: loss 4.2043, time 74.72ms, mfu 14.63%
iter 13920: loss 4.1105, time 74.65ms, mfu 14.63%
iter 13930: loss 4.2579, time 74.68ms, mfu 14.64%
iter 13940: loss 4.2185, time 74.66ms, mfu 14.64%
iter 13950: loss 4.1630, time 74.58ms, mfu 14.64%
iter 13960: loss 4.0999, time 74.74ms, mfu 14.64%
iter 13970: loss 4.0915, time 74.64ms, mfu 14.64%
iter 13980: loss 4.0764, time 74.79ms, mfu 14.64%
iter 13990: loss 4.2098, time 74.66ms, mfu 14.64%
0.0870819091796875
0.4574394226074219
0.5023193359375
0.4347267150878906
0.3746070861816406
0.35205841064453125
step 14000: train loss 4.0883, val loss 4.1039
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU
iter 14000: loss 4.1702, time 17621.29ms, mfu 13.18%
iter 14010: loss 4.0289, time 74.61ms, mfu 13.33%
iter 14020: loss 4.1722, time 74.71ms, mfu 13.46%
iter 14030: loss 4.0738, time 74.68ms, mfu 13.57%
iter 14040: loss 4.0352, time 74.66ms, mfu 13.68%
iter 14050: loss 4.2014, time 74.82ms, mfu 13.77%
iter 14060: loss 4.0487, time 74.66ms, mfu 13.86%
iter 14070: loss 4.0692, time 74.74ms, mfu 13.94%
iter 14080: loss 3.8413, time 74.74ms, mfu 14.01%
iter 14090: loss 4.1623, time 74.58ms, mfu 14.07%
iter 14100: loss 4.0270, time 74.78ms, mfu 14.13%
iter 14110: loss 4.1689, time 74.71ms, mfu 14.18%
iter 14120: loss 4.1227, time 74.64ms, mfu 14.22%
iter 14130: loss 4.0932, time 74.75ms, mfu 14.26%
iter 14140: loss 4.1272, time 74.70ms, mfu 14.30%
iter 14150: loss 4.0826, time 74.67ms, mfu 14.33%
iter 14160: loss 4.1267, time 74.67ms, mfu 14.36%
iter 14170: loss 3.8671, time 74.68ms, mfu 14.39%
iter 14180: loss 3.8402, time 74.63ms, mfu 14.42%
iter 14190: loss 3.9484, time 74.63ms, mfu 14.44%
iter 14200: loss 4.1855, time 74.70ms, mfu 14.46%
iter 14210: loss 4.1335, time 74.72ms, mfu 14.48%
iter 14220: loss 4.0868, time 74.69ms, mfu 14.49%
iter 14230: loss 4.0525, time 74.63ms, mfu 14.51%
iter 14240: loss 4.0741, time 74.70ms, mfu 14.52%
iter 14250: loss 3.9671, time 74.70ms, mfu 14.53%
iter 14260: loss 4.0491, time 74.66ms, mfu 14.54%
iter 14270: loss 4.1046, time 74.63ms, mfu 14.55%
iter 14280: loss 3.9836, time 74.72ms, mfu 14.56%
iter 14290: loss 4.0371, time 74.67ms, mfu 14.57%
iter 14300: loss 4.1654, time 74.58ms, mfu 14.58%
iter 14310: loss 4.1240, time 74.67ms, mfu 14.58%
iter 14320: loss 4.1440, time 74.70ms, mfu 14.59%
iter 14330: loss 4.1980, time 74.67ms, mfu 14.59%
iter 14340: loss 4.1429, time 74.67ms, mfu 14.60%
iter 14350: loss 4.0854, time 74.74ms, mfu 14.60%
iter 14360: loss 4.1524, time 75.15ms, mfu 14.60%
iter 14370: loss 3.8676, time 74.71ms, mfu 14.60%
iter 14380: loss 4.1161, time 74.76ms, mfu 14.60%
iter 14390: loss 4.2056, time 74.75ms, mfu 14.60%
iter 14400: loss 4.1688, time 74.70ms, mfu 14.61%
iter 14410: loss 4.2460, time 74.71ms, mfu 14.61%
iter 14420: loss 3.8352, time 74.71ms, mfu 14.61%
iter 14430: loss 3.8612, time 74.69ms, mfu 14.61%
iter 14440: loss 4.1493, time 74.68ms, mfu 14.62%
iter 14450: loss 4.0249, time 74.67ms, mfu 14.62%
iter 14460: loss 4.1476, time 74.65ms, mfu 14.62%
iter 14470: loss 4.1722, time 74.68ms, mfu 14.62%
iter 14480: loss 3.9877, time 74.67ms, mfu 14.62%
iter 14490: loss 4.2688, time 74.75ms, mfu 14.62%
iter 14500: loss 4.1620, time 74.75ms, mfu 14.62%
iter 14510: loss 3.9133, time 74.72ms, mfu 14.62%
iter 14520: loss 4.1550, time 74.72ms, mfu 14.63%
iter 14530: loss 4.1278, time 74.63ms, mfu 14.63%
iter 14540: loss 4.1153, time 74.70ms, mfu 14.63%
iter 14550: loss 3.9810, time 74.68ms, mfu 14.63%
iter 14560: loss 3.9290, time 74.73ms, mfu 14.63%
iter 14570: loss 4.0055, time 75.14ms, mfu 14.62%
iter 14580: loss 4.1279, time 74.70ms, mfu 14.62%
iter 14590: loss 4.0979, time 74.65ms, mfu 14.62%
iter 14600: loss 3.9355, time 74.61ms, mfu 14.63%
iter 14610: loss 4.1119, time 74.77ms, mfu 14.63%
iter 14620: loss 4.1255, time 74.73ms, mfu 14.63%
iter 14630: loss 4.0085, time 74.62ms, mfu 14.63%
iter 14640: loss 4.1470, time 74.70ms, mfu 14.63%
iter 14650: loss 4.2619, time 74.67ms, mfu 14.63%
iter 14660: loss 4.0570, time 74.74ms, mfu 14.63%
iter 14670: loss 4.0489, time 74.72ms, mfu 14.63%
iter 14680: loss 4.1301, time 74.78ms, mfu 14.63%
iter 14690: loss 4.0847, time 73.41ms, mfu 14.65%
iter 14700: loss 4.0890, time 74.51ms, mfu 14.66%
iter 14710: loss 4.0358, time 74.71ms, mfu 14.65%
iter 14720: loss 4.1483, time 74.85ms, mfu 14.65%
iter 14730: loss 4.0193, time 74.74ms, mfu 14.65%
iter 14740: loss 4.1338, time 74.70ms, mfu 14.65%
iter 14750: loss 4.0953, time 74.67ms, mfu 14.64%
iter 14760: loss 4.0358, time 74.87ms, mfu 14.64%
iter 14770: loss 4.1078, time 74.78ms, mfu 14.64%
iter 14780: loss 4.2902, time 74.66ms, mfu 14.64%
iter 14790: loss 3.9584, time 74.69ms, mfu 14.64%
iter 14800: loss 4.1456, time 74.68ms, mfu 14.64%
iter 14810: loss 4.0447, time 74.69ms, mfu 14.64%
iter 14820: loss 3.8987, time 74.74ms, mfu 14.64%
iter 14830: loss 4.0450, time 74.74ms, mfu 14.64%
iter 14840: loss 4.0074, time 74.71ms, mfu 14.64%
iter 14850: loss 4.1391, time 74.95ms, mfu 14.63%
iter 14860: loss 4.2843, time 74.67ms, mfu 14.63%
iter 14870: loss 4.0702, time 74.72ms, mfu 14.63%
iter 14880: loss 4.0547, time 74.63ms, mfu 14.63%
iter 14890: loss 4.1993, time 74.67ms, mfu 14.63%
iter 14900: loss 4.0425, time 74.68ms, mfu 14.63%
iter 14910: loss 4.1038, time 74.75ms, mfu 14.63%
iter 14920: loss 4.1871, time 74.67ms, mfu 14.63%
iter 14930: loss 3.9417, time 74.70ms, mfu 14.63%
iter 14940: loss 4.1296, time 73.45ms, mfu 14.66%
iter 14950: loss 4.1002, time 74.67ms, mfu 14.66%
iter 14960: loss 3.9591, time 74.72ms, mfu 14.65%
iter 14970: loss 3.9770, time 74.68ms, mfu 14.65%
