Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BlockTReGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.98M
num decayed parameter tensors: 38, with 30,363,648 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 3990: loss 4.7641, time 74.57ms, mfu 14.66%
0.001140594482421875
0.7172966003417969
0.7476768493652344
0.247528076171875
0.3395423889160156
0.2322998046875
step 4000: train loss 4.7375, val loss 4.7477
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 4000: loss 4.6843, time 17587.97ms, mfu 13.20%
iter 4010: loss 4.6483, time 75.23ms, mfu 13.33%
iter 4020: loss 4.8014, time 74.33ms, mfu 13.47%
iter 4030: loss 4.6806, time 74.64ms, mfu 13.59%
iter 4040: loss 4.8656, time 74.73ms, mfu 13.69%
iter 4050: loss 4.6749, time 74.63ms, mfu 13.79%
iter 4060: loss 4.6913, time 100.04ms, mfu 13.50%
iter 4070: loss 4.6074, time 73.49ms, mfu 13.64%
iter 4080: loss 4.6632, time 74.66ms, mfu 13.74%
iter 4090: loss 4.5999, time 74.64ms, mfu 13.83%
iter 4100: loss 4.8088, time 74.36ms, mfu 13.92%
iter 4110: loss 4.8864, time 74.77ms, mfu 13.99%
iter 4120: loss 4.7631, time 74.72ms, mfu 14.05%
iter 4130: loss 4.7585, time 74.69ms, mfu 14.11%
iter 4140: loss 4.7109, time 74.72ms, mfu 14.16%
iter 4150: loss 4.6302, time 74.69ms, mfu 14.21%
iter 4160: loss 4.6679, time 74.59ms, mfu 14.25%
iter 4170: loss 4.7368, time 74.67ms, mfu 14.29%
iter 4180: loss 4.6836, time 74.80ms, mfu 14.32%
iter 4190: loss 4.6930, time 74.75ms, mfu 14.35%
iter 4200: loss 4.7942, time 74.69ms, mfu 14.38%
iter 4210: loss 4.6655, time 73.70ms, mfu 14.43%
iter 4220: loss 4.5222, time 74.67ms, mfu 14.45%
iter 4230: loss 4.5657, time 74.54ms, mfu 14.47%
iter 4240: loss 4.4487, time 74.67ms, mfu 14.49%
iter 4250: loss 4.7625, time 74.74ms, mfu 14.50%
iter 4260: loss 4.9168, time 74.76ms, mfu 14.51%
iter 4270: loss 4.6638, time 74.66ms, mfu 14.53%
iter 4280: loss 4.6078, time 74.68ms, mfu 14.54%
iter 4290: loss 4.5603, time 74.65ms, mfu 14.55%
iter 4300: loss 4.4301, time 74.64ms, mfu 14.56%
iter 4310: loss 4.6475, time 74.56ms, mfu 14.57%
iter 4320: loss 4.6831, time 74.66ms, mfu 14.58%
iter 4330: loss 4.6653, time 74.78ms, mfu 14.58%
iter 4340: loss 4.7487, time 74.67ms, mfu 14.59%
iter 4350: loss 4.8213, time 74.67ms, mfu 14.59%
iter 4360: loss 4.7793, time 74.19ms, mfu 14.61%
iter 4370: loss 4.6599, time 74.59ms, mfu 14.61%
iter 4380: loss 4.9437, time 74.69ms, mfu 14.61%
iter 4390: loss 4.7152, time 74.67ms, mfu 14.62%
iter 4400: loss 4.7514, time 74.65ms, mfu 14.62%
iter 4410: loss 4.7345, time 74.69ms, mfu 14.62%
iter 4420: loss 4.7413, time 74.69ms, mfu 14.62%
iter 4430: loss 4.5961, time 74.56ms, mfu 14.63%
iter 4440: loss 4.5102, time 74.42ms, mfu 14.63%
iter 4450: loss 4.7004, time 74.70ms, mfu 14.63%
iter 4460: loss 4.6220, time 74.75ms, mfu 14.63%
iter 4470: loss 4.6400, time 74.69ms, mfu 14.63%
iter 4480: loss 4.7136, time 74.66ms, mfu 14.63%
iter 4490: loss 4.7712, time 74.84ms, mfu 14.63%
iter 4500: loss 4.6350, time 74.68ms, mfu 14.63%
iter 4510: loss 4.4092, time 74.71ms, mfu 14.63%
iter 4520: loss 4.5136, time 73.40ms, mfu 14.66%
iter 4530: loss 4.5648, time 74.67ms, mfu 14.66%
iter 4540: loss 4.6713, time 74.80ms, mfu 14.65%
iter 4550: loss 4.5945, time 74.73ms, mfu 14.65%
iter 4560: loss 4.5275, time 74.66ms, mfu 14.65%
iter 4570: loss 4.5580, time 74.23ms, mfu 14.66%
iter 4580: loss 4.5383, time 74.90ms, mfu 14.65%
iter 4590: loss 4.8155, time 74.64ms, mfu 14.65%
iter 4600: loss 4.6606, time 74.64ms, mfu 14.65%
iter 4610: loss 4.4499, time 74.68ms, mfu 14.65%
iter 4620: loss 4.6216, time 74.72ms, mfu 14.65%
iter 4630: loss 4.5575, time 74.67ms, mfu 14.65%
iter 4640: loss 4.7297, time 74.69ms, mfu 14.64%
iter 4650: loss 4.6399, time 74.18ms, mfu 14.65%
iter 4660: loss 4.6932, time 75.14ms, mfu 14.64%
iter 4670: loss 4.6061, time 74.59ms, mfu 14.64%
iter 4680: loss 4.5545, time 74.68ms, mfu 14.64%
iter 4690: loss 4.6495, time 74.73ms, mfu 14.64%
iter 4700: loss 4.3197, time 74.68ms, mfu 14.64%
iter 4710: loss 4.5647, time 74.78ms, mfu 14.64%
iter 4720: loss 4.6961, time 74.80ms, mfu 14.64%
iter 4730: loss 4.6443, time 74.61ms, mfu 14.64%
iter 4740: loss 4.8097, time 74.64ms, mfu 14.64%
iter 4750: loss 4.5573, time 74.73ms, mfu 14.64%
iter 4760: loss 4.4195, time 75.05ms, mfu 14.63%
iter 4770: loss 4.5788, time 74.42ms, mfu 14.64%
iter 4780: loss 4.6396, time 74.46ms, mfu 14.64%
iter 4790: loss 4.6702, time 74.84ms, mfu 14.64%
iter 4800: loss 4.4422, time 74.65ms, mfu 14.64%
iter 4810: loss 4.5756, time 74.63ms, mfu 14.64%
iter 4820: loss 4.6372, time 74.69ms, mfu 14.64%
iter 4830: loss 4.7348, time 74.66ms, mfu 14.64%
iter 4840: loss 4.6978, time 74.72ms, mfu 14.64%
iter 4850: loss 4.6336, time 74.68ms, mfu 14.64%
iter 4860: loss 4.6857, time 74.84ms, mfu 14.63%
iter 4870: loss 4.7095, time 74.84ms, mfu 14.63%
iter 4880: loss 4.5812, time 74.69ms, mfu 14.63%
iter 4890: loss 4.5243, time 74.67ms, mfu 14.63%
iter 4900: loss 4.5071, time 74.24ms, mfu 14.64%
iter 4910: loss 4.6170, time 74.70ms, mfu 14.64%
iter 4920: loss 4.4989, time 74.65ms, mfu 14.64%
iter 4930: loss 4.6456, time 74.72ms, mfu 14.64%
iter 4940: loss 4.5626, time 74.59ms, mfu 14.64%
iter 4950: loss 4.6901, time 74.62ms, mfu 14.64%
iter 4960: loss 4.5423, time 74.65ms, mfu 14.64%
iter 4970: loss 4.7329, time 74.81ms, mfu 14.64%
iter 4980: loss 4.4908, time 74.64ms, mfu 14.64%
iter 4990: loss 4.4599, time 74.66ms, mfu 14.64%
0.001232147216796875
0.719818115234375
0.7260055541992188
0.2204742431640625
0.3022270202636719
0.16082000732421875
step 5000: train loss 4.6026, val loss 4.6144
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 5000: loss 4.5632, time 17581.40ms, mfu 13.18%
iter 5010: loss 4.6311, time 74.60ms, mfu 13.33%
iter 5020: loss 4.5485, time 74.68ms, mfu 13.46%
iter 5030: loss 4.7344, time 74.62ms, mfu 13.58%
iter 5040: loss 4.6789, time 74.67ms, mfu 13.69%
iter 5050: loss 4.7757, time 74.69ms, mfu 13.78%
iter 5060: loss 4.7748, time 74.67ms, mfu 13.87%
iter 5070: loss 4.5103, time 74.64ms, mfu 13.94%
iter 5080: loss 4.6725, time 74.60ms, mfu 14.02%
iter 5090: loss 4.5516, time 74.63ms, mfu 14.08%
iter 5100: loss 4.6949, time 74.55ms, mfu 14.14%
iter 5110: loss 4.7303, time 74.68ms, mfu 14.19%
iter 5120: loss 4.4016, time 74.70ms, mfu 14.23%
iter 5130: loss 4.4762, time 74.65ms, mfu 14.27%
iter 5140: loss 4.5864, time 74.67ms, mfu 14.31%
iter 5150: loss 4.8332, time 74.69ms, mfu 14.34%
iter 5160: loss 4.4617, time 74.57ms, mfu 14.37%
iter 5170: loss 4.4478, time 74.66ms, mfu 14.40%
iter 5180: loss 4.5213, time 74.72ms, mfu 14.42%
iter 5190: loss 4.5501, time 74.68ms, mfu 14.45%
iter 5200: loss 4.6140, time 74.41ms, mfu 14.47%
iter 5210: loss 4.5511, time 74.24ms, mfu 14.50%
iter 5220: loss 4.3783, time 74.64ms, mfu 14.51%
iter 5230: loss 4.3732, time 74.57ms, mfu 14.53%
iter 5240: loss 4.5187, time 74.61ms, mfu 14.54%
iter 5250: loss 4.4693, time 74.65ms, mfu 14.55%
iter 5260: loss 4.5095, time 76.02ms, mfu 14.53%
iter 5270: loss 4.5133, time 74.35ms, mfu 14.55%
iter 5280: loss 4.6403, time 74.64ms, mfu 14.56%
iter 5290: loss 4.5860, time 74.68ms, mfu 14.57%
iter 5300: loss 4.6109, time 74.54ms, mfu 14.58%
iter 5310: loss 4.6756, time 74.70ms, mfu 14.58%
iter 5320: loss 4.4770, time 74.71ms, mfu 14.59%
iter 5330: loss 4.6957, time 74.71ms, mfu 14.59%
iter 5340: loss 4.5139, time 74.69ms, mfu 14.60%
iter 5350: loss 4.4868, time 74.70ms, mfu 14.60%
iter 5360: loss 4.4668, time 74.69ms, mfu 14.60%
iter 5370: loss 4.6090, time 74.64ms, mfu 14.61%
iter 5380: loss 4.3942, time 74.67ms, mfu 14.61%
iter 5390: loss 4.6967, time 74.63ms, mfu 14.61%
iter 5400: loss 4.4718, time 74.67ms, mfu 14.62%
iter 5410: loss 4.5574, time 74.60ms, mfu 14.62%
iter 5420: loss 4.6909, time 74.64ms, mfu 14.62%
iter 5430: loss 4.7141, time 74.71ms, mfu 14.62%
iter 5440: loss 4.6222, time 74.66ms, mfu 14.63%
iter 5450: loss 4.7828, time 74.97ms, mfu 14.62%
iter 5460: loss 4.5991, time 74.63ms, mfu 14.62%
iter 5470: loss 4.5930, time 78.54ms, mfu 14.55%
iter 5480: loss 4.6193, time 74.69ms, mfu 14.56%
iter 5490: loss 4.5942, time 74.73ms, mfu 14.57%
iter 5500: loss 4.5669, time 74.69ms, mfu 14.57%
iter 5510: loss 4.4645, time 74.64ms, mfu 14.58%
iter 5520: loss 4.6392, time 74.70ms, mfu 14.59%
iter 5530: loss 4.5499, time 74.70ms, mfu 14.59%
iter 5540: loss 4.5613, time 74.64ms, mfu 14.60%
iter 5550: loss 4.5152, time 74.69ms, mfu 14.60%
iter 5560: loss 4.5201, time 74.63ms, mfu 14.61%
iter 5570: loss 4.4548, time 74.59ms, mfu 14.61%
iter 5580: loss 4.4096, time 74.59ms, mfu 14.62%
iter 5590: loss 4.5603, time 74.58ms, mfu 14.62%
iter 5600: loss 4.5471, time 74.61ms, mfu 14.62%
iter 5610: loss 4.6050, time 75.25ms, mfu 14.61%
iter 5620: loss 4.6434, time 74.70ms, mfu 14.61%
iter 5630: loss 4.5015, time 74.63ms, mfu 14.62%
iter 5640: loss 4.4763, time 74.62ms, mfu 14.62%
iter 5650: loss 4.5474, time 74.66ms, mfu 14.62%
iter 5660: loss 4.3892, time 74.67ms, mfu 14.62%
iter 5670: loss 4.4603, time 74.54ms, mfu 14.63%
iter 5680: loss 4.6628, time 74.69ms, mfu 14.63%
iter 5690: loss 4.4518, time 74.70ms, mfu 14.63%
iter 5700: loss 4.4857, time 74.65ms, mfu 14.63%
iter 5710: loss 4.8714, time 74.67ms, mfu 14.63%
iter 5720: loss 4.5867, time 74.70ms, mfu 14.63%
iter 5730: loss 4.4380, time 74.68ms, mfu 14.63%
iter 5740: loss 4.4552, time 74.61ms, mfu 14.63%
iter 5750: loss 4.5891, time 74.64ms, mfu 14.64%
iter 5760: loss 4.4726, time 75.17ms, mfu 14.63%
iter 5770: loss 4.4379, time 74.60ms, mfu 14.63%
iter 5780: loss 4.4996, time 74.63ms, mfu 14.63%
iter 5790: loss 4.6565, time 74.70ms, mfu 14.63%
iter 5800: loss 4.6298, time 74.70ms, mfu 14.63%
iter 5810: loss 4.6449, time 74.69ms, mfu 14.63%
iter 5820: loss 4.6211, time 74.67ms, mfu 14.63%
iter 5830: loss 4.5319, time 74.62ms, mfu 14.63%
iter 5840: loss 4.5499, time 74.59ms, mfu 14.64%
iter 5850: loss 4.5400, time 74.60ms, mfu 14.64%
iter 5860: loss 4.5969, time 74.66ms, mfu 14.64%
iter 5870: loss 4.6617, time 74.87ms, mfu 14.63%
iter 5880: loss 4.6592, time 74.67ms, mfu 14.64%
iter 5890: loss 4.4976, time 74.64ms, mfu 14.64%
iter 5900: loss 4.5445, time 74.65ms, mfu 14.64%
iter 5910: loss 4.5013, time 74.47ms, mfu 14.64%
iter 5920: loss 4.6245, time 74.46ms, mfu 14.65%
iter 5930: loss 4.5088, time 74.65ms, mfu 14.64%
iter 5940: loss 4.5332, time 74.84ms, mfu 14.64%
iter 5950: loss 4.6119, time 74.54ms, mfu 14.64%
iter 5960: loss 4.4864, time 74.66ms, mfu 14.64%
iter 5970: loss 4.6318, time 74.62ms, mfu 14.64%
iter 5980: loss 4.4999, time 74.70ms, mfu 14.64%
iter 5990: loss 4.6789, time 74.42ms, mfu 14.65%
0.00083160400390625
0.6666679382324219
0.6119766235351562
0.1735992431640625
0.25753021240234375
0.14867401123046875
step 6000: train loss 4.5271, val loss 4.5324
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 6000: loss 4.5997, time 17591.32ms, mfu 13.19%
iter 6010: loss 4.4329, time 74.63ms, mfu 13.33%
iter 6020: loss 4.5221, time 74.61ms, mfu 13.47%
iter 6030: loss 4.4518, time 74.55ms, mfu 13.59%
iter 6040: loss 4.3930, time 74.63ms, mfu 13.69%
iter 6050: loss 4.4572, time 73.93ms, mfu 13.80%
iter 6060: loss 4.3937, time 74.59ms, mfu 13.89%
iter 6070: loss 4.3493, time 74.70ms, mfu 13.96%
iter 6080: loss 4.5272, time 74.51ms, mfu 14.03%
iter 6090: loss 4.5228, time 74.66ms, mfu 14.09%
iter 6100: loss 4.8026, time 74.65ms, mfu 14.15%
iter 6110: loss 4.4534, time 74.63ms, mfu 14.20%
iter 6120: loss 4.4779, time 74.27ms, mfu 14.25%
iter 6130: loss 4.6523, time 74.13ms, mfu 14.30%
iter 6140: loss 4.6118, time 74.59ms, mfu 14.34%
iter 6150: loss 4.5461, time 74.62ms, mfu 14.37%
iter 6160: loss 4.1544, time 73.31ms, mfu 14.42%
iter 6170: loss 4.3255, time 74.61ms, mfu 14.44%
iter 6180: loss 4.3228, time 74.63ms, mfu 14.46%
iter 6190: loss 4.6353, time 74.71ms, mfu 14.48%
iter 6200: loss 4.5187, time 74.60ms, mfu 14.50%
iter 6210: loss 4.6350, time 74.65ms, mfu 14.51%
iter 6220: loss 4.4672, time 74.72ms, mfu 14.52%
iter 6230: loss 4.5741, time 75.58ms, mfu 14.52%
iter 6240: loss 4.4423, time 8.63ms, mfu 25.73%
iter 6250: loss 4.5292, time 74.86ms, mfu 24.62%
iter 6260: loss 4.3800, time 74.52ms, mfu 23.62%
iter 6270: loss 4.4541, time 74.64ms, mfu 22.73%
iter 6280: loss 4.6952, time 74.78ms, mfu 21.92%
iter 6290: loss 4.5478, time 74.63ms, mfu 21.19%
iter 6300: loss 4.5905, time 74.87ms, mfu 20.53%
iter 6310: loss 4.5223, time 74.65ms, mfu 19.94%
iter 6320: loss 4.4775, time 74.52ms, mfu 19.41%
iter 6330: loss 4.4792, time 74.53ms, mfu 18.94%
iter 6340: loss 4.4792, time 74.57ms, mfu 18.51%
iter 6350: loss 4.5061, time 74.53ms, mfu 18.13%
iter 6360: loss 4.6176, time 74.68ms, mfu 17.78%
iter 6370: loss 4.5515, time 74.62ms, mfu 17.47%
iter 6380: loss 4.6015, time 74.63ms, mfu 17.18%
iter 6390: loss 4.4878, time 74.43ms, mfu 16.93%
iter 6400: loss 4.5186, time 75.94ms, mfu 16.68%
iter 6410: loss 4.5424, time 74.59ms, mfu 16.48%
iter 6420: loss 4.4355, time 74.59ms, mfu 16.30%
iter 6430: loss 4.4828, time 74.69ms, mfu 16.13%
iter 6440: loss 4.6754, time 74.72ms, mfu 15.98%
iter 6450: loss 4.6812, time 74.63ms, mfu 15.85%
iter 6460: loss 4.4772, time 74.67ms, mfu 15.73%
iter 6470: loss 4.5808, time 74.11ms, mfu 15.63%
iter 6480: loss 4.5003, time 75.96ms, mfu 15.50%
iter 6490: loss 4.2966, time 74.67ms, mfu 15.42%
iter 6500: loss 4.3409, time 74.70ms, mfu 15.34%
iter 6510: loss 4.5311, time 74.65ms, mfu 15.27%
iter 6520: loss 4.3720, time 74.64ms, mfu 15.21%
iter 6530: loss 4.2198, time 74.20ms, mfu 15.16%
iter 6540: loss 4.4816, time 74.59ms, mfu 15.11%
iter 6550: loss 4.4810, time 74.67ms, mfu 15.06%
iter 6560: loss 4.4174, time 74.65ms, mfu 15.02%
iter 6570: loss 4.5061, time 74.57ms, mfu 14.98%
iter 6580: loss 4.5743, time 74.67ms, mfu 14.95%
iter 6590: loss 4.3852, time 74.64ms, mfu 14.92%
iter 6600: loss 4.4296, time 74.64ms, mfu 14.89%
iter 6610: loss 4.5333, time 74.59ms, mfu 14.87%
iter 6620: loss 4.5343, time 74.71ms, mfu 14.84%
iter 6630: loss 4.4088, time 74.62ms, mfu 14.82%
iter 6640: loss 4.5449, time 74.59ms, mfu 14.81%
iter 6650: loss 4.4437, time 74.60ms, mfu 14.79%
iter 6660: loss 4.5355, time 74.60ms, mfu 14.78%
iter 6670: loss 4.5728, time 74.72ms, mfu 14.76%
iter 6680: loss 4.4074, time 74.63ms, mfu 14.75%
iter 6690: loss 4.4135, time 74.64ms, mfu 14.74%
iter 6700: loss 4.6024, time 74.59ms, mfu 14.73%
iter 6710: loss 4.3874, time 74.69ms, mfu 14.72%
iter 6720: loss 4.5785, time 74.74ms, mfu 14.71%
iter 6730: loss 4.5671, time 74.76ms, mfu 14.70%
iter 6740: loss 4.4983, time 74.67ms, mfu 14.70%
iter 6750: loss 4.6027, time 74.72ms, mfu 14.69%
iter 6760: loss 4.4948, time 74.53ms, mfu 14.69%
iter 6770: loss 4.5233, time 74.63ms, mfu 14.68%
iter 6780: loss 4.4304, time 74.85ms, mfu 14.68%
iter 6790: loss 4.4184, time 74.87ms, mfu 14.67%
iter 6800: loss 4.6035, time 74.64ms, mfu 14.67%
iter 6810: loss 4.2002, time 74.73ms, mfu 14.66%
iter 6820: loss 4.4334, time 74.71ms, mfu 14.66%
iter 6830: loss 4.5209, time 74.73ms, mfu 14.66%
iter 6840: loss 4.5678, time 75.75ms, mfu 14.63%
iter 6850: loss 4.6120, time 74.45ms, mfu 14.64%
iter 6860: loss 4.4740, time 74.93ms, mfu 14.63%
iter 6870: loss 4.5659, time 74.91ms, mfu 14.63%
iter 6880: loss 4.6752, time 74.71ms, mfu 14.63%
iter 6890: loss 4.3264, time 74.66ms, mfu 14.63%
iter 6900: loss 4.5427, time 74.67ms, mfu 14.63%
iter 6910: loss 4.4166, time 74.63ms, mfu 14.63%
iter 6920: loss 4.3459, time 74.52ms, mfu 14.64%
iter 6930: loss 4.4686, time 74.70ms, mfu 14.64%
iter 6940: loss 4.5672, time 74.88ms, mfu 14.63%
iter 6950: loss 4.3903, time 74.85ms, mfu 14.63%
iter 6960: loss 4.5022, time 74.76ms, mfu 14.63%
iter 6970: loss 4.3378, time 74.71ms, mfu 14.63%
iter 6980: loss 4.3445, time 74.77ms, mfu 14.63%
iter 6990: loss 4.6578, time 74.74ms, mfu 14.63%
0.000820159912109375
0.6635780334472656
0.5620765686035156
0.15323638916015625
0.22537994384765625
0.11333084106445312
step 7000: train loss 4.4650, val loss 4.4783
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 7000: loss 4.4112, time 17698.66ms, mfu 13.17%
iter 7010: loss 4.5612, time 74.65ms, mfu 13.32%
iter 7020: loss 4.6085, time 74.74ms, mfu 13.45%
iter 7030: loss 4.5317, time 74.72ms, mfu 13.57%
iter 7040: loss 4.3764, time 74.72ms, mfu 13.67%
iter 7050: loss 4.3381, time 74.68ms, mfu 13.77%
iter 7060: loss 4.4818, time 74.72ms, mfu 13.86%
iter 7070: loss 4.3842, time 74.74ms, mfu 13.93%
iter 7080: loss 4.4341, time 74.69ms, mfu 14.00%
iter 7090: loss 4.4362, time 74.71ms, mfu 14.07%
iter 7100: loss 4.5314, time 74.70ms, mfu 14.12%
iter 7110: loss 4.4869, time 74.72ms, mfu 14.17%
iter 7120: loss 4.1572, time 74.75ms, mfu 14.22%
iter 7130: loss 4.6775, time 74.67ms, mfu 14.26%
iter 7140: loss 4.3794, time 74.25ms, mfu 14.31%
iter 7150: loss 4.5384, time 74.74ms, mfu 14.34%
iter 7160: loss 4.5572, time 74.71ms, mfu 14.37%
iter 7170: loss 4.4427, time 74.63ms, mfu 14.40%
iter 7180: loss 4.2810, time 74.69ms, mfu 14.42%
iter 7190: loss 4.4933, time 74.87ms, mfu 14.44%
iter 7200: loss 4.4777, time 74.69ms, mfu 14.46%
iter 7210: loss 4.4073, time 74.66ms, mfu 14.48%
iter 7220: loss 4.6242, time 74.49ms, mfu 14.50%
iter 7230: loss 4.5216, time 74.67ms, mfu 14.51%
iter 7240: loss 4.4498, time 74.70ms, mfu 14.52%
iter 7250: loss 4.3202, time 74.63ms, mfu 14.54%
iter 7260: loss 4.4679, time 74.49ms, mfu 14.55%
iter 7270: loss 4.4509, time 74.32ms, mfu 14.57%
iter 7280: loss 4.6135, time 74.82ms, mfu 14.57%
iter 7290: loss 4.4820, time 74.81ms, mfu 14.57%
iter 7300: loss 4.4469, time 74.52ms, mfu 14.58%
iter 7310: loss 4.4705, time 74.63ms, mfu 14.59%
iter 7320: loss 4.4059, time 74.68ms, mfu 14.59%
iter 7330: loss 4.5378, time 74.71ms, mfu 14.60%
iter 7340: loss 4.4847, time 74.30ms, mfu 14.61%
iter 7350: loss 4.5337, time 74.50ms, mfu 14.62%
iter 7360: loss 4.4044, time 74.75ms, mfu 14.62%
iter 7370: loss 4.4081, time 74.71ms, mfu 14.62%
iter 7380: loss 4.5682, time 74.70ms, mfu 14.62%
iter 7390: loss 4.3844, time 74.68ms, mfu 14.62%
iter 7400: loss 4.4755, time 74.76ms, mfu 14.62%
iter 7410: loss 4.5790, time 74.13ms, mfu 14.63%
iter 7420: loss 4.4123, time 74.83ms, mfu 14.63%
iter 7430: loss 4.3741, time 74.31ms, mfu 14.64%
iter 7440: loss 4.3952, time 74.82ms, mfu 14.64%
iter 7450: loss 4.3592, time 74.99ms, mfu 14.63%
iter 7460: loss 4.3893, time 75.41ms, mfu 14.62%
iter 7470: loss 4.4731, time 74.18ms, mfu 14.63%
iter 7480: loss 4.3709, time 74.38ms, mfu 14.64%
iter 7490: loss 4.4070, time 74.60ms, mfu 14.64%
iter 7500: loss 4.3607, time 74.67ms, mfu 14.64%
iter 7510: loss 4.4123, time 74.68ms, mfu 14.64%
iter 7520: loss 4.4327, time 74.30ms, mfu 14.65%
iter 7530: loss 4.4742, time 74.67ms, mfu 14.64%
iter 7540: loss 4.3502, time 74.72ms, mfu 14.64%
iter 7550: loss 4.5227, time 74.64ms, mfu 14.64%
iter 7560: loss 4.4724, time 100.22ms, mfu 14.27%
iter 7570: loss 4.1831, time 74.52ms, mfu 14.31%
iter 7580: loss 4.1917, time 74.73ms, mfu 14.34%
iter 7590: loss 4.4415, time 73.74ms, mfu 14.39%
iter 7600: loss 4.3188, time 74.92ms, mfu 14.41%
iter 7610: loss 4.4068, time 74.69ms, mfu 14.43%
iter 7620: loss 4.3347, time 74.72ms, mfu 14.45%
iter 7630: loss 4.6131, time 74.68ms, mfu 14.47%
iter 7640: loss 4.4200, time 74.71ms, mfu 14.49%
iter 7650: loss 4.3500, time 74.60ms, mfu 14.50%
iter 7660: loss 4.0402, time 74.68ms, mfu 14.52%
iter 7670: loss 4.4857, time 74.86ms, mfu 14.53%
iter 7680: loss 4.5642, time 74.69ms, mfu 14.54%
iter 7690: loss 4.4634, time 74.72ms, mfu 14.55%
iter 7700: loss 4.5465, time 74.67ms, mfu 14.56%
iter 7710: loss 4.4724, time 74.69ms, mfu 14.56%
iter 7720: loss 4.4212, time 74.45ms, mfu 14.58%
iter 7730: loss 4.4769, time 74.69ms, mfu 14.58%
iter 7740: loss 4.5838, time 74.89ms, mfu 14.58%
iter 7750: loss 4.5026, time 74.70ms, mfu 14.59%
iter 7760: loss 4.3065, time 74.70ms, mfu 14.59%
iter 7770: loss 4.3752, time 74.73ms, mfu 14.60%
iter 7780: loss 4.4305, time 74.53ms, mfu 14.60%
iter 7790: loss 4.2478, time 74.87ms, mfu 14.60%
iter 7800: loss 4.4516, time 74.64ms, mfu 14.61%
iter 7810: loss 4.5170, time 74.66ms, mfu 14.61%
iter 7820: loss 4.4348, time 75.02ms, mfu 14.61%
iter 7830: loss 4.5060, time 74.64ms, mfu 14.61%
iter 7840: loss 4.3463, time 74.63ms, mfu 14.61%
iter 7850: loss 4.4358, time 74.80ms, mfu 14.61%
iter 7860: loss 4.4058, time 74.77ms, mfu 14.61%
iter 7870: loss 4.4658, time 74.69ms, mfu 14.62%
iter 7880: loss 4.5054, time 74.81ms, mfu 14.62%
iter 7890: loss 4.4676, time 74.73ms, mfu 14.62%
iter 7900: loss 4.3666, time 74.93ms, mfu 14.61%
iter 7910: loss 4.3596, time 74.49ms, mfu 14.62%
iter 7920: loss 4.3687, time 74.76ms, mfu 14.62%
iter 7930: loss 4.5754, time 74.73ms, mfu 14.62%
iter 7940: loss 4.1959, time 74.86ms, mfu 14.62%
iter 7950: loss 4.3740, time 74.69ms, mfu 14.62%
iter 7960: loss 4.4082, time 74.75ms, mfu 14.62%
iter 7970: loss 4.2682, time 74.76ms, mfu 14.62%
iter 7980: loss 4.2551, time 74.76ms, mfu 14.62%
iter 7990: loss 4.5175, time 74.71ms, mfu 14.62%
0.000965118408203125
0.625946044921875
0.5263023376464844
0.14196395874023438
0.193023681640625
0.10089111328125
step 8000: train loss 4.4306, val loss 4.4414
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 8000: loss 4.4826, time 17594.36ms, mfu 13.17%
iter 8010: loss 4.4862, time 74.78ms, mfu 13.31%
iter 8020: loss 4.4413, time 74.73ms, mfu 13.44%
iter 8030: loss 4.3981, time 74.63ms, mfu 13.56%
iter 8040: loss 4.4238, time 74.66ms, mfu 13.67%
iter 8050: loss 4.4903, time 32.39ms, mfu 15.68%
iter 8060: loss 4.5512, time 74.97ms, mfu 15.57%
iter 8070: loss 4.4619, time 74.82ms, mfu 15.47%
iter 8080: loss 4.3839, time 75.12ms, mfu 15.38%
iter 8090: loss 4.4224, time 74.86ms, mfu 15.30%
iter 8100: loss 4.3580, time 74.81ms, mfu 15.23%
iter 8110: loss 4.6644, time 74.70ms, mfu 15.17%
