Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BlockBiLiGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

# max_iters = 1e5
max_iters = 1e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 32.33M
num decayed parameter tensors: 44, with 32,722,944 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 21890: loss 4.1616, time 74.65ms, mfu 15.64%
iter 21900: loss 3.9355, time 74.30ms, mfu 15.65%
iter 21910: loss 3.8760, time 74.64ms, mfu 15.65%
iter 21920: loss 4.0396, time 74.67ms, mfu 15.65%
iter 21930: loss 3.8579, time 74.63ms, mfu 15.65%
iter 21940: loss 3.8503, time 74.65ms, mfu 15.65%
iter 21950: loss 4.0861, time 74.66ms, mfu 15.65%
iter 21960: loss 4.0824, time 74.63ms, mfu 15.65%
iter 21970: loss 4.0650, time 74.59ms, mfu 15.65%
iter 21980: loss 4.0633, time 74.64ms, mfu 15.65%
iter 21990: loss 4.0293, time 74.65ms, mfu 15.65%
0.032146453857421875
0.40772247314453125
0.3252410888671875
0.4678916931152344
0.2939414978027344
0.354583740234375
step 22000: train loss 3.9956, val loss 4.0071
saving checkpoint to out-nano-gpt2-BlockBiLiGLU
iter 22000: loss 3.9953, time 17618.74ms, mfu 14.09%
iter 22010: loss 4.0377, time 74.73ms, mfu 14.24%
iter 22020: loss 4.0243, time 74.71ms, mfu 14.38%
iter 22030: loss 3.9809, time 74.68ms, mfu 14.50%
iter 22040: loss 3.8857, time 74.66ms, mfu 14.62%
iter 22050: loss 4.1148, time 74.71ms, mfu 14.72%
iter 22060: loss 4.1704, time 74.74ms, mfu 14.81%
iter 22070: loss 4.0333, time 74.65ms, mfu 14.89%
iter 22080: loss 4.1184, time 74.99ms, mfu 14.96%
iter 22090: loss 3.8216, time 74.94ms, mfu 15.02%
iter 22100: loss 3.9484, time 74.69ms, mfu 15.08%
iter 22110: loss 3.7652, time 74.65ms, mfu 15.14%
iter 22120: loss 3.9972, time 74.70ms, mfu 15.19%
iter 22130: loss 3.8561, time 74.69ms, mfu 15.23%
iter 22140: loss 4.0826, time 74.70ms, mfu 15.27%
iter 22150: loss 4.0143, time 74.64ms, mfu 15.31%
iter 22160: loss 3.9073, time 74.76ms, mfu 15.34%
iter 22170: loss 3.8917, time 74.72ms, mfu 15.37%
iter 22180: loss 4.1055, time 74.66ms, mfu 15.39%
iter 22190: loss 3.8410, time 74.89ms, mfu 15.41%
iter 22200: loss 4.0941, time 74.70ms, mfu 15.44%
iter 22210: loss 3.9944, time 74.69ms, mfu 15.46%
iter 22220: loss 4.0124, time 74.69ms, mfu 15.47%
iter 22230: loss 3.9663, time 74.62ms, mfu 15.49%
iter 22240: loss 4.1314, time 74.71ms, mfu 15.50%
iter 22250: loss 4.0643, time 74.65ms, mfu 15.52%
iter 22260: loss 3.6515, time 74.70ms, mfu 15.53%
iter 22270: loss 4.0482, time 74.73ms, mfu 15.54%
iter 22280: loss 3.8504, time 74.75ms, mfu 15.55%
iter 22290: loss 4.0590, time 74.65ms, mfu 15.56%
iter 22300: loss 4.0189, time 74.71ms, mfu 15.56%
iter 22310: loss 3.9377, time 74.73ms, mfu 15.57%
iter 22320: loss 3.8366, time 74.70ms, mfu 15.57%
iter 22330: loss 4.0890, time 74.80ms, mfu 15.58%
iter 22340: loss 3.9485, time 74.71ms, mfu 15.58%
iter 22350: loss 4.0391, time 74.69ms, mfu 15.59%
iter 22360: loss 3.9517, time 74.69ms, mfu 15.59%
iter 22370: loss 4.1066, time 74.70ms, mfu 15.60%
iter 22380: loss 3.9347, time 74.77ms, mfu 15.60%
iter 22390: loss 4.0889, time 74.73ms, mfu 15.60%
iter 22400: loss 4.1719, time 74.70ms, mfu 15.60%
iter 22410: loss 3.8941, time 74.69ms, mfu 15.61%
iter 22420: loss 4.0844, time 74.68ms, mfu 15.61%
iter 22430: loss 4.0583, time 74.72ms, mfu 15.61%
iter 22440: loss 4.0580, time 74.73ms, mfu 15.61%
iter 22450: loss 4.0284, time 74.72ms, mfu 15.61%
iter 22460: loss 3.9734, time 74.65ms, mfu 15.62%
iter 22470: loss 4.0284, time 74.66ms, mfu 15.62%
iter 22480: loss 4.0891, time 74.67ms, mfu 15.62%
iter 22490: loss 3.8071, time 74.66ms, mfu 15.62%
iter 22500: loss 3.8419, time 74.74ms, mfu 15.62%
iter 22510: loss 4.0232, time 74.65ms, mfu 15.62%
iter 22520: loss 4.1343, time 74.71ms, mfu 15.62%
iter 22530: loss 4.0075, time 74.67ms, mfu 15.62%
iter 22540: loss 3.9703, time 74.67ms, mfu 15.63%
iter 22550: loss 4.1218, time 74.71ms, mfu 15.63%
iter 22560: loss 4.0166, time 74.71ms, mfu 15.63%
iter 22570: loss 3.9025, time 74.71ms, mfu 15.63%
iter 22580: loss 3.9733, time 74.68ms, mfu 15.63%
iter 22590: loss 3.9869, time 74.65ms, mfu 15.63%
iter 22600: loss 3.9830, time 74.76ms, mfu 15.63%
iter 22610: loss 4.1021, time 74.61ms, mfu 15.63%
iter 22620: loss 3.9576, time 74.72ms, mfu 15.63%
iter 22630: loss 3.8741, time 74.70ms, mfu 15.63%
iter 22640: loss 3.9195, time 74.67ms, mfu 15.63%
iter 22650: loss 4.1635, time 74.64ms, mfu 15.63%
iter 22660: loss 3.8141, time 74.69ms, mfu 15.63%
iter 22670: loss 4.1124, time 74.63ms, mfu 15.63%
iter 22680: loss 4.0927, time 74.64ms, mfu 15.63%
iter 22690: loss 3.9203, time 74.67ms, mfu 15.63%
iter 22700: loss 3.8218, time 74.71ms, mfu 15.63%
iter 22710: loss 4.0970, time 74.66ms, mfu 15.63%
iter 22720: loss 3.9023, time 74.70ms, mfu 15.63%
iter 22730: loss 4.1759, time 74.63ms, mfu 15.63%
iter 22740: loss 3.8426, time 74.69ms, mfu 15.63%
iter 22750: loss 3.8663, time 74.68ms, mfu 15.63%
iter 22760: loss 3.9766, time 74.65ms, mfu 15.63%
iter 22770: loss 3.9346, time 74.67ms, mfu 15.63%
iter 22780: loss 3.9870, time 74.67ms, mfu 15.63%
iter 22790: loss 3.9389, time 74.73ms, mfu 15.63%
iter 22800: loss 4.2064, time 74.65ms, mfu 15.63%
iter 22810: loss 3.9331, time 74.69ms, mfu 15.63%
iter 22820: loss 3.9070, time 74.67ms, mfu 15.63%
iter 22830: loss 4.1230, time 74.69ms, mfu 15.63%
iter 22840: loss 3.9288, time 74.62ms, mfu 15.63%
iter 22850: loss 4.0040, time 74.63ms, mfu 15.64%
iter 22860: loss 3.7943, time 74.86ms, mfu 15.63%
iter 22870: loss 4.0779, time 74.60ms, mfu 15.63%
iter 22880: loss 3.9994, time 74.73ms, mfu 15.63%
iter 22890: loss 3.9532, time 74.68ms, mfu 15.63%
iter 22900: loss 4.0084, time 74.66ms, mfu 15.63%
iter 22910: loss 4.0810, time 74.61ms, mfu 15.63%
iter 22920: loss 3.8892, time 74.69ms, mfu 15.63%
iter 22930: loss 4.0041, time 74.65ms, mfu 15.63%
iter 22940: loss 3.9661, time 74.65ms, mfu 15.63%
iter 22950: loss 3.9870, time 74.63ms, mfu 15.64%
iter 22960: loss 3.9723, time 74.67ms, mfu 15.64%
iter 22970: loss 4.2000, time 74.69ms, mfu 15.64%
iter 22980: loss 4.0451, time 74.74ms, mfu 15.63%
iter 22990: loss 3.9140, time 74.65ms, mfu 15.63%
0.036102294921875
0.3778343200683594
0.3015022277832031
0.4164695739746094
0.27667236328125
0.3425865173339844
step 23000: train loss 3.9882, val loss 4.0016
saving checkpoint to out-nano-gpt2-BlockBiLiGLU
iter 23000: loss 4.0612, time 17595.09ms, mfu 14.08%
iter 23010: loss 3.8875, time 74.71ms, mfu 14.23%
iter 23020: loss 3.9810, time 74.68ms, mfu 14.37%
iter 23030: loss 3.8726, time 74.69ms, mfu 14.50%
iter 23040: loss 3.9574, time 74.50ms, mfu 14.62%
iter 23050: loss 4.0008, time 74.78ms, mfu 14.72%
iter 23060: loss 3.8911, time 74.43ms, mfu 14.81%
iter 23070: loss 3.8784, time 74.70ms, mfu 14.89%
iter 23080: loss 4.0212, time 74.98ms, mfu 14.96%
iter 23090: loss 4.0233, time 79.67ms, mfu 14.93%
iter 23100: loss 3.9147, time 80.40ms, mfu 14.89%
iter 23110: loss 4.0519, time 74.68ms, mfu 14.96%
iter 23120: loss 3.7489, time 74.71ms, mfu 15.03%
iter 23130: loss 4.0958, time 74.75ms, mfu 15.09%
iter 23140: loss 4.0997, time 74.67ms, mfu 15.14%
iter 23150: loss 4.0651, time 74.70ms, mfu 15.19%
iter 23160: loss 3.9482, time 74.72ms, mfu 15.24%
iter 23170: loss 4.0414, time 74.71ms, mfu 15.27%
iter 23180: loss 3.9194, time 74.75ms, mfu 15.31%
iter 23190: loss 4.0228, time 74.71ms, mfu 15.34%
iter 23200: loss 4.0990, time 74.71ms, mfu 15.37%
iter 23210: loss 3.8829, time 74.72ms, mfu 15.39%
iter 23220: loss 4.0379, time 74.75ms, mfu 15.42%
iter 23230: loss 4.0781, time 74.72ms, mfu 15.44%
iter 23240: loss 3.9400, time 74.65ms, mfu 15.46%
iter 23250: loss 3.8407, time 74.73ms, mfu 15.47%
iter 23260: loss 3.9561, time 74.70ms, mfu 15.49%
iter 23270: loss 4.0675, time 74.65ms, mfu 15.50%
iter 23280: loss 3.9184, time 74.69ms, mfu 15.52%
iter 23290: loss 3.9926, time 74.66ms, mfu 15.53%
iter 23300: loss 4.0547, time 74.71ms, mfu 15.54%
iter 23310: loss 4.0123, time 74.66ms, mfu 15.55%
iter 23320: loss 4.2260, time 74.70ms, mfu 15.56%
iter 23330: loss 4.0117, time 74.75ms, mfu 15.56%
iter 23340: loss 4.0933, time 74.72ms, mfu 15.57%
iter 23350: loss 4.0167, time 74.71ms, mfu 15.57%
iter 23360: loss 4.0102, time 74.74ms, mfu 15.58%
iter 23370: loss 3.9745, time 74.71ms, mfu 15.58%
iter 23380: loss 4.0301, time 74.70ms, mfu 15.59%
iter 23390: loss 3.9433, time 74.66ms, mfu 15.59%
iter 23400: loss 3.9826, time 74.64ms, mfu 15.60%
iter 23410: loss 3.9354, time 74.74ms, mfu 15.60%
iter 23420: loss 4.1126, time 74.74ms, mfu 15.60%
iter 23430: loss 4.0711, time 74.68ms, mfu 15.61%
iter 23440: loss 3.9058, time 74.75ms, mfu 15.61%
iter 23450: loss 3.9016, time 74.74ms, mfu 15.61%
iter 23460: loss 4.0106, time 74.71ms, mfu 15.61%
iter 23470: loss 4.1481, time 74.69ms, mfu 15.61%
iter 23480: loss 4.0256, time 74.68ms, mfu 15.61%
iter 23490: loss 4.0241, time 74.69ms, mfu 15.62%
iter 23500: loss 4.0221, time 74.70ms, mfu 15.62%
iter 23510: loss 4.0492, time 74.68ms, mfu 15.62%
iter 23520: loss 3.8276, time 81.24ms, mfu 15.49%
iter 23530: loss 4.0638, time 80.24ms, mfu 15.40%
iter 23540: loss 4.0213, time 82.02ms, mfu 15.28%
iter 23550: loss 3.8810, time 81.08ms, mfu 15.19%
iter 23560: loss 3.9912, time 81.64ms, mfu 15.10%
iter 23570: loss 3.8272, time 116.49ms, mfu 14.60%
iter 23580: loss 3.9107, time 121.23ms, mfu 14.10%
iter 23590: loss 3.8818, time 88.74ms, mfu 14.01%
iter 23600: loss 4.0626, time 132.72ms, mfu 13.48%
iter 23610: loss 3.9963, time 127.67ms, mfu 13.05%
iter 23620: loss 3.8258, time 114.13ms, mfu 12.77%
iter 23630: loss 3.9034, time 117.50ms, mfu 12.49%
iter 23640: loss 4.0354, time 123.12ms, mfu 12.19%
iter 23650: loss 4.0890, time 132.22ms, mfu 11.85%
iter 23660: loss 4.0169, time 114.10ms, mfu 11.69%
iter 23670: loss 3.8116, time 114.29ms, mfu 11.54%
iter 23680: loss 3.9044, time 134.87ms, mfu 11.25%
iter 23690: loss 4.0819, time 114.26ms, mfu 11.15%
iter 23700: loss 3.9067, time 114.01ms, mfu 11.06%
iter 23710: loss 4.1217, time 116.23ms, mfu 10.96%
iter 23720: loss 3.9421, time 114.42ms, mfu 10.88%
iter 23730: loss 4.1301, time 123.93ms, mfu 10.74%
iter 23740: loss 4.0317, time 135.12ms, mfu 10.53%
iter 23750: loss 3.9581, time 118.81ms, mfu 10.46%
iter 23760: loss 3.9201, time 114.49ms, mfu 10.43%
iter 23770: loss 3.9752, time 114.35ms, mfu 10.41%
iter 23780: loss 3.8087, time 114.76ms, mfu 10.38%
iter 23790: loss 3.9458, time 128.89ms, mfu 10.25%
iter 23800: loss 3.7718, time 128.76ms, mfu 10.13%
iter 23810: loss 3.9850, time 128.73ms, mfu 10.03%
iter 23820: loss 4.0028, time 113.40ms, mfu 10.05%
iter 23830: loss 3.7992, time 114.95ms, mfu 10.06%
iter 23840: loss 3.8896, time 114.66ms, mfu 10.08%
iter 23850: loss 3.9941, time 114.31ms, mfu 10.09%
iter 23860: loss 4.0122, time 121.24ms, mfu 10.04%
iter 23870: loss 3.9880, time 114.72ms, mfu 10.06%
iter 23880: loss 4.1836, time 116.28ms, mfu 10.06%
iter 23890: loss 3.9529, time 133.48ms, mfu 9.92%
iter 23900: loss 3.8743, time 121.24ms, mfu 9.89%
iter 23910: loss 3.8512, time 114.46ms, mfu 9.93%
iter 23920: loss 4.1660, time 114.26ms, mfu 9.95%
iter 23930: loss 3.8438, time 102.29ms, mfu 10.10%
iter 23940: loss 3.9226, time 74.67ms, mfu 10.65%
iter 23950: loss 3.7073, time 74.71ms, mfu 11.15%
iter 23960: loss 3.9037, time 74.72ms, mfu 11.60%
iter 23970: loss 4.0689, time 74.70ms, mfu 12.00%
iter 23980: loss 4.0056, time 74.95ms, mfu 12.36%
iter 23990: loss 3.8918, time 74.70ms, mfu 12.69%
0.034587860107421875
0.3877220153808594
0.30561065673828125
0.42041015625
0.2874870300292969
0.34474945068359375
step 24000: train loss 3.9832, val loss 3.9976
saving checkpoint to out-nano-gpt2-BlockBiLiGLU
iter 24000: loss 4.0006, time 17612.85ms, mfu 11.42%
iter 24010: loss 4.1478, time 74.72ms, mfu 11.84%
iter 24020: loss 4.0450, time 74.74ms, mfu 12.22%
iter 24030: loss 3.9307, time 74.93ms, mfu 12.56%
iter 24040: loss 4.0951, time 74.80ms, mfu 12.86%
iter 24050: loss 3.9023, time 74.87ms, mfu 13.14%
iter 24060: loss 3.8880, time 74.81ms, mfu 13.38%
iter 24070: loss 3.8679, time 74.63ms, mfu 13.61%
iter 24080: loss 3.8479, time 74.31ms, mfu 13.82%
iter 24090: loss 3.7985, time 74.71ms, mfu 14.00%
iter 24100: loss 3.9429, time 74.73ms, mfu 14.16%
iter 24110: loss 3.9823, time 82.27ms, mfu 14.16%
iter 24120: loss 3.9257, time 79.12ms, mfu 14.22%
iter 24130: loss 3.9575, time 97.76ms, mfu 14.00%
iter 24140: loss 4.0733, time 99.42ms, mfu 13.77%
iter 24150: loss 3.9178, time 74.99ms, mfu 13.95%
iter 24160: loss 3.9444, time 99.41ms, mfu 13.73%
iter 24170: loss 3.9662, time 98.34ms, mfu 13.54%
iter 24180: loss 4.1147, time 92.30ms, mfu 13.45%
iter 24190: loss 4.0083, time 99.26ms, mfu 13.28%
iter 24200: loss 3.9478, time 85.19ms, mfu 13.33%
iter 24210: loss 3.9682, time 99.25ms, mfu 13.17%
iter 24220: loss 4.0389, time 90.03ms, mfu 13.15%
iter 24230: loss 4.1284, time 98.24ms, mfu 13.02%
iter 24240: loss 4.1597, time 94.78ms, mfu 12.95%
iter 24250: loss 3.9356, time 95.95ms, mfu 12.87%
iter 24260: loss 4.0423, time 90.01ms, mfu 12.88%
iter 24270: loss 4.0328, time 99.21ms, mfu 12.77%
iter 24280: loss 4.1232, time 74.74ms, mfu 13.06%
iter 24290: loss 3.7952, time 99.33ms, mfu 12.93%
iter 24300: loss 3.7907, time 81.49ms, mfu 13.07%
iter 24310: loss 3.9058, time 99.29ms, mfu 12.94%
iter 24320: loss 3.9068, time 97.36ms, mfu 12.84%
iter 24330: loss 3.8296, time 90.03ms, mfu 12.85%
iter 24340: loss 3.7791, time 99.48ms, mfu 12.74%
iter 24350: loss 3.9736, time 74.66ms, mfu 13.03%
iter 24360: loss 3.9830, time 99.36ms, mfu 12.90%
iter 24370: loss 4.0608, time 83.82ms, mfu 13.01%
iter 24380: loss 3.7732, time 97.20ms, mfu 12.91%
iter 24390: loss 3.9223, time 99.33ms, mfu 12.79%
iter 24400: loss 3.8450, time 82.69ms, mfu 12.92%
iter 24410: loss 4.0024, time 99.27ms, mfu 12.81%
iter 24420: loss 3.9662, time 74.46ms, mfu 13.09%
iter 24430: loss 3.9943, time 99.36ms, mfu 12.96%
iter 24440: loss 3.9196, time 74.81ms, mfu 13.22%
iter 24450: loss 4.2205, time 74.74ms, mfu 13.46%
iter 24460: loss 4.0554, time 99.12ms, mfu 13.30%
iter 24470: loss 3.9226, time 74.99ms, mfu 13.52%
iter 24480: loss 4.0104, time 99.40ms, mfu 13.35%
iter 24490: loss 4.0322, time 75.01ms, mfu 13.57%
iter 24500: loss 3.9736, time 99.02ms, mfu 13.39%
iter 24510: loss 3.9153, time 74.48ms, mfu 13.62%
iter 24520: loss 4.0623, time 99.18ms, mfu 13.43%
iter 24530: loss 3.7649, time 74.47ms, mfu 13.66%
iter 24540: loss 3.8779, time 99.22ms, mfu 13.47%
iter 24550: loss 3.8377, time 74.59ms, mfu 13.69%
iter 24560: loss 4.0580, time 99.15ms, mfu 13.50%
iter 24570: loss 3.9097, time 76.72ms, mfu 13.67%
iter 24580: loss 4.1057, time 99.39ms, mfu 13.48%
iter 24590: loss 4.0394, time 74.52ms, mfu 13.69%
iter 24600: loss 4.0367, time 100.25ms, mfu 13.49%
iter 24610: loss 4.0037, time 74.66ms, mfu 13.70%
iter 24620: loss 3.9226, time 99.07ms, mfu 13.51%
iter 24630: loss 3.9861, time 81.38ms, mfu 13.60%
iter 24640: loss 4.0569, time 94.75ms, mfu 13.47%
iter 24650: loss 3.9077, time 95.83ms, mfu 13.34%
iter 24660: loss 3.9851, time 75.01ms, mfu 13.56%
iter 24670: loss 3.8844, time 99.62ms, mfu 13.38%
iter 24680: loss 3.8834, time 74.09ms, mfu 13.62%
iter 24690: loss 4.0717, time 99.26ms, mfu 13.43%
iter 24700: loss 3.9859, time 74.56ms, mfu 13.65%
iter 24710: loss 3.7611, time 99.30ms, mfu 13.46%
iter 24720: loss 3.7555, time 74.51ms, mfu 13.68%
iter 24730: loss 4.0061, time 99.26ms, mfu 13.49%
iter 24740: loss 4.1890, time 74.53ms, mfu 13.71%
iter 24750: loss 4.1293, time 99.12ms, mfu 13.52%
iter 24760: loss 3.8547, time 76.96ms, mfu 13.68%
iter 24770: loss 3.9237, time 99.25ms, mfu 13.49%
iter 24780: loss 3.9001, time 74.62ms, mfu 13.71%
iter 24790: loss 4.0167, time 74.62ms, mfu 13.90%
iter 24800: loss 3.8917, time 74.87ms, mfu 14.07%
iter 24810: loss 3.6877, time 74.63ms, mfu 14.23%
iter 24820: loss 4.0965, time 74.62ms, mfu 14.37%
iter 24830: loss 3.6036, time 74.70ms, mfu 14.49%
iter 24840: loss 3.9686, time 74.64ms, mfu 14.61%
iter 24850: loss 4.0319, time 74.62ms, mfu 14.71%
iter 24860: loss 4.1565, time 74.60ms, mfu 14.81%
iter 24870: loss 3.9541, time 74.75ms, mfu 14.89%
iter 24880: loss 3.9361, time 74.67ms, mfu 14.96%
iter 24890: loss 4.0200, time 74.66ms, mfu 15.03%
iter 24900: loss 3.8695, time 74.66ms, mfu 15.09%
iter 24910: loss 4.0832, time 74.68ms, mfu 15.14%
iter 24920: loss 3.8861, time 74.70ms, mfu 15.19%
iter 24930: loss 3.9388, time 74.65ms, mfu 15.24%
iter 24940: loss 4.1083, time 74.68ms, mfu 15.28%
iter 24950: loss 4.0294, time 75.03ms, mfu 15.31%
iter 24960: loss 3.9699, time 74.61ms, mfu 15.34%
iter 24970: loss 4.0466, time 74.73ms, mfu 15.37%
iter 24980: loss 4.1013, time 74.70ms, mfu 15.39%
iter 24990: loss 3.9121, time 74.64ms, mfu 15.42%
0.033603668212890625
0.3899955749511719
0.3322257995605469
0.437652587890625
0.28271484375
0.3297882080078125
step 25000: train loss 3.9787, val loss 3.9825
saving checkpoint to out-nano-gpt2-BlockBiLiGLU
iter 25000: loss 3.9586, time 17621.70ms, mfu 13.88%
iter 25010: loss 4.1750, time 74.70ms, mfu 14.06%
iter 25020: loss 3.8954, time 74.72ms, mfu 14.21%
iter 25030: loss 3.9908, time 75.40ms, mfu 14.34%
iter 25040: loss 4.0406, time 79.24ms, mfu 14.38%
iter 25050: loss 3.9933, time 74.70ms, mfu 14.51%
iter 25060: loss 3.9466, time 74.65ms, mfu 14.62%
iter 25070: loss 4.0442, time 74.67ms, mfu 14.72%
iter 25080: loss 3.9055, time 74.69ms, mfu 14.81%
iter 25090: loss 3.8737, time 74.66ms, mfu 14.89%
iter 25100: loss 4.0176, time 74.73ms, mfu 14.97%
iter 25110: loss 3.9151, time 74.73ms, mfu 15.03%
iter 25120: loss 4.0245, time 74.74ms, mfu 15.09%
iter 25130: loss 3.9556, time 74.70ms, mfu 15.14%
iter 25140: loss 3.9893, time 74.70ms, mfu 15.19%
iter 25150: loss 3.9194, time 74.74ms, mfu 15.24%
iter 25160: loss 4.0670, time 74.76ms, mfu 15.27%
iter 25170: loss 3.9324, time 74.69ms, mfu 15.31%
iter 25180: loss 4.0041, time 74.70ms, mfu 15.34%
iter 25190: loss 3.9297, time 74.74ms, mfu 15.37%
iter 25200: loss 3.9311, time 74.70ms, mfu 15.40%
iter 25210: loss 3.9122, time 74.81ms, mfu 15.42%
iter 25220: loss 3.8174, time 74.71ms, mfu 15.44%
iter 25230: loss 4.0174, time 74.71ms, mfu 15.46%
iter 25240: loss 3.8705, time 74.68ms, mfu 15.47%
iter 25250: loss 3.9799, time 74.71ms, mfu 15.49%
iter 25260: loss 4.0160, time 74.74ms, mfu 15.50%
iter 25270: loss 3.7781, time 74.76ms, mfu 15.51%
iter 25280: loss 3.8809, time 74.70ms, mfu 15.53%
iter 25290: loss 3.9920, time 74.71ms, mfu 15.54%
iter 25300: loss 4.1628, time 74.72ms, mfu 15.54%
iter 25310: loss 4.0955, time 74.69ms, mfu 15.55%
iter 25320: loss 4.0679, time 74.68ms, mfu 15.56%
iter 25330: loss 4.0015, time 74.67ms, mfu 15.57%
iter 25340: loss 3.9386, time 74.77ms, mfu 15.57%
iter 25350: loss 3.9093, time 74.68ms, mfu 15.58%
iter 25360: loss 4.0325, time 74.77ms, mfu 15.58%
iter 25370: loss 4.0377, time 74.66ms, mfu 15.59%
iter 25380: loss 4.0500, time 74.74ms, mfu 15.59%
iter 25390: loss 4.0712, time 74.22ms, mfu 15.60%
iter 25400: loss 4.0711, time 74.72ms, mfu 15.61%
iter 25410: loss 3.8868, time 74.71ms, mfu 15.61%
iter 25420: loss 3.9548, time 74.66ms, mfu 15.61%
iter 25430: loss 3.9624, time 74.73ms, mfu 15.61%
iter 25440: loss 4.0724, time 74.70ms, mfu 15.61%
iter 25450: loss 4.1468, time 74.71ms, mfu 15.62%
iter 25460: loss 4.0052, time 74.66ms, mfu 15.62%
iter 25470: loss 4.2136, time 74.66ms, mfu 15.62%
iter 25480: loss 4.0544, time 74.62ms, mfu 15.62%
iter 25490: loss 3.9223, time 74.83ms, mfu 15.62%
iter 25500: loss 4.0822, time 74.70ms, mfu 15.62%
iter 25510: loss 3.9959, time 74.70ms, mfu 15.62%
iter 25520: loss 4.0592, time 74.73ms, mfu 15.62%
iter 25530: loss 4.0213, time 74.72ms, mfu 15.62%
iter 25540: loss 3.8847, time 74.67ms, mfu 15.62%
iter 25550: loss 3.9874, time 74.73ms, mfu 15.62%
iter 25560: loss 3.8946, time 32.98ms, mfu 17.60%
iter 25570: loss 3.8665, time 93.01ms, mfu 17.10%
iter 25580: loss 3.8419, time 74.68ms, mfu 16.95%
iter 25590: loss 4.0757, time 74.66ms, mfu 16.82%
iter 25600: loss 4.0192, time 74.71ms, mfu 16.70%
iter 25610: loss 3.9139, time 74.70ms, mfu 16.59%
iter 25620: loss 4.0096, time 74.74ms, mfu 16.49%
iter 25630: loss 3.9302, time 74.80ms, mfu 16.41%
iter 25640: loss 4.0800, time 74.69ms, mfu 16.33%
iter 25650: loss 3.8877, time 74.66ms, mfu 16.26%
iter 25660: loss 4.0432, time 74.75ms, mfu 16.20%
iter 25670: loss 3.9102, time 74.68ms, mfu 16.14%
iter 25680: loss 3.9361, time 74.74ms, mfu 16.09%
iter 25690: loss 3.9109, time 74.68ms, mfu 16.04%
iter 25700: loss 3.9531, time 75.82ms, mfu 15.98%
iter 25710: loss 4.0523, time 74.69ms, mfu 15.94%
iter 25720: loss 3.8918, time 74.74ms, mfu 15.91%
iter 25730: loss 4.0155, time 74.84ms, mfu 15.88%
iter 25740: loss 3.9259, time 74.71ms, mfu 15.85%
iter 25750: loss 3.9182, time 74.73ms, mfu 15.83%
iter 25760: loss 3.9440, time 74.76ms, mfu 15.81%
iter 25770: loss 3.9605, time 74.73ms, mfu 15.79%
iter 25780: loss 4.1256, time 74.71ms, mfu 15.77%
iter 25790: loss 4.0428, time 74.70ms, mfu 15.76%
iter 25800: loss 3.8534, time 74.67ms, mfu 15.75%
iter 25810: loss 4.0791, time 74.71ms, mfu 15.74%
iter 25820: loss 4.0128, time 74.47ms, mfu 15.73%
iter 25830: loss 3.8968, time 74.72ms, mfu 15.72%
iter 25840: loss 4.0659, time 74.70ms, mfu 15.71%
iter 25850: loss 3.9532, time 74.67ms, mfu 15.70%
iter 25860: loss 3.8880, time 74.69ms, mfu 15.70%
iter 25870: loss 3.7078, time 74.69ms, mfu 15.69%
iter 25880: loss 4.1618, time 74.68ms, mfu 15.68%
iter 25890: loss 3.8761, time 74.71ms, mfu 15.68%
iter 25900: loss 3.8414, time 74.85ms, mfu 15.67%
iter 25910: loss 3.9378, time 74.65ms, mfu 15.67%
iter 25920: loss 3.9755, time 74.67ms, mfu 15.66%
iter 25930: loss 4.0074, time 74.62ms, mfu 15.66%
iter 25940: loss 4.0185, time 74.68ms, mfu 15.66%
iter 25950: loss 4.1647, time 74.67ms, mfu 15.66%
iter 25960: loss 3.9934, time 74.69ms, mfu 15.65%
iter 25970: loss 4.1284, time 74.71ms, mfu 15.65%
iter 25980: loss 3.9640, time 74.67ms, mfu 15.65%
iter 25990: loss 3.8281, time 74.67ms, mfu 15.65%
0.037387847900390625
0.3884010314941406
0.3384513854980469
0.4333992004394531
0.2747077941894531
0.313568115234375
step 26000: train loss 3.9579, val loss 3.9760
saving checkpoint to out-nano-gpt2-BlockBiLiGLU
iter 26000: loss 3.9299, time 17616.11ms, mfu 14.09%
